invoice_id,customer_id,invoice_date,due_date,invoice_amount,currency,description,invoice_status
INV0293,CUST0096,2026-03-02,2026-04-16,116355.12,INR,Annual Maintenance Contract,Paid
INV0294,CUST0307,2026-04-30,2026-05-15,197650.65,INR,Cloud Infrastructure Hosting,Paid
INV0295,CUST0333,2026-05-29,2026-06-28,12266.03,INR,Logistics & Freight Services,Paid
INV0296,CUST0317,2026-01-14,2026-02-28,24427.77,INR,API Integration Fee,Paid
INV0297,CUST0320,2026-04-01,2026-05-16,2726.7,INR,Cloud Infrastructure Hosting,Paid
INV0298,CUST0369,2026-04-19,2026-06-03,44467.95,INR,IT Consulting Services,Paid
INV0299,CUST0213,2026-05-27,2026-06-11,3659.99,INR,Enterprise License Fee,Paid
INV0300,CUST0459,2026-05-31,2026-07-15,15214.19,INR,Logistics & Freight Services,Paid
INV0301,CUST0276,2026-04-16,2026-05-31,3567.2,INR,SaaS Subscription,Paid
INV0302,CUST0216,2026-06-11,2026-07-11,43252.86,INR,Logistics & Freight Services,Paid
INV0303,CUST0351,2026-03-24,2026-04-23,18828.92,INR,Logistics & Freight Services,Paid
INV0304,CUST0167,2026-05-01,2026-05-31,95623.01,INR,Digital Marketing Campaign,Paid
INV0305,CUST0013,2026-04-01,2026-04-16,75946.55,INR,Logistics & Freight Services,Paid
INV0306,CUST0305,2026-05-03,2026-05-18,3512.43,INR,API Integration Fee,Paid
INV0307,CUST0283,2026-01-14,2026-01-29,51345.63,INR,Digital Marketing Campaign,Paid
INV0308,CUST0415,2026-02-09,2026-03-26,10587.51,INR,IT Consulting Services,Paid
INV0309,CUST0134,2026-06-14,2026-07-29,3361.44,INR,Logistics & Freight Services,Paid
INV0310,CUST0111,2026-03-10,2026-04-24,4570.29,INR,Cloud Infrastructure Hosting,Paid
INV0311,CUST0010,2026-04-17,2026-05-02,34629.97,INR,Data Analytics Module,Paid
INV0312,CUST0423,2026-02-01,2026-03-03,173161.51,INR,Digital Marketing Campaign,Paid
INV0313,CUST0470,2026-01-17,2026-02-01,91204.73,INR,Logistics & Freight Services,Paid
INV0314,CUST0392,2026-01-17,2026-03-03,61403.4,INR,Enterprise License Fee,Paid
INV0315,CUST0319,2026-06-05,2026-07-20,9384.65,INR,IT Consulting Services,Paid
INV0316,CUST0017,2026-05-26,2026-06-10,2505.09,INR,API Integration Fee,Paid
INV0317,CUST0007,2026-03-11,2026-04-10,2922.25,INR,IT Consulting Services,Paid
INV0318,CUST0347,2026-04-09,2026-05-09,86065.84,INR,IT Consulting Services,Paid
INV0319,CUST0075,2026-03-26,2026-04-10,199489.06,INR,Enterprise License Fee,Paid
INV0320,CUST0133,2026-06-30,2026-07-15,108467.95,INR,Cybersecurity Audit,Paid
INV0321,CUST0398,2026-06-14,2026-06-29,140726.92,INR,Cybersecurity Audit,Paid
INV0322,CUST0266,2026-05-13,2026-06-12,176303.9,INR,IT Consulting Services,Paid
INV0323,CUST0256,2026-04-17,2026-05-17,79090.86,INR,SaaS Subscription,Paid
INV0324,CUST0147,2026-06-17,2026-08-01,3497.7,INR,IT Consulting Services,Paid
INV0325,CUST0395,2026-03-10,2026-03-25,4822.63,INR,Logistics & Freight Services,Paid
INV0326,CUST0482,2026-05-02,2026-06-01,889.27,INR,Annual Maintenance Contract,Paid
INV0327,CUST0335,2026-02-27,2026-03-14,1871.84,INR,Logistics & Freight Services,Paid
INV0328,CUST0415,2026-05-02,2026-06-01,125593.84,INR,Logistics & Freight Services,Paid
INV0329,CUST0066,2026-01-23,2026-02-07,163172.97,INR,Data Analytics Module,Paid
INV0330,CUST0292,2026-04-01,2026-05-16,154690.62,INR,API Integration Fee,Paid
INV0331,CUST0126,2026-06-13,2026-07-28,72935.41,INR,Data Analytics Module,Paid
INV0332,CUST0412,2026-04-21,2026-05-06,4994.74,INR,IT Consulting Services,Paid
INV0333,CUST0321,2026-01-14,2026-02-28,3536.78,INR,IT Consulting Services,Paid
INV0334,CUST0162,2026-04-03,2026-05-03,2411.19,INR,SaaS Subscription,Paid
INV0335,CUST0205,2026-04-23,2026-05-08,112630.02,INR,API Integration Fee,Paid
INV0336,CUST0177,2026-02-02,2026-02-17,24764.81,INR,SaaS Subscription,Paid
INV0337,CUST0076,2026-02-02,2026-03-19,14243.4,INR,API Integration Fee,Partially_Paid
INV0338,CUST0219,2026-03-03,2026-04-17,3587.13,INR,Data Analytics Module,Paid
INV0339,CUST0387,2026-03-08,2026-04-22,2851.95,INR,Logistics & Freight Services,Paid
INV0340,CUST0441,2026-02-27,2026-04-13,40391.78,INR,Digital Marketing Campaign,Paid
INV0341,CUST0075,2026-04-24,2026-05-24,69497.81,INR,API Integration Fee,Paid
INV0342,CUST0059,2026-01-19,2026-02-18,124401.11,INR,Annual Maintenance Contract,Paid
INV0343,CUST0375,2026-01-09,2026-02-08,86750.03,INR,API Integration Fee,Paid
INV0344,CUST0401,2026-04-16,2026-05-01,76470.17,INR,Data Analytics Module,Paid
INV0345,CUST0278,2026-02-16,2026-04-02,176273.22,INR,Digital Marketing Campaign,Paid
INV0346,CUST0019,2026-03-19,2026-05-03,23098.14,INR,Annual Maintenance Contract,Paid
INV0347,CUST0213,2026-02-08,2026-03-25,171371.15,INR,Digital Marketing Campaign,Paid
INV0348,CUST0025,2026-06-04,2026-07-04,58914.36,INR,Annual Maintenance Contract,Paid
INV0349,CUST0061,2026-03-26,2026-04-10,1336.5,INR,Logistics & Freight Services,Paid
INV0350,CUST0011,2026-03-17,2026-05-01,19074.74,INR,IT Consulting Services,Paid
INV0351,CUST0500,2026-04-26,2026-05-11,70124.9,INR,API Integration Fee,Paid
INV0352,CUST0348,2026-01-04,2026-01-19,1115.07,INR,Cloud Infrastructure Hosting,Paid
INV0353,CUST0130,2026-02-01,2026-03-03,61443.3,INR,IT Consulting Services,Paid
INV0354,CUST0275,2026-06-07,2026-06-22,105372.26,INR,Logistics & Freight Services,Paid
INV0355,CUST0045,2026-05-06,2026-06-05,14579.87,INR,Logistics & Freight Services,Paid
INV0356,CUST0050,2026-06-15,2026-07-30,120103.35,INR,Cloud Infrastructure Hosting,Paid
INV0357,CUST0137,2026-02-09,2026-03-11,106877.3,INR,Data Analytics Module,Paid
INV0358,CUST0032,2026-04-21,2026-05-06,11445.87,INR,Enterprise License Fee,Paid
INV0359,CUST0196,2026-04-04,2026-04-19,174890.36,INR,Cybersecurity Audit,Paid
INV0360,CUST0224,2026-03-13,2026-04-27,23134.81,INR,Cloud Infrastructure Hosting,Paid
INV0361,CUST0198,2026-06-08,2026-06-23,45524.93,INR,Digital Marketing Campaign,Paid
INV0362,CUST0105,2026-06-14,2026-06-29,4429.92,INR,Data Analytics Module,Paid
INV0363,CUST0370,2026-01-24,2026-02-23,4321.17,INR,Data Analytics Module,Paid
INV0364,CUST0262,2026-03-23,2026-04-07,123477.61,INR,SaaS Subscription,Paid
INV0365,CUST0459,2026-02-12,2026-02-27,18880.38,INR,Annual Maintenance Contract,Paid
INV0366,CUST0016,2026-04-22,2026-05-07,8836.65,INR,Annual Maintenance Contract,Paid
INV0367,CUST0464,2026-03-28,2026-04-12,37324.67,INR,Logistics & Freight Services,Paid
INV0368,CUST0485,2026-03-21,2026-04-05,106043.51,INR,Cybersecurity Audit,Paid
INV0369,CUST0170,2026-04-12,2026-05-27,2411.31,INR,Annual Maintenance Contract,Paid
INV0370,CUST0050,2026-01-12,2026-02-26,77794.24,INR,SaaS Subscription,Paid
INV0371,CUST0231,2026-05-26,2026-07-10,2035.99,INR,Digital Marketing Campaign,Paid
INV0372,CUST0217,2026-04-06,2026-05-21,65174.03,INR,IT Consulting Services,Paid
INV0373,CUST0383,2026-04-24,2026-06-08,31884.5,INR,Annual Maintenance Contract,Paid
INV0374,CUST0387,2026-01-06,2026-02-05,14186.74,INR,IT Consulting Services,Pending
INV0375,CUST0306,2026-04-01,2026-04-16,1388.32,INR,Annual Maintenance Contract,Paid
INV0376,CUST0007,2026-03-29,2026-04-28,2403.51,INR,API Integration Fee,Paid
INV0377,CUST0110,2026-04-03,2026-05-03,133266.2,INR,Cloud Infrastructure Hosting,Paid
INV0378,CUST0404,2026-06-07,2026-06-22,3166.92,INR,Cybersecurity Audit,Paid
INV0379,CUST0410,2026-04-15,2026-04-30,21415.38,INR,Data Analytics Module,Paid
INV0380,CUST0247,2026-06-28,2026-07-13,40949.69,INR,IT Consulting Services,Paid
INV0381,CUST0175,2026-02-23,2026-03-25,105148.2,INR,Cybersecurity Audit,Paid
INV0382,CUST0493,2026-06-30,2026-08-14,6971.68,INR,IT Consulting Services,Paid
INV0383,CUST0328,2026-01-26,2026-02-25,7183.05,INR,Logistics & Freight Services,Paid
INV0384,CUST0375,2026-06-03,2026-06-18,156092.11,INR,IT Consulting Services,Paid
INV0385,CUST0115,2026-06-25,2026-07-25,67699.65,INR,Cybersecurity Audit,Paid
INV0386,CUST0123,2026-01-20,2026-03-06,1688.98,INR,Cloud Infrastructure Hosting,Paid
INV0387,CUST0435,2026-05-03,2026-06-17,3399.06,INR,Cybersecurity Audit,Paid
INV0388,CUST0403,2026-06-13,2026-06-28,54692.14,INR,Cybersecurity Audit,Paid
INV0389,CUST0051,2026-02-24,2026-04-10,104212.33,INR,Cloud Infrastructure Hosting,Paid
INV0390,CUST0266,2026-06-29,2026-08-13,74971.18,INR,SaaS Subscription,Paid
INV0391,CUST0072,2026-04-24,2026-05-24,1032.54,INR,Logistics & Freight Services,Paid
INV0392,CUST0341,2026-04-01,2026-04-16,15955.75,INR,SaaS Subscription,Paid
INV0393,CUST0282,2026-05-16,2026-06-15,6584.57,INR,Cloud Infrastructure Hosting,Paid
INV0394,CUST0378,2026-03-04,2026-04-03,2708.86,INR,SaaS Subscription,Pending
INV0395,CUST0371,2026-02-16,2026-03-18,9152.57,INR,Cloud Infrastructure Hosting,Paid
INV0396,CUST0328,2026-06-07,2026-07-07,42334.68,INR,Annual Maintenance Contract,Pending
INV0397,CUST0048,2026-04-04,2026-05-19,64079.94,INR,Data Analytics Module,Paid
INV0398,CUST0208,2026-03-08,2026-03-23,3602.53,INR,Data Analytics Module,Paid
INV0399,CUST0157,2026-01-26,2026-02-25,77581.54,INR,Logistics & Freight Services,Paid
INV0400,CUST0459,2026-06-28,2026-07-28,182256.25,INR,IT Consulting Services,Paid
INV0401,CUST0425,2026-05-26,2026-06-10,180857.34,INR,Cloud Infrastructure Hosting,Paid
INV0402,CUST0187,2026-02-12,2026-03-29,66644.44,INR,Cloud Infrastructure Hosting,Paid
INV0403,CUST0448,2026-03-16,2026-03-31,119814.69,INR,SaaS Subscription,Pending
INV0404,CUST0061,2026-05-22,2026-06-21,46730.9,INR,IT Consulting Services,Paid
INV0405,CUST0072,2026-01-02,2026-02-01,126867.81,INR,Cybersecurity Audit,Paid
INV0406,CUST0185,2026-06-05,2026-07-05,87008.44,INR,SaaS Subscription,Paid
INV0407,CUST0237,2026-01-26,2026-02-25,4101.3,INR,Cybersecurity Audit,Paid
INV0408,CUST0495,2026-02-09,2026-03-26,3050.81,INR,API Integration Fee,Paid
INV0409,CUST0398,2026-02-03,2026-03-20,52723.37,INR,Logistics & Freight Services,Paid
INV0410,CUST0230,2026-02-16,2026-03-03,17208.7,INR,API Integration Fee,Paid
INV0411,CUST0179,2026-03-11,2026-04-25,43749.76,INR,Digital Marketing Campaign,Paid
INV0412,CUST0168,2026-02-13,2026-03-15,3477.75,INR,Enterprise License Fee,Paid
INV0413,CUST0229,2026-05-17,2026-07-01,164256.73,INR,API Integration Fee,Paid
INV0414,CUST0248,2026-02-12,2026-03-29,125864.49,INR,API Integration Fee,Pending
INV0415,CUST0245,2026-01-18,2026-02-02,19979.36,INR,Digital Marketing Campaign,Pending
INV0416,CUST0277,2026-02-16,2026-03-18,57622.43,INR,Data Analytics Module,Paid
INV0417,CUST0316,2026-02-08,2026-03-25,3467.2,INR,API Integration Fee,Paid
INV0418,CUST0308,2026-01-01,2026-01-16,7216.73,INR,Annual Maintenance Contract,Paid
INV0419,CUST0056,2026-02-07,2026-02-22,13552.57,INR,Annual Maintenance Contract,Paid
INV0420,CUST0447,2026-05-26,2026-07-10,6957.41,INR,Digital Marketing Campaign,Paid
INV0421,CUST0493,2026-02-16,2026-03-03,6444.26,INR,Cybersecurity Audit,Paid
INV0422,CUST0182,2026-01-11,2026-01-26,17634.39,INR,IT Consulting Services,Paid
INV0423,CUST0458,2026-06-15,2026-07-15,3094.97,INR,Logistics & Freight Services,Paid
INV0424,CUST0344,2026-05-30,2026-07-14,864.94,INR,SaaS Subscription,Paid
INV0425,CUST0130,2026-06-13,2026-06-28,114215.14,INR,Logistics & Freight Services,Paid
INV0426,CUST0009,2026-02-04,2026-03-21,20156.36,INR,Logistics & Freight Services,Paid
INV0427,CUST0338,2026-05-07,2026-06-06,4966.44,INR,Enterprise License Fee,Paid
INV0428,CUST0481,2026-03-08,2026-04-07,2718.19,INR,Cybersecurity Audit,Paid
INV0429,CUST0011,2026-02-14,2026-03-31,82232.94,INR,Enterprise License Fee,Paid
INV0430,CUST0370,2026-03-11,2026-03-26,141927.43,INR,Digital Marketing Campaign,Paid
INV0431,CUST0475,2026-01-17,2026-02-01,81701.35,INR,Data Analytics Module,Paid
INV0432,CUST0140,2026-02-16,2026-04-02,53552.09,INR,Data Analytics Module,Paid
INV0433,CUST0309,2026-02-02,2026-03-19,1777.5,INR,API Integration Fee,Paid
INV0434,CUST0019,2026-04-13,2026-05-13,3711.22,INR,Enterprise License Fee,Paid
INV0435,CUST0064,2026-01-18,2026-03-04,159820.15,INR,Digital Marketing Campaign,Paid
INV0436,CUST0194,2026-05-31,2026-07-15,108637.06,INR,API Integration Fee,Paid
INV0437,CUST0436,2026-03-13,2026-03-28,18140.27,INR,Cybersecurity Audit,Paid
INV0438,CUST0442,2026-06-22,2026-07-07,29968.76,INR,Annual Maintenance Contract,Paid
INV0439,CUST0426,2026-06-19,2026-08-03,18884.56,INR,Cloud Infrastructure Hosting,Partially_Paid
INV0440,CUST0288,2026-01-26,2026-02-10,148860.81,INR,SaaS Subscription,Paid
INV0441,CUST0371,2026-02-03,2026-03-20,7248.76,INR,IT Consulting Services,Paid
INV0442,CUST0418,2026-05-09,2026-05-24,190318.94,INR,Data Analytics Module,Paid
INV0443,CUST0197,2026-04-17,2026-06-01,61230.65,INR,Data Analytics Module,Paid
INV0444,CUST0163,2026-05-31,2026-07-15,21943.33,INR,Annual Maintenance Contract,Paid
INV0445,CUST0491,2026-02-19,2026-04-05,2952.37,INR,Logistics & Freight Services,Paid
INV0446,CUST0445,2026-04-02,2026-05-17,143699.79,INR,Logistics & Freight Services,Paid
INV0447,CUST0017,2026-05-29,2026-07-13,10993.7,INR,Enterprise License Fee,Paid
INV0448,CUST0329,2026-02-06,2026-03-08,123024.7,INR,Digital Marketing Campaign,Pending
INV0449,CUST0421,2026-01-13,2026-01-28,196882.81,INR,Data Analytics Module,Paid
INV0450,CUST0108,2026-01-26,2026-02-25,159043.96,INR,Data Analytics Module,Paid
INV0451,CUST0446,2026-01-23,2026-02-22,88034.04,INR,Cloud Infrastructure Hosting,Paid
INV0452,CUST0145,2026-04-20,2026-05-20,26880.78,INR,Enterprise License Fee,Paid
INV0453,CUST0125,2026-02-25,2026-04-11,29018.7,INR,Cybersecurity Audit,Paid
INV0454,CUST0012,2026-01-17,2026-02-01,50113.92,INR,Logistics & Freight Services,Paid
INV0455,CUST0425,2026-02-12,2026-03-14,72296.93,INR,Annual Maintenance Contract,Paid
INV0456,CUST0340,2026-01-28,2026-02-27,59872.73,INR,IT Consulting Services,Paid
INV0457,CUST0163,2026-05-01,2026-06-15,3623.7,INR,SaaS Subscription,Paid
INV0458,CUST0437,2026-03-29,2026-04-13,54190.88,INR,Cybersecurity Audit,Paid
INV0459,CUST0131,2026-05-07,2026-06-06,129220.59,INR,Annual Maintenance Contract,Paid
INV0460,CUST0040,2026-06-23,2026-07-23,37711.97,INR,Cloud Infrastructure Hosting,Paid
INV0461,CUST0144,2026-02-09,2026-03-26,10363.81,INR,Enterprise License Fee,Partially_Paid
INV0462,CUST0054,2026-06-20,2026-08-04,2394.0,INR,SaaS Subscription,Paid
INV0463,CUST0152,2026-02-24,2026-03-26,45717.34,INR,IT Consulting Services,Paid
INV0464,CUST0358,2026-05-25,2026-06-09,1644.39,INR,Annual Maintenance Contract,Paid
INV0465,CUST0017,2026-02-02,2026-03-19,105198.62,INR,Enterprise License Fee,Paid
INV0466,CUST0251,2026-03-11,2026-03-26,10358.1,INR,Data Analytics Module,Paid
INV0467,CUST0395,2026-04-01,2026-05-01,41566.52,INR,Digital Marketing Campaign,Paid
INV0468,CUST0357,2026-06-16,2026-07-31,19841.83,INR,Cybersecurity Audit,Paid
INV0469,CUST0426,2026-04-23,2026-06-07,195177.09,INR,Cybersecurity Audit,Paid
INV0470,CUST0179,2026-04-13,2026-05-28,3049.58,INR,Data Analytics Module,Paid
INV0471,CUST0144,2026-06-20,2026-08-04,168530.95,INR,Data Analytics Module,Paid
INV0472,CUST0100,2026-04-10,2026-05-10,67066.02,INR,Logistics & Freight Services,Paid
INV0473,CUST0228,2026-04-30,2026-05-15,2661.61,INR,Data Analytics Module,Paid
INV0474,CUST0489,2026-03-02,2026-03-17,2832.45,INR,Cybersecurity Audit,Paid
INV0475,CUST0299,2026-06-25,2026-07-25,13146.41,INR,Enterprise License Fee,Paid
INV0476,CUST0025,2026-05-17,2026-07-01,5410.64,INR,Annual Maintenance Contract,Paid
INV0477,CUST0227,2026-04-21,2026-06-05,13898.66,INR,IT Consulting Services,Paid
INV0478,CUST0076,2026-01-14,2026-02-28,38226.09,INR,Logistics & Freight Services,Paid
INV0479,CUST0155,2026-04-23,2026-06-07,22798.81,INR,Cloud Infrastructure Hosting,Paid
INV0480,CUST0352,2026-06-02,2026-07-02,55946.25,INR,Enterprise License Fee,Paid
INV0481,CUST0030,2026-03-15,2026-03-30,50878.84,INR,Cybersecurity Audit,Paid
INV0482,CUST0447,2026-06-25,2026-07-10,90431.67,INR,IT Consulting Services,Paid
INV0483,CUST0278,2026-03-09,2026-04-08,4494.48,INR,Annual Maintenance Contract,Paid
INV0484,CUST0205,2026-01-17,2026-03-03,38147.49,INR,Annual Maintenance Contract,Paid
INV0485,CUST0207,2026-03-28,2026-04-27,20810.73,INR,Cybersecurity Audit,Paid
INV0486,CUST0128,2026-05-22,2026-06-21,8914.65,INR,Data Analytics Module,Paid
INV0487,CUST0140,2026-03-29,2026-04-13,193974.68,INR,Cybersecurity Audit,Paid
INV0488,CUST0310,2026-01-22,2026-03-08,1947.81,INR,Enterprise License Fee,Paid
INV0489,CUST0430,2026-01-23,2026-02-22,7362.42,INR,SaaS Subscription,Paid
INV0490,CUST0415,2026-01-08,2026-01-23,1028.66,INR,Logistics & Freight Services,Paid
INV0491,CUST0330,2026-03-02,2026-03-17,132116.9,INR,Digital Marketing Campaign,Paid
INV0492,CUST0190,2026-06-13,2026-07-13,49323.27,INR,Cybersecurity Audit,Paid
INV0493,CUST0308,2026-01-07,2026-02-06,24159.14,INR,Data Analytics Module,Pending
INV0494,CUST0345,2026-04-08,2026-05-08,1936.73,INR,Cloud Infrastructure Hosting,Paid
INV0495,CUST0088,2026-05-14,2026-06-13,109427.81,INR,Data Analytics Module,Paid
INV0496,CUST0369,2026-02-17,2026-03-04,130076.6,INR,API Integration Fee,Paid
INV0497,CUST0237,2026-01-25,2026-02-24,12311.83,INR,Cloud Infrastructure Hosting,Pending
INV0498,CUST0371,2026-04-05,2026-05-20,7091.53,INR,Annual Maintenance Contract,Paid
INV0499,CUST0145,2026-01-15,2026-03-01,2997.41,INR,API Integration Fee,Paid
INV0500,CUST0307,2026-04-28,2026-05-13,60358.77,INR,IT Consulting Services,Paid
