transaction_id,transaction_date,value_date,amount,currency,description,reference,account_id,transaction_type
TXN0149,2026-04-10,2026-04-10,60298.58,INR,NEFT CR-GW-918348-Razorpay SETTLEMENT-CUST0313,CMS/GW-918348/RAZORPAY/CUST0313,BANK003,CREDIT
TXN0150,2026-01-15,2026-01-16,3536.78,INR,NEFT CR-GW-126000-Razorpay SETTLEMENT-CUST0321,CMS/GW-126000/RAZORPAY/CUST0321,BANK001,CREDIT
TXN0151,2026-09-14,2026-09-14,2907.19,INR,NEFT CR-GW-149812-Cashfree SETTLEMENT-CUST0245,CMS/GW-149812/CASHFREE/CUST0245,BANK002,CREDIT
TXN0152,2026-05-07,2026-05-08,14579.87,INR,NEFT CR-GW-569040-PayU SETTLEMENT-CUST0045,CMS/GW-569040/PAYU/CUST0045,BANK001,CREDIT
TXN0153,2026-04-30,2026-05-01,52788.93,INR,NEFT CR-GW-700831-PayU SETTLEMENT-CUST0339,CMS/GW-700831/PAYU/CUST0339,BANK001,CREDIT
TXN0154,2026-02-12,2026-02-12,39134.36,INR,NEFT CR-GW-543210-Cashfree SETTLEMENT-CUST0069,CMS/GW-543210/CASHFREE/CUST0069,BANK001,CREDIT
TXN0155,2026-01-26,2026-01-26,74391.65,INR,NEFT CR-GW-887917-Razorpay SETTLEMENT-CUST0284,CMS/GW-887917/RAZORPAY/CUST0284,BANK002,CREDIT
TXN0156,2026-01-31,2026-01-31,137417.47,INR,NEFT CR-GW-139068-Stripe SETTLEMENT-CUST0260,CMS/GW-139068/STRIPE/CUST0260,BANK003,CREDIT
TXN0157,2026-05-13,2026-05-13,75686.84,INR,NEFT CR-GW-668977-Cashfree SETTLEMENT-CUST0313,CMS/GW-668977/CASHFREE/CUST0313,BANK001,CREDIT
TXN0158,2026-02-24,2026-02-25,36290.79,INR,NEFT CR-GW-185489-Cashfree SETTLEMENT-CUST0069,CMS/GW-185489/CASHFREE/CUST0069,BANK001,CREDIT
TXN0159,2026-05-19,2026-05-19,68245.1,INR,NEFT CR-GW-311301-Stripe SETTLEMENT-CUST0451,CMS/GW-311301/STRIPE/CUST0451,BANK002,CREDIT
TXN0160,2026-03-22,2026-03-23,1349.9,INR,NEFT CR-GW-291938-Razorpay SETTLEMENT-CUST0399,CMS/GW-291938/RAZORPAY/CUST0399,BANK001,CREDIT
TXN0161,2026-01-09,2026-01-10,11705.07,INR,NEFT CR-GW-673758-Stripe SETTLEMENT-CUST0076,CMS/GW-673758/STRIPE/CUST0076,BANK001,CREDIT
TXN0162,2026-04-17,2026-04-18,6279.41,INR,NEFT CR-GW-312226-Razorpay SETTLEMENT-CUST0129,CMS/GW-312226/RAZORPAY/CUST0129,BANK003,CREDIT
TXN0163,2026-02-19,2026-02-19,20792.11,INR,NEFT CR-GW-598033-Stripe SETTLEMENT-CUST0460,CMS/GW-598033/STRIPE/CUST0460,BANK003,CREDIT
TXN0164,2026-05-24,2026-05-24,24306.85,INR,NEFT CR-GW-267759-PayU SETTLEMENT-CUST0072,CMS/GW-267759/PAYU/CUST0072,BANK002,CREDIT
TXN0165,2026-06-02,2026-06-03,7076.17,INR,NEFT CR-GW-572319-PayU SETTLEMENT-CUST0482,CMS/GW-572319/PAYU/CUST0482,BANK001,CREDIT
TXN0166,2026-04-02,2026-04-03,1145.19,INR,NEFT CR-GW-826680-Cashfree SETTLEMENT-CUST0307,CMS/GW-826680/CASHFREE/CUST0307,BANK001,CREDIT
TXN0167,2026-03-27,2026-03-28,2574.76,INR,NEFT CR-GW-919502-Razorpay SETTLEMENT-CUST0362,CMS/GW-919502/RAZORPAY/CUST0362,BANK002,CREDIT
TXN0168,2026-06-12,2026-06-13,17674.02,INR,NEFT CR-GW-748216-Razorpay SETTLEMENT-CUST0283,CMS/GW-748216/RAZORPAY/CUST0283,BANK003,CREDIT
TXN0169,2026-03-20,2026-03-20,788.78,INR,NEFT CR-GW-602049-PayU SETTLEMENT-CUST0303,CMS/GW-602049/PAYU/CUST0303,BANK002,CREDIT
TXN0170,2026-01-10,2026-01-11,16814.69,INR,NEFT CR-GW-167971-Razorpay SETTLEMENT-CUST0435,CMS/GW-167971/RAZORPAY/CUST0435,BANK001,CREDIT
TXN0171,2026-01-30,2026-01-30,12994.79,INR,NEFT CR-GW-886455-Razorpay SETTLEMENT-CUST0031,CMS/GW-886455/RAZORPAY/CUST0031,BANK001,CREDIT
TXN0172,2026-05-30,2026-05-30,125990.66,INR,NEFT CR-GW-162676-Razorpay SETTLEMENT-CUST0154,CMS/GW-162676/RAZORPAY/CUST0154,BANK002,CREDIT
TXN0173,2026-03-01,2026-03-01,2744.0,INR,NEFT CR-GW-621272-Stripe SETTLEMENT-CUST0492,CMS/GW-621272/STRIPE/CUST0492,BANK001,CREDIT
TXN0174,2026-05-07,2026-05-07,41642.41,INR,NEFT CR-GW-391236-Razorpay SETTLEMENT-CUST0460,CMS/GW-391236/RAZORPAY/CUST0460,BANK001,CREDIT
TXN0175,2026-02-25,2026-02-26,60453.13,INR,NEFT CR-GW-139330-PayU SETTLEMENT-CUST0047,CMS/GW-139330/PAYU/CUST0047,BANK003,CREDIT
TXN0176,2026-04-13,2026-04-14,22173.63,INR,NEFT CR-GW-760793-Cashfree SETTLEMENT-CUST0106,CMS/GW-760793/CASHFREE/CUST0106,BANK003,CREDIT
TXN0177,2026-05-01,2026-05-02,1735.42,INR,NEFT CR-GW-234525-Cashfree SETTLEMENT-CUST0051,CMS/GW-234525/CASHFREE/CUST0051,BANK003,CREDIT
TXN0178,2026-06-06,2026-06-07,38623.54,INR,NEFT CR-GW-703041-PayU SETTLEMENT-CUST0024,CMS/GW-703041/PAYU/CUST0024,BANK001,CREDIT
TXN0179,2026-05-04,2026-05-05,1381.14,INR,NEFT CR-GW-637692-Stripe SETTLEMENT-CUST0252,CMS/GW-637692/STRIPE/CUST0252,BANK001,CREDIT
TXN0180,2026-03-15,2026-03-16,660.2,INR,NEFT CR-GW-552189-PayU SETTLEMENT-CUST0097,CMS/GW-552189/PAYU/CUST0097,BANK002,CREDIT
TXN0181,2026-04-10,2026-04-10,47661.41,INR,NEFT CR-GW-234119-Cashfree SETTLEMENT-CUST0427,CMS/GW-234119/CASHFREE/CUST0427,BANK001,CREDIT
TXN0182,2026-06-18,2026-06-18,12567.33,INR,NEFT CR-GW-193420-PayU SETTLEMENT-CUST0220,CMS/GW-193420/PAYU/CUST0220,BANK003,CREDIT
TXN0183,2026-05-01,2026-05-02,44622.91,INR,NEFT CR-GW-300482-Stripe SETTLEMENT-CUST0325,CMS/GW-300482/STRIPE/CUST0325,BANK002,CREDIT
TXN0184,2026-02-06,2026-02-06,21743.62,INR,NEFT CR-GW-836903-Cashfree SETTLEMENT-CUST0434,CMS/GW-836903/CASHFREE/CUST0434,BANK001,CREDIT
TXN0185,2026-07-04,2026-07-04,37960.34,INR,NEFT CR-GW-180266-Cashfree SETTLEMENT-CUST0374,CMS/GW-180266/CASHFREE/CUST0374,BANK003,CREDIT
TXN0186,2026-05-24,2026-05-24,15581.54,INR,NEFT CR-GW-297042-PayU SETTLEMENT-CUST0061,CMS/GW-297042/PAYU/CUST0061,BANK001,CREDIT
TXN0187,2026-08-10,2026-08-11,3878.1,INR,NEFT CR-GW-853660-Razorpay SETTLEMENT-CUST0449,CMS/GW-853660/RAZORPAY/CUST0449,BANK001,CREDIT
TXN0188,2026-04-17,2026-04-18,64829.8,INR,NEFT CR-GW-840872-PayU SETTLEMENT-CUST0466,CMS/GW-840872/PAYU/CUST0466,BANK001,CREDIT
TXN0189,2026-01-13,2026-01-13,182788.89,INR,NEFT CR-GW-239044-Stripe SETTLEMENT-CUST0473,CMS/GW-239044/STRIPE/CUST0473,BANK003,CREDIT
TXN0190,2026-02-16,2026-02-17,45985.31,INR,NEFT CR-GW-903308-Cashfree SETTLEMENT-CUST0416,CMS/GW-903308/CASHFREE/CUST0416,BANK003,CREDIT
TXN0191,2026-05-30,2026-05-30,169328.02,INR,NEFT CR-GW-153153-Razorpay SETTLEMENT-CUST0159,CMS/GW-153153/RAZORPAY/CUST0159,BANK001,CREDIT
TXN0192,2026-04-08,2026-04-08,2436.35,INR,NEFT CR-GW-244051-Razorpay SETTLEMENT-CUST0330,CMS/GW-244051/RAZORPAY/CUST0330,BANK001,CREDIT
TXN0193,2026-01-27,2026-01-27,557.48,INR,NEFT CR-GW-441739-Cashfree SETTLEMENT-CUST0398,CMS/GW-441739/CASHFREE/CUST0398,BANK001,CREDIT
TXN0194,2026-05-28,2026-05-29,55920.8,INR,NEFT CR-GW-409569-PayU SETTLEMENT-CUST0335,CMS/GW-409569/PAYU/CUST0335,BANK002,CREDIT
TXN0195,2026-01-21,2026-01-22,12951.73,INR,NEFT CR-GW-477447-PayU SETTLEMENT-CUST0484,CMS/GW-477447/PAYU/CUST0484,BANK001,CREDIT
TXN0196,2026-02-22,2026-02-23,2031.72,INR,NEFT CR-GW-112612-PayU SETTLEMENT-CUST0479,CMS/GW-112612/PAYU/CUST0479,BANK001,CREDIT
TXN0197,2026-04-27,2026-04-28,676.86,INR,NEFT CR-GW-239292-Razorpay SETTLEMENT-CUST0145,CMS/GW-239292/RAZORPAY/CUST0145,BANK003,CREDIT
TXN0198,2026-04-29,2026-04-29,39193.26,INR,NEFT CR-GW-944212-Stripe SETTLEMENT-CUST0319,CMS/GW-944212/STRIPE/CUST0319,BANK003,CREDIT
TXN0199,2026-01-24,2026-01-24,2415.41,INR,NEFT CR-GW-588820-Razorpay SETTLEMENT-CUST0133,CMS/GW-588820/RAZORPAY/CUST0133,BANK003,CREDIT
TXN0200,2026-01-26,2026-01-27,152141.57,INR,NEFT CR-GW-806142-PayU SETTLEMENT-CUST0175,CMS/GW-806142/PAYU/CUST0175,BANK001,CREDIT
TXN0201,2026-03-07,2026-03-08,975.62,INR,NEFT CR-GW-352523-Cashfree SETTLEMENT-CUST0409,CMS/GW-352523/CASHFREE/CUST0409,BANK001,CREDIT
TXN0202,2026-01-21,2026-01-21,176912.83,INR,NEFT CR-GW-820465-Razorpay SETTLEMENT-CUST0139,CMS/GW-820465/RAZORPAY/CUST0139,BANK002,CREDIT
TXN0203,2026-03-04,2026-03-04,105512.1,INR,NEFT CR-GW-748334-Cashfree SETTLEMENT-CUST0139,CMS/GW-748334/CASHFREE/CUST0139,BANK001,CREDIT
TXN0204,2026-02-17,2026-02-18,51121.34,INR,NEFT CR-GW-743470-Stripe SETTLEMENT-CUST0379,CMS/GW-743470/STRIPE/CUST0379,BANK001,CREDIT
TXN0205,2026-04-14,2026-04-14,45149.32,INR,NEFT CR-GW-659150-Razorpay SETTLEMENT-CUST0336,CMS/GW-659150/RAZORPAY/CUST0336,BANK001,CREDIT
TXN0206,2026-02-17,2026-02-18,4159.68,INR,NEFT CR-GW-895467-Razorpay SETTLEMENT-CUST0318,CMS/GW-895467/RAZORPAY/CUST0318,BANK003,CREDIT
TXN0207,2026-06-05,2026-06-06,9384.65,INR,NEFT CR-GW-307221-Cashfree SETTLEMENT-CUST0319,CMS/GW-307221/CASHFREE/CUST0319,BANK002,CREDIT
TXN0208,2026-01-21,2026-01-22,44752.65,INR,NEFT CR-GW-184288-Stripe SETTLEMENT-CUST0155,CMS/GW-184288/STRIPE/CUST0155,BANK003,CREDIT
TXN0209,2026-04-21,2026-04-21,52001.56,INR,NEFT CR-GW-911703-Cashfree SETTLEMENT-CUST0091,CMS/GW-911703/CASHFREE/CUST0091,BANK003,CREDIT
TXN0210,2026-04-12,2026-04-13,107037.54,INR,NEFT CR-GW-624831-Razorpay SETTLEMENT-CUST0081,CMS/GW-624831/RAZORPAY/CUST0081,BANK003,CREDIT
TXN0211,2026-04-26,2026-04-27,5587.29,INR,NEFT CR-GW-921042-Stripe SETTLEMENT-CUST0355,CMS/GW-921042/STRIPE/CUST0355,BANK002,CREDIT
TXN0212,2026-01-03,2026-01-04,1667.35,INR,NEFT CR-GW-219938-Razorpay SETTLEMENT-CUST0167,CMS/GW-219938/RAZORPAY/CUST0167,BANK001,CREDIT
TXN0213,2026-01-29,2026-01-29,20671.38,INR,NEFT CR-GW-316552-Stripe SETTLEMENT-CUST0353,CMS/GW-316552/STRIPE/CUST0353,BANK002,CREDIT
TXN0214,2026-05-13,2026-05-13,6641.4,INR,NEFT CR-GW-715958-PayU SETTLEMENT-CUST0154,CMS/GW-715958/PAYU/CUST0154,BANK002,CREDIT
TXN0215,2026-09-01,2026-09-01,1955.29,INR,NEFT CR-GW-443399-PayU SETTLEMENT-CUST0450,CMS/GW-443399/PAYU/CUST0450,BANK002,CREDIT
TXN0216,2026-03-04,2026-03-04,57042.08,INR,NEFT CR-GW-427672-Cashfree SETTLEMENT-CUST0129,CMS/GW-427672/CASHFREE/CUST0129,BANK001,CREDIT
TXN0217,2026-04-25,2026-04-25,115503.4,INR,NEFT CR-GW-980338-Cashfree SETTLEMENT-CUST0228,CMS/GW-980338/CASHFREE/CUST0228,BANK002,CREDIT
TXN0218,2026-04-19,2026-04-20,29654.74,INR,NEFT CR-GW-926796-Razorpay SETTLEMENT-CUST0027,CMS/GW-926796/RAZORPAY/CUST0027,BANK001,CREDIT
TXN0219,2026-04-13,2026-04-14,13609.14,INR,NEFT CR-GW-213234-Razorpay SETTLEMENT-CUST0479,CMS/GW-213234/RAZORPAY/CUST0479,BANK003,CREDIT
TXN0220,2026-06-04,2026-06-05,15777.92,INR,NEFT CR-GW-942647-Razorpay SETTLEMENT-CUST0296,CMS/GW-942647/RAZORPAY/CUST0296,BANK001,CREDIT
TXN0221,2026-06-29,2026-06-29,199589.19,INR,NEFT CR-GW-111336-PayU SETTLEMENT-CUST0304,CMS/GW-111336/PAYU/CUST0304,BANK001,CREDIT
TXN0222,2026-05-25,2026-05-25,32235.72,INR,NEFT CR-GW-877455-Razorpay SETTLEMENT-CUST0106,CMS/GW-877455/RAZORPAY/CUST0106,BANK002,CREDIT
TXN0223,2026-03-13,2026-03-14,146872.62,INR,NEFT CR-GW-884242-Cashfree SETTLEMENT-CUST0330,CMS/GW-884242/CASHFREE/CUST0330,BANK003,CREDIT
TXN0224,2026-01-20,2026-01-20,52401.19,INR,NEFT CR-GW-467536-Cashfree SETTLEMENT-CUST0462,CMS/GW-467536/CASHFREE/CUST0462,BANK002,CREDIT
TXN0225,2026-04-15,2026-04-15,45896.26,INR,NEFT CR-GW-128414-Razorpay SETTLEMENT-CUST0245,CMS/GW-128414/RAZORPAY/CUST0245,BANK003,CREDIT
TXN0226,2026-01-26,2026-01-26,37762.63,INR,NEFT CR-GW-367016-Cashfree SETTLEMENT-CUST0369,CMS/GW-367016/CASHFREE/CUST0369,BANK003,CREDIT
TXN0227,2026-01-11,2026-01-11,182548.34,INR,NEFT CR-GW-610193-PayU SETTLEMENT-CUST0114,CMS/GW-610193/PAYU/CUST0114,BANK001,CREDIT
TXN0228,2026-06-28,2026-06-29,4879.34,INR,NEFT CR-GW-498252-PayU SETTLEMENT-CUST0334,CMS/GW-498252/PAYU/CUST0334,BANK001,CREDIT
TXN0229,2026-04-02,2026-04-03,20254.4,INR,NEFT CR-GW-718034-PayU SETTLEMENT-CUST0161,CMS/GW-718034/PAYU/CUST0161,BANK003,CREDIT
TXN0230,2026-04-19,2026-04-20,116108.08,INR,NEFT CR-GW-887623-Razorpay SETTLEMENT-CUST0273,CMS/GW-887623/RAZORPAY/CUST0273,BANK001,CREDIT
TXN0231,2026-02-04,2026-02-04,58488.81,INR,NEFT CR-GW-191283-PayU SETTLEMENT-CUST0074,CMS/GW-191283/PAYU/CUST0074,BANK002,CREDIT
TXN0232,2026-05-30,2026-05-31,59317.15,INR,NEFT CR-GW-416984-Razorpay SETTLEMENT-CUST0404,CMS/GW-416984/RAZORPAY/CUST0404,BANK001,CREDIT
TXN0233,2026-03-05,2026-03-06,166809.11,INR,NEFT CR-GW-273028-PayU SETTLEMENT-CUST0129,CMS/GW-273028/PAYU/CUST0129,BANK003,CREDIT
TXN0234,2026-01-17,2026-01-18,161533.75,INR,NEFT CR-GW-586453-Razorpay SETTLEMENT-CUST0287,CMS/GW-586453/RAZORPAY/CUST0287,BANK002,CREDIT
TXN0235,2026-03-07,2026-03-07,124445.06,INR,NEFT CR-GW-900307-Razorpay SETTLEMENT-CUST0199,CMS/GW-900307/RAZORPAY/CUST0199,BANK002,CREDIT
TXN0236,2026-06-08,2026-06-09,6106.33,INR,NEFT CR-GW-671979-Stripe SETTLEMENT-CUST0164,CMS/GW-671979/STRIPE/CUST0164,BANK002,CREDIT
TXN0237,2026-05-22,2026-05-22,13512.68,INR,NEFT CR-GW-292384-PayU SETTLEMENT-CUST0454,CMS/GW-292384/PAYU/CUST0454,BANK002,CREDIT
TXN0238,2026-02-14,2026-02-15,4824.05,INR,NEFT CR-GW-738748-Stripe SETTLEMENT-CUST0217,CMS/GW-738748/STRIPE/CUST0217,BANK002,CREDIT
TXN0239,2026-04-09,2026-04-10,8326.88,INR,NEFT CR-GW-624635-Cashfree SETTLEMENT-CUST0269,CMS/GW-624635/CASHFREE/CUST0269,BANK003,CREDIT
TXN0240,2026-02-11,2026-02-12,2203.68,INR,NEFT CR-GW-789485-Razorpay SETTLEMENT-CUST0355,CMS/GW-789485/RAZORPAY/CUST0355,BANK003,CREDIT
TXN0241,2026-02-28,2026-02-28,3474.03,INR,NEFT CR-GW-251626-Cashfree SETTLEMENT-CUST0366,CMS/GW-251626/CASHFREE/CUST0366,BANK003,CREDIT
TXN0242,2026-04-19,2026-04-19,41156.39,INR,NEFT CR-GW-113122-Razorpay SETTLEMENT-CUST0277,CMS/GW-113122/RAZORPAY/CUST0277,BANK002,CREDIT
TXN0243,2026-05-12,2026-05-12,48028.94,INR,NEFT CR-GW-245435-Stripe SETTLEMENT-CUST0040,CMS/GW-245435/STRIPE/CUST0040,BANK001,CREDIT
TXN0244,2026-06-26,2026-06-27,12051.05,INR,NEFT CR-GW-485285-Cashfree SETTLEMENT-CUST0287,CMS/GW-485285/CASHFREE/CUST0287,BANK001,CREDIT
TXN0245,2026-03-26,2026-03-27,29743.06,INR,NEFT CR-GW-961913-Stripe SETTLEMENT-CUST0279,CMS/GW-961913/STRIPE/CUST0279,BANK002,CREDIT
TXN0246,2026-02-07,2026-02-07,185650.17,INR,NEFT CR-GW-486017-Stripe SETTLEMENT-CUST0478,CMS/GW-486017/STRIPE/CUST0478,BANK001,CREDIT
TXN0247,2026-02-24,2026-02-24,23747.55,INR,NEFT CR-GW-986781-Razorpay SETTLEMENT-CUST0227,CMS/GW-986781/RAZORPAY/CUST0227,BANK002,CREDIT
TXN0248,2026-01-27,2026-01-28,28855.4,INR,NEFT CR-GW-623308-Razorpay SETTLEMENT-CUST0050,CMS/GW-623308/RAZORPAY/CUST0050,BANK002,CREDIT
TXN0249,2026-06-22,2026-06-23,30103.71,INR,NEFT CR-GW-474474-PayU SETTLEMENT-CUST0361,CMS/GW-474474/PAYU/CUST0361,BANK002,CREDIT
TXN0250,2026-03-12,2026-03-13,150144.42,INR,NEFT CR-GW-670372-Stripe SETTLEMENT-CUST0278,CMS/GW-670372/STRIPE/CUST0278,BANK002,CREDIT
TXN0251,2026-01-19,2026-01-19,41724.73,INR,NEFT CR-GW-488654-Razorpay SETTLEMENT-CUST0348,CMS/GW-488654/RAZORPAY/CUST0348,BANK003,CREDIT
TXN0252,2026-05-09,2026-05-10,138627.89,INR,NEFT CR-GW-226703-PayU SETTLEMENT-CUST0309,CMS/GW-226703/PAYU/CUST0309,BANK002,CREDIT
TXN0253,2026-05-02,2026-05-03,18641.32,INR,NEFT CR-GW-982245-Stripe SETTLEMENT-CUST0091,CMS/GW-982245/STRIPE/CUST0091,BANK003,CREDIT
TXN0254,2026-05-23,2026-05-24,15489.47,INR,NEFT CR-GW-352253-Cashfree SETTLEMENT-CUST0357,CMS/GW-352253/CASHFREE/CUST0357,BANK002,CREDIT
TXN0255,2026-02-02,2026-02-03,3695.83,INR,NEFT CR-GW-235427-Stripe SETTLEMENT-CUST0112,CMS/GW-235427/STRIPE/CUST0112,BANK002,CREDIT
TXN0256,2026-04-17,2026-04-18,63575.63,INR,NEFT CR-GW-240101-Cashfree SETTLEMENT-CUST0176,CMS/GW-240101/CASHFREE/CUST0176,BANK001,CREDIT
TXN0257,2026-03-02,2026-03-03,23889.55,INR,NEFT CR-GW-563019-Razorpay SETTLEMENT-CUST0035,CMS/GW-563019/RAZORPAY/CUST0035,BANK002,CREDIT
TXN0258,2026-04-20,2026-04-20,20116.5,INR,NEFT CR-GW-493557-Cashfree SETTLEMENT-CUST0357,CMS/GW-493557/CASHFREE/CUST0357,BANK003,CREDIT
TXN0259,2026-08-30,2026-08-31,3150.05,INR,NEFT CR-GW-492806-Razorpay SETTLEMENT-CUST0092,CMS/GW-492806/RAZORPAY/CUST0092,BANK003,CREDIT
TXN0260,2026-04-13,2026-04-13,24387.94,INR,NEFT CR-GW-429397-PayU SETTLEMENT-CUST0373,CMS/GW-429397/PAYU/CUST0373,BANK001,CREDIT
TXN0261,2026-02-21,2026-02-22,137122.77,INR,NEFT CR-GW-594350-Razorpay SETTLEMENT-CUST0024,CMS/GW-594350/RAZORPAY/CUST0024,BANK001,CREDIT
TXN0262,2026-02-23,2026-02-23,21919.58,INR,NEFT CR-GW-256606-Razorpay SETTLEMENT-CUST0264,CMS/GW-256606/RAZORPAY/CUST0264,BANK001,CREDIT
TXN0263,2026-01-06,2026-01-07,47329.15,INR,NEFT CR-GW-161726-Cashfree SETTLEMENT-CUST0139,CMS/GW-161726/CASHFREE/CUST0139,BANK002,CREDIT
TXN0264,2026-04-23,2026-04-23,27486.24,INR,NEFT CR-GW-551335-Cashfree SETTLEMENT-CUST0235,CMS/GW-551335/CASHFREE/CUST0235,BANK001,CREDIT
TXN0265,2026-03-25,2026-03-26,24771.31,INR,NEFT CR-GW-883075-Stripe SETTLEMENT-CUST0242,CMS/GW-883075/STRIPE/CUST0242,BANK002,CREDIT
TXN0266,2026-05-05,2026-05-06,34558.83,INR,NEFT CR-GW-642377-Stripe SETTLEMENT-CUST0105,CMS/GW-642377/STRIPE/CUST0105,BANK003,CREDIT
TXN0267,2026-02-25,2026-02-25,98275.53,INR,NEFT CR-GW-970806-Cashfree SETTLEMENT-CUST0007,CMS/GW-970806/CASHFREE/CUST0007,BANK003,CREDIT
TXN0268,2026-05-23,2026-05-24,194180.18,INR,NEFT CR-GW-145871-Stripe SETTLEMENT-CUST0489,CMS/GW-145871/STRIPE/CUST0489,BANK001,CREDIT
TXN0269,2026-06-27,2026-06-27,122271.01,INR,NEFT CR-GW-639293-Stripe SETTLEMENT-CUST0100,CMS/GW-639293/STRIPE/CUST0100,BANK003,CREDIT
TXN0270,2026-06-28,2026-06-29,72199.66,INR,NEFT CR-GW-688090-Razorpay SETTLEMENT-CUST0480,CMS/GW-688090/RAZORPAY/CUST0480,BANK001,CREDIT
TXN0271,2026-01-26,2026-01-27,38099.72,INR,NEFT CR-GW-212015-Stripe SETTLEMENT-CUST0064,CMS/GW-212015/STRIPE/CUST0064,BANK002,CREDIT
TXN0272,2026-05-10,2026-05-11,49091.55,INR,NEFT CR-GW-690649-PayU SETTLEMENT-CUST0119,CMS/GW-690649/PAYU/CUST0119,BANK002,CREDIT
TXN0273,2026-01-19,2026-01-20,4008.44,INR,NEFT CR-GW-469270-PayU SETTLEMENT-CUST0377,CMS/GW-469270/PAYU/CUST0377,BANK003,CREDIT
TXN0274,2026-03-09,2026-03-10,54760.9,INR,NEFT CR-GW-700145-Stripe SETTLEMENT-CUST0312,CMS/GW-700145/STRIPE/CUST0312,BANK003,CREDIT
TXN0275,2026-02-05,2026-02-05,8051.17,INR,NEFT CR-GW-998673-PayU SETTLEMENT-CUST0242,CMS/GW-998673/PAYU/CUST0242,BANK003,CREDIT
TXN0276,2026-02-19,2026-02-19,9781.68,INR,NEFT CR-GW-977621-PayU SETTLEMENT-CUST0038,CMS/GW-977621/PAYU/CUST0038,BANK003,CREDIT
TXN0277,2026-05-26,2026-05-26,87502.05,INR,NEFT CR-GW-592537-Razorpay SETTLEMENT-CUST0435,CMS/GW-592537/RAZORPAY/CUST0435,BANK003,CREDIT
TXN0278,2026-03-23,2026-03-23,70645.64,INR,NEFT CR-GW-781570-Razorpay SETTLEMENT-CUST0496,CMS/GW-781570/RAZORPAY/CUST0496,BANK003,CREDIT
TXN0279,2026-06-11,2026-06-12,14317.3,INR,NEFT CR-GW-553405-Razorpay SETTLEMENT-CUST0282,CMS/GW-553405/RAZORPAY/CUST0282,BANK003,CREDIT
TXN0280,2026-05-01,2026-05-02,4017.37,INR,NEFT CR-GW-439293-Stripe SETTLEMENT-CUST0462,CMS/GW-439293/STRIPE/CUST0462,BANK003,CREDIT
TXN0281,2026-02-10,2026-02-10,67793.09,INR,NEFT CR-GW-374761-Cashfree SETTLEMENT-CUST0189,CMS/GW-374761/CASHFREE/CUST0189,BANK001,CREDIT
TXN0282,2026-01-09,2026-01-10,1597.25,INR,NEFT CR-GW-510979-Cashfree SETTLEMENT-CUST0491,CMS/GW-510979/CASHFREE/CUST0491,BANK002,CREDIT
TXN0283,2026-01-12,2026-01-12,3201.68,INR,NEFT CR-GW-756391-Razorpay SETTLEMENT-CUST0222,CMS/GW-756391/RAZORPAY/CUST0222,BANK002,CREDIT
TXN0284,2026-05-14,2026-05-15,65102.69,INR,NEFT CR-GW-989404-PayU SETTLEMENT-CUST0385,CMS/GW-989404/PAYU/CUST0385,BANK003,CREDIT
TXN0285,2026-06-10,2026-06-11,18449.01,INR,NEFT CR-GW-999555-Razorpay SETTLEMENT-CUST0190,CMS/GW-999555/RAZORPAY/CUST0190,BANK003,CREDIT
TXN0286,2026-04-19,2026-04-20,41156.39,INR,NEFT CR-GW-113122-Razorpay SETTLEMENT-CUST0277,CMS/GW-113122/RAZORPAY/CUST0277,BANK003,CREDIT
TXN0287,2026-06-21,2026-06-21,4195.37,INR,NEFT CR-GW-105812-PayU SETTLEMENT-CUST0364,CMS/GW-105812/PAYU/CUST0364,BANK001,CREDIT
TXN0288,2026-01-10,2026-01-11,8897.32,INR,NEFT CR-GW-856303-Cashfree SETTLEMENT-CUST0099,CMS/GW-856303/CASHFREE/CUST0099,BANK003,CREDIT
TXN0289,2026-06-16,2026-06-17,31429.69,INR,NEFT CR-GW-609954-Razorpay SETTLEMENT-CUST0256,CMS/GW-609954/RAZORPAY/CUST0256,BANK002,CREDIT
TXN0290,2026-06-02,2026-06-03,186879.35,INR,NEFT CR-GW-433130-Razorpay SETTLEMENT-CUST0327,CMS/GW-433130/RAZORPAY/CUST0327,BANK002,CREDIT
TXN0291,2026-02-17,2026-02-17,113526.36,INR,NEFT CR-GW-192260-Razorpay SETTLEMENT-CUST0281,CMS/GW-192260/RAZORPAY/CUST0281,BANK001,CREDIT
TXN0292,2026-06-23,2026-06-23,80780.99,INR,NEFT CR-GW-833225-Cashfree SETTLEMENT-CUST0146,CMS/GW-833225/CASHFREE/CUST0146,BANK001,CREDIT
TXN0293,2026-03-06,2026-03-07,116355.12,INR,NEFT CR-GW-825708-Cashfree SETTLEMENT-CUST0096,CMS/GW-825708/CASHFREE/CUST0096,BANK001,CREDIT
TXN0294,2026-05-02,2026-05-02,197650.65,INR,NEFT CR-GW-147284-PayU SETTLEMENT-CUST0307,CMS/GW-147284/PAYU/CUST0307,BANK002,CREDIT
TXN0295,2026-05-29,2026-05-29,12266.03,INR,NEFT CR-GW-953354-Razorpay SETTLEMENT-CUST0333,CMS/GW-953354/RAZORPAY/CUST0333,BANK003,CREDIT
TXN0296,2026-01-18,2026-01-19,24427.77,INR,NEFT CR-GW-168450-PayU SETTLEMENT-CUST0317,CMS/GW-168450/PAYU/CUST0317,BANK003,CREDIT
