transaction_id,payment_id,bank_reference,normalized_reference,bank_amount,payment_amount,match_status,reason
TXN0192,PAY0192,CMS/GW-244051/RAZORPAY/CUST0330,GW-244051,2436.35,2436.35,MATCHED,Bank reference and amount matched payment record.
TXN0193,PAY0193,CMS/GW-441739/CASHFREE/CUST0398,GW-441739,557.48,557.48,MATCHED,Bank reference and amount matched payment record.
TXN0194,PAY0194,CMS/GW-409569/PAYU/CUST0335,GW-409569,55920.8,55920.8,MATCHED,Bank reference and amount matched payment record.
TXN0195,PAY0195,CMS/GW-477447/PAYU/CUST0484,GW-477447,12951.73,12951.73,MATCHED,Bank reference and amount matched payment record.
TXN0196,PAY0196,CMS/GW-112612/PAYU/CUST0479,GW-112612,2031.72,2031.72,MATCHED,Bank reference and amount matched payment record.
TXN0197,PAY0197,CMS/GW-239292/RAZORPAY/CUST0145,GW-239292,676.86,676.86,MATCHED,Bank reference and amount matched payment record.
TXN0198,PAY0198,CMS/GW-944212/STRIPE/CUST0319,GW-944212,39193.26,39193.26,MATCHED,Bank reference and amount matched payment record.
TXN0199,PAY0199,CMS/GW-588820/RAZORPAY/CUST0133,GW-588820,2415.41,2415.41,MATCHED,Bank reference and amount matched payment record.
TXN0200,PAY0200,CMS/GW-806142/PAYU/CUST0175,GW-806142,152141.57,152141.57,MATCHED,Bank reference and amount matched payment record.
TXN0201,PAY0201,CMS/GW-352523/CASHFREE/CUST0409,GW-352523,975.62,975.62,MATCHED,Bank reference and amount matched payment record.
TXN0202,PAY0202,CMS/GW-820465/RAZORPAY/CUST0139,GW-820465,176912.83,176912.83,MATCHED,Bank reference and amount matched payment record.
TXN0203,PAY0203,CMS/GW-748334/CASHFREE/CUST0139,GW-748334,105512.1,105512.1,MATCHED,Bank reference and amount matched payment record.
TXN0204,PAY0204,CMS/GW-743470/STRIPE/CUST0379,GW-743470,51121.34,51121.34,MATCHED,Bank reference and amount matched payment record.
TXN0205,PAY0205,CMS/GW-659150/RAZORPAY/CUST0336,GW-659150,45149.32,45149.32,MATCHED,Bank reference and amount matched payment record.
TXN0206,PAY0206,CMS/GW-895467/RAZORPAY/CUST0318,GW-895467,4159.68,4159.68,MATCHED,Bank reference and amount matched payment record.
TXN0207,PAY0315,CMS/GW-307221/CASHFREE/CUST0319,GW-307221,9384.65,9384.65,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0208,PAY0208,CMS/GW-184288/STRIPE/CUST0155,GW-184288,44752.65,44752.65,MATCHED,Bank reference and amount matched payment record.
TXN0209,PAY0209,CMS/GW-911703/CASHFREE/CUST0091,GW-911703,52001.56,52001.56,MATCHED,Bank reference and amount matched payment record.
TXN0210,PAY0210,CMS/GW-624831/RAZORPAY/CUST0081,GW-624831,107037.54,107037.54,MATCHED,Bank reference and amount matched payment record.
TXN0211,PAY0211,CMS/GW-921042/STRIPE/CUST0355,GW-921042,5587.29,5587.29,MATCHED,Bank reference and amount matched payment record.
TXN0212,PAY0212,CMS/GW-219938/RAZORPAY/CUST0167,GW-219938,1667.35,1667.35,MATCHED,Bank reference and amount matched payment record.
TXN0213,PAY0213,CMS/GW-316552/STRIPE/CUST0353,GW-316552,20671.38,20671.38,MATCHED,Bank reference and amount matched payment record.
TXN0214,PAY0214,CMS/GW-715958/PAYU/CUST0154,GW-715958,6641.4,6641.4,MATCHED,Bank reference and amount matched payment record.
TXN0215,PAY0215,CMS/GW-443399/PAYU/CUST0450,GW-443399,1955.29,1955.29,MATCHED,Bank reference and amount matched payment record.
TXN0216,PAY0216,CMS/GW-427672/CASHFREE/CUST0129,GW-427672,57042.08,57042.08,MATCHED,Bank reference and amount matched payment record.
TXN0217,PAY0217,CMS/GW-980338/CASHFREE/CUST0228,GW-980338,115503.4,115503.4,MATCHED,Bank reference and amount matched payment record.
TXN0218,PAY0218,CMS/GW-926796/RAZORPAY/CUST0027,GW-926796,29654.74,29654.74,MATCHED,Bank reference and amount matched payment record.
TXN0219,PAY0219,CMS/GW-213234/RAZORPAY/CUST0479,GW-213234,13609.14,13609.14,MATCHED,Bank reference and amount matched payment record.
TXN0220,PAY0220,CMS/GW-942647/RAZORPAY/CUST0296,GW-942647,15777.92,15777.92,MATCHED,Bank reference and amount matched payment record.
TXN0221,PAY0221,CMS/GW-111336/PAYU/CUST0304,GW-111336,199589.19,199589.19,MATCHED,Bank reference and amount matched payment record.
TXN0222,PAY0222,CMS/GW-877455/RAZORPAY/CUST0106,GW-877455,32235.72,32235.72,MATCHED,Bank reference and amount matched payment record.
TXN0223,PAY0223,CMS/GW-884242/CASHFREE/CUST0330,GW-884242,146872.62,146872.62,MATCHED,Bank reference and amount matched payment record.
TXN0224,PAY0224,CMS/GW-467536/CASHFREE/CUST0462,GW-467536,52401.19,52401.19,MATCHED,Bank reference and amount matched payment record.
TXN0225,PAY0225,CMS/GW-128414/RAZORPAY/CUST0245,GW-128414,45896.26,45896.26,MATCHED,Bank reference and amount matched payment record.
TXN0226,PAY0226,CMS/GW-367016/CASHFREE/CUST0369,GW-367016,37762.63,37762.63,MATCHED,Bank reference and amount matched payment record.
TXN0227,PAY0227,CMS/GW-610193/PAYU/CUST0114,GW-610193,182548.34,182548.34,MATCHED,Bank reference and amount matched payment record.
TXN0228,PAY0228,CMS/GW-498252/PAYU/CUST0334,GW-498252,4879.34,4879.34,MATCHED,Bank reference and amount matched payment record.
TXN0229,PAY0229,CMS/GW-718034/PAYU/CUST0161,GW-718034,20254.4,20254.4,MATCHED,Bank reference and amount matched payment record.
TXN0230,PAY0230,CMS/GW-887623/RAZORPAY/CUST0273,GW-887623,116108.08,116058.08,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0231,PAY0231,CMS/GW-191283/PAYU/CUST0074,GW-191283,58488.81,58488.81,MATCHED,Bank reference and amount matched payment record.
TXN0232,PAY0232,CMS/GW-416984/RAZORPAY/CUST0404,GW-416984,59317.15,59317.15,MATCHED,Bank reference and amount matched payment record.
TXN0233,PAY0233,CMS/GW-273028/PAYU/CUST0129,GW-273028,166809.11,170213.38,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0234,PAY0234,CMS/GW-586453/RAZORPAY/CUST0287,GW-586453,161533.75,161533.75,MATCHED,Bank reference and amount matched payment record.
TXN0235,PAY0235,CMS/GW-900307/RAZORPAY/CUST0199,GW-900307,124445.06,124445.06,MATCHED,Bank reference and amount matched payment record.
TXN0236,PAY0236,CMS/GW-671979/STRIPE/CUST0164,GW-671979,6106.33,6106.33,MATCHED,Bank reference and amount matched payment record.
TXN0237,PAY0237,CMS/GW-292384/PAYU/CUST0454,GW-292384,13512.68,13512.68,MATCHED,Bank reference and amount matched payment record.
TXN0238,PAY0238,CMS/GW-738748/STRIPE/CUST0217,GW-738748,4824.05,4824.05,MATCHED,Bank reference and amount matched payment record.
TXN0239,PAY0239,CMS/GW-624635/CASHFREE/CUST0269,GW-624635,8326.88,8326.88,MATCHED,Bank reference and amount matched payment record.
TXN0240,PAY0240,CMS/GW-789485/RAZORPAY/CUST0355,GW-789485,2203.68,4407.37,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0241,PAY0241,CMS/GW-251626/CASHFREE/CUST0366,GW-251626,3474.03,3474.03,MATCHED,Bank reference and amount matched payment record.
TXN0242,PAY0242,CMS/GW-113122/RAZORPAY/CUST0277,GW-113122,41156.39,41156.39,MATCHED,Bank reference and amount matched payment record.
TXN0243,PAY0243,CMS/GW-245435/STRIPE/CUST0040,GW-245435,48028.94,48028.94,MATCHED,Bank reference and amount matched payment record.
TXN0244,PAY0244,CMS/GW-485285/CASHFREE/CUST0287,GW-485285,12051.05,12051.05,MATCHED,Bank reference and amount matched payment record.
TXN0245,PAY0245,CMS/GW-961913/STRIPE/CUST0279,GW-961913,29743.06,29743.06,MATCHED,Bank reference and amount matched payment record.
TXN0246,PAY0246,CMS/GW-486017/STRIPE/CUST0478,GW-486017,185650.17,185650.17,MATCHED,Bank reference and amount matched payment record.
TXN0247,PAY0247,CMS/GW-986781/RAZORPAY/CUST0227,GW-986781,23747.55,23747.55,MATCHED,Bank reference and amount matched payment record.
TXN0248,PAY0248,CMS/GW-623308/RAZORPAY/CUST0050,GW-623308,28855.4,28855.4,MATCHED,Bank reference and amount matched payment record.
TXN0249,PAY0249,CMS/GW-474474/PAYU/CUST0361,GW-474474,30103.71,30103.71,MATCHED,Bank reference and amount matched payment record.
TXN0250,PAY0250,CMS/GW-670372/STRIPE/CUST0278,GW-670372,150144.42,150144.42,MATCHED,Bank reference and amount matched payment record.
TXN0251,PAY0251,CMS/GW-488654/RAZORPAY/CUST0348,GW-488654,41724.73,41724.73,MATCHED,Bank reference and amount matched payment record.
TXN0252,PAY0252,CMS/GW-226703/PAYU/CUST0309,GW-226703,138627.89,138627.89,MATCHED,Bank reference and amount matched payment record.
TXN0253,PAY0253,CMS/GW-982245/STRIPE/CUST0091,GW-982245,18641.32,18641.32,MATCHED,Bank reference and amount matched payment record.
TXN0254,PAY0254,CMS/GW-352253/CASHFREE/CUST0357,GW-352253,15489.47,15489.47,MATCHED,Bank reference and amount matched payment record.
TXN0255,PAY0255,CMS/GW-235427/STRIPE/CUST0112,GW-235427,3695.83,3695.83,MATCHED,Bank reference and amount matched payment record.
TXN0256,PAY0256,CMS/GW-240101/CASHFREE/CUST0176,GW-240101,63575.63,63575.63,MATCHED,Bank reference and amount matched payment record.
TXN0257,PAY0257,CMS/GW-563019/RAZORPAY/CUST0035,GW-563019,23889.55,23889.55,MATCHED,Bank reference and amount matched payment record.
TXN0258,PAY0258,CMS/GW-493557/CASHFREE/CUST0357,GW-493557,20116.5,20116.5,MATCHED,Bank reference and amount matched payment record.
TXN0259,PAY0259,CMS/GW-492806/RAZORPAY/CUST0092,GW-492806,3150.05,3150.05,MATCHED,Bank reference and amount matched payment record.
TXN0260,PAY0260,CMS/GW-429397/PAYU/CUST0373,GW-429397,24387.94,24387.94,MATCHED,Bank reference and amount matched payment record.
TXN0261,PAY0261,CMS/GW-594350/RAZORPAY/CUST0024,GW-594350,137122.77,137122.77,MATCHED,Bank reference and amount matched payment record.
TXN0262,PAY0262,CMS/GW-256606/RAZORPAY/CUST0264,GW-256606,21919.58,21919.58,MATCHED,Bank reference and amount matched payment record.
TXN0263,PAY0263,CMS/GW-161726/CASHFREE/CUST0139,GW-161726,47329.15,47329.15,MATCHED,Bank reference and amount matched payment record.
TXN0264,PAY0264,CMS/GW-551335/CASHFREE/CUST0235,GW-551335,27486.24,27486.24,MATCHED,Bank reference and amount matched payment record.
TXN0265,PAY0265,CMS/GW-883075/STRIPE/CUST0242,GW-883075,24771.31,24771.31,MATCHED,Bank reference and amount matched payment record.
TXN0266,PAY0266,CMS/GW-642377/STRIPE/CUST0105,GW-642377,34558.83,34558.83,MATCHED,Bank reference and amount matched payment record.
TXN0267,PAY0267,CMS/GW-970806/CASHFREE/CUST0007,GW-970806,98275.53,98275.53,MATCHED,Bank reference and amount matched payment record.
TXN0268,PAY0268,CMS/GW-145871/STRIPE/CUST0489,GW-145871,194180.18,194180.18,MATCHED,Bank reference and amount matched payment record.
TXN0269,PAY0269,CMS/GW-639293/STRIPE/CUST0100,GW-639293,122271.01,122261.01,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0270,PAY0270,CMS/GW-688090/RAZORPAY/CUST0480,GW-688090,72199.66,72199.66,MATCHED,Bank reference and amount matched payment record.
TXN0271,PAY0271,CMS/GW-212015/STRIPE/CUST0064,GW-212015,38099.72,38099.72,MATCHED,Bank reference and amount matched payment record.
TXN0272,PAY0272,CMS/GW-690649/PAYU/CUST0119,GW-690649,49091.55,49091.55,MATCHED,Bank reference and amount matched payment record.
TXN0273,PAY0273,CMS/GW-469270/PAYU/CUST0377,GW-469270,4008.44,4008.44,MATCHED,Bank reference and amount matched payment record.
TXN0274,PAY0274,CMS/GW-700145/STRIPE/CUST0312,GW-700145,54760.9,54760.9,MATCHED,Bank reference and amount matched payment record.
TXN0275,PAY0275,CMS/GW-998673/PAYU/CUST0242,GW-998673,8051.17,8051.17,MATCHED,Bank reference and amount matched payment record.
TXN0276,PAY0276,CMS/GW-977621/PAYU/CUST0038,GW-977621,9781.68,9781.68,MATCHED,Bank reference and amount matched payment record.
TXN0277,PAY0277,CMS/GW-592537/RAZORPAY/CUST0435,GW-592537,87502.05,87502.05,MATCHED,Bank reference and amount matched payment record.
TXN0278,PAY0278,CMS/GW-781570/RAZORPAY/CUST0496,GW-781570,70645.64,70645.64,MATCHED,Bank reference and amount matched payment record.
TXN0279,PAY0279,CMS/GW-553405/RAZORPAY/CUST0282,GW-553405,14317.3,14317.3,MATCHED,Bank reference and amount matched payment record.
TXN0280,PAY0280,CMS/GW-439293/STRIPE/CUST0462,GW-439293,4017.37,4017.37,MATCHED,Bank reference and amount matched payment record.
TXN0281,PAY0281,CMS/GW-374761/CASHFREE/CUST0189,GW-374761,67793.09,67793.09,MATCHED,Bank reference and amount matched payment record.
TXN0282,PAY0282,CMS/GW-510979/CASHFREE/CUST0491,GW-510979,1597.25,1597.25,MATCHED,Bank reference and amount matched payment record.
TXN0283,PAY0283,CMS/GW-756391/RAZORPAY/CUST0222,GW-756391,3201.68,3201.68,MATCHED,Bank reference and amount matched payment record.
TXN0284,PAY0284,CMS/GW-989404/PAYU/CUST0385,GW-989404,65102.69,65102.69,MATCHED,Bank reference and amount matched payment record.
TXN0285,PAY0285,CMS/GW-999555/RAZORPAY/CUST0190,GW-999555,18449.01,18449.01,MATCHED,Bank reference and amount matched payment record.
TXN0286,PAY0242,CMS/GW-113122/RAZORPAY/CUST0277,GW-113122,41156.39,41156.39,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0287,PAY0287,CMS/GW-105812/PAYU/CUST0364,GW-105812,4195.37,4195.37,MATCHED,Bank reference and amount matched payment record.
TXN0288,PAY0288,CMS/GW-856303/CASHFREE/CUST0099,GW-856303,8897.32,8897.32,MATCHED,Bank reference and amount matched payment record.
TXN0289,PAY0289,CMS/GW-609954/RAZORPAY/CUST0256,GW-609954,31429.69,31429.69,MATCHED,Bank reference and amount matched payment record.
TXN0290,PAY0290,CMS/GW-433130/RAZORPAY/CUST0327,GW-433130,186879.35,186879.35,MATCHED,Bank reference and amount matched payment record.
TXN0291,PAY0291,CMS/GW-192260/RAZORPAY/CUST0281,GW-192260,113526.36,113526.36,MATCHED,Bank reference and amount matched payment record.
TXN0292,PAY0292,CMS/GW-833225/CASHFREE/CUST0146,GW-833225,80780.99,161561.97,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0293,PAY0293,CMS/GW-825708/CASHFREE/CUST0096,GW-825708,116355.12,116355.12,MATCHED,Bank reference and amount matched payment record.
TXN0294,PAY0294,CMS/GW-147284/PAYU/CUST0307,GW-147284,197650.65,197650.65,MATCHED,Bank reference and amount matched payment record.
TXN0295,PAY0295,CMS/GW-953354/RAZORPAY/CUST0333,GW-953354,12266.03,12266.03,MATCHED,Bank reference and amount matched payment record.
TXN0296,PAY0296,CMS/GW-168450/PAYU/CUST0317,GW-168450,24427.77,24427.77,MATCHED,Bank reference and amount matched payment record.
TXN0297,PAY0297,CMS/GW-994913/STRIPE/CUST0320,GW-994913,2726.7,2726.7,MATCHED,Bank reference and amount matched payment record.
TXN0298,PAY0298,CMS/GW-785803/PAYU/CUST0369,GW-785803,44467.95,44467.95,MATCHED,Bank reference and amount matched payment record.
TXN0299,PAY0299,CMS/GW-457386/CASHFREE/CUST0213,GW-457386,3659.99,3659.99,MATCHED,Bank reference and amount matched payment record.
TXN0300,PAY0300,CMS/GW-547562/RAZORPAY/CUST0459,GW-547562,15214.19,15214.19,MATCHED,Bank reference and amount matched payment record.
TXN0301,PAY0301,CMS/GW-767571/CASHFREE/CUST0276,GW-767571,3567.2,3567.2,MATCHED,Bank reference and amount matched payment record.
TXN0302,PAY0302,CMS/GW-438762/STRIPE/CUST0216,GW-438762,43252.86,43252.86,MATCHED,Bank reference and amount matched payment record.
TXN0303,PAY0303,CMS/GW-657714/PAYU/CUST0351,GW-657714,18828.92,18828.92,MATCHED,Bank reference and amount matched payment record.
TXN0304,PAY0304,CMS/GW-975553/RAZORPAY/CUST0167,GW-975553,95623.01,95623.01,MATCHED,Bank reference and amount matched payment record.
TXN0305,PAY0305,CMS/GW-206571/CASHFREE/CUST0013,GW-206571,75946.55,75946.55,MATCHED,Bank reference and amount matched payment record.
TXN0306,PAY0306,CMS/GW-234896/PAYU/CUST0305,GW-234896,3512.43,3512.43,MATCHED,Bank reference and amount matched payment record.
TXN0307,PAY0307,CMS/GW-373440/STRIPE/CUST0283,GW-373440,51345.63,51345.63,MATCHED,Bank reference and amount matched payment record.
TXN0308,PAY0308,CMS/GW-978560/PAYU/CUST0415,GW-978560,10597.51,10587.51,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0309,PAY0309,CMS/GW-359449/CASHFREE/CUST0134,GW-359449,3361.44,3361.44,MATCHED,Bank reference and amount matched payment record.
TXN0310,PAY0310,CMS/GW-491533/STRIPE/CUST0111,GW-491533,4570.29,4570.29,MATCHED,Bank reference and amount matched payment record.
TXN0311,PAY0323,CMS/GW-369406/RAZORPAY/CUST0256,GW-369406,79090.86,79090.86,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0312,PAY0310,CMS/GW-491533/STRIPE/CUST0111,GW-491533,4570.29,4570.29,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0313,PAY0313,CMS/GW-250500/STRIPE/CUST0470,GW-250500,91204.73,91204.73,MATCHED,Bank reference and amount matched payment record.
TXN0314,PAY0314,CMS/GW-746657/CASHFREE/CUST0392,GW-746657,61403.4,61403.4,MATCHED,Bank reference and amount matched payment record.
TXN0315,PAY0315,CMS/GW-307221/CASHFREE/CUST0319,GW-307221,9384.65,9384.65,MATCHED,Bank reference and amount matched payment record.
TXN0316,PAY0316,CMS/GW-716176/PAYU/CUST0017,GW-716176,2505.09,2505.09,MATCHED,Bank reference and amount matched payment record.
TXN0317,PAY0317,CMS/GW-454831/STRIPE/CUST0007,GW-454831,2922.25,2922.25,MATCHED,Bank reference and amount matched payment record.
TXN0318,PAY0318,CMS/GW-692136/RAZORPAY/CUST0347,GW-692136,86065.84,86065.84,MATCHED,Bank reference and amount matched payment record.
TXN0319,PAY0319,CMS/GW-933393/RAZORPAY/CUST0075,GW-933393,199489.06,199489.06,MATCHED,Bank reference and amount matched payment record.
TXN0320,PAY0320,CMS/GW-104159/STRIPE/CUST0133,GW-104159,108467.95,108467.95,MATCHED,Bank reference and amount matched payment record.
TXN0321,PAY0321,CMS/GW-348352/CASHFREE/CUST0398,GW-348352,140726.92,140726.92,MATCHED,Bank reference and amount matched payment record.
TXN0322,PAY0322,CMS/GW-191681/STRIPE/CUST0266,GW-191681,176303.9,176303.9,MATCHED,Bank reference and amount matched payment record.
TXN0323,PAY0323,CMS/GW-369406/RAZORPAY/CUST0256,GW-369406,79090.86,79090.86,MATCHED,Bank reference and amount matched payment record.
TXN0324,PAY0324,CMS/GW-256127/CASHFREE/CUST0147,GW-256127,3497.7,3497.7,MATCHED,Bank reference and amount matched payment record.
TXN0325,PAY0325,CMS/GW-453985/STRIPE/CUST0395,GW-453985,4822.63,4822.63,MATCHED,Bank reference and amount matched payment record.
TXN0326,PAY0326,CMS/GW-320165/PAYU/CUST0482,GW-320165,871.48,889.27,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0327,PAY0327,CMS/GW-820595/STRIPE/CUST0335,GW-820595,1871.84,1871.84,MATCHED,Bank reference and amount matched payment record.
TXN0328,PAY0328,CMS/GW-540812/CASHFREE/CUST0415,GW-540812,125593.84,125593.84,MATCHED,Bank reference and amount matched payment record.
TXN0329,PAY0329,CMS/GW-426236/PAYU/CUST0066,GW-426236,163172.97,163172.97,MATCHED,Bank reference and amount matched payment record.
TXN0330,PAY0330,CMS/GW-491805/STRIPE/CUST0292,GW-491805,154690.62,154690.62,MATCHED,Bank reference and amount matched payment record.
TXN0331,PAY0331,CMS/GW-995284/STRIPE/CUST0126,GW-995284,72935.41,72935.41,MATCHED,Bank reference and amount matched payment record.
TXN0332,PAY0332,CMS/GW-362258/STRIPE/CUST0412,GW-362258,4994.74,4994.74,MATCHED,Bank reference and amount matched payment record.
TXN0333,PAY0333,CMS/GW-126000/RAZORPAY/CUST0321,GW-126000,3536.78,3536.78,MATCHED,Bank reference and amount matched payment record.
TXN0334,PAY0334,CMS/GW-163644/CASHFREE/CUST0162,GW-163644,2411.19,2411.19,MATCHED,Bank reference and amount matched payment record.
TXN0335,PAY0335,CMS/GW-277360/RAZORPAY/CUST0205,GW-277360,112630.02,112630.02,MATCHED,Bank reference and amount matched payment record.
TXN0336,PAY0453,CMS/GW-755268/PAYU/CUST0125,GW-755268,29018.7,29018.7,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0337,PAY0337,CMS/GW-982444/CASHFREE/CUST0076,GW-982444,7121.7,14243.4,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0338,PAY0338,CMS/GW-852843/RAZORPAY/CUST0219,GW-852843,3587.13,3587.13,MATCHED,Bank reference and amount matched payment record.
TXN0339,PAY0339,CMS/GW-609142/RAZORPAY/CUST0387,GW-609142,2851.95,2851.95,MATCHED,Bank reference and amount matched payment record.
TXN0340,PAY0340,CMS/GW-612452/RAZORPAY/CUST0441,GW-612452,40391.78,40391.78,MATCHED,Bank reference and amount matched payment record.
TXN0341,PAY0341,CMS/GW-514560/CASHFREE/CUST0075,GW-514560,69497.81,69497.81,MATCHED,Bank reference and amount matched payment record.
TXN0342,PAY0342,CMS/GW-984478/CASHFREE/CUST0059,GW-984478,124401.11,124401.11,MATCHED,Bank reference and amount matched payment record.
TXN0343,PAY0343,CMS/GW-570352/RAZORPAY/CUST0375,GW-570352,85015.03,86750.03,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ.
TXN0344,PAY0344,CMS/GW-288438/PAYU/CUST0401,GW-288438,76470.17,76470.17,MATCHED,Bank reference and amount matched payment record.
TXN0345,PAY0345,CMS/GW-337943/CASHFREE/CUST0278,GW-337943,176273.22,176273.22,MATCHED,Bank reference and amount matched payment record.
TXN0346,PAY0346,CMS/GW-641365/RAZORPAY/CUST0019,GW-641365,23098.14,23098.14,MATCHED,Bank reference and amount matched payment record.
TXN0347,PAY0347,CMS/GW-957545/PAYU/CUST0213,GW-957545,171371.15,171371.15,MATCHED,Bank reference and amount matched payment record.
TXN0348,PAY0348,CMS/GW-650318/PAYU/CUST0025,GW-650318,58914.36,58914.36,MATCHED,Bank reference and amount matched payment record.
TXN0349,PAY0274,CMS/GW-700145/STRIPE/CUST0312,GW-700145,54760.9,54760.9,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0350,PAY0350,CMS/GW-988946/PAYU/CUST0011,GW-988946,19074.74,19074.74,MATCHED,Bank reference and amount matched payment record.
TXN0351,PAY0351,CMS/GW-274477/CASHFREE/CUST0500,GW-274477,70124.9,70124.9,MATCHED,Bank reference and amount matched payment record.
TXN0352,PAY0352,CMS/GW-699552/CASHFREE/CUST0348,GW-699552,1115.07,1115.07,MATCHED,Bank reference and amount matched payment record.
TXN0353,PAY0353,CMS/GW-327582/RAZORPAY/CUST0130,GW-327582,61443.3,61443.3,MATCHED,Bank reference and amount matched payment record.
TXN0354,PAY0354,CMS/GW-661921/STRIPE/CUST0275,GW-661921,105372.26,105372.26,MATCHED,Bank reference and amount matched payment record.
TXN0355,PAY0355,CMS/GW-569040/PAYU/CUST0045,GW-569040,14579.87,14579.87,MATCHED,Bank reference and amount matched payment record.
TXN0356,PAY0356,CMS/GW-341794/STRIPE/CUST0050,GW-341794,120103.35,120103.35,MATCHED,Bank reference and amount matched payment record.
TXN0357,PAY0357,CMS/GW-947585/PAYU/CUST0137,GW-947585,106877.3,106877.3,MATCHED,Bank reference and amount matched payment record.
TXN0358,PAY0358,CMS/GW-811789/PAYU/CUST0032,GW-811789,11445.87,11445.87,MATCHED,Bank reference and amount matched payment record.
TXN0359,PAY0359,CMS/GW-787573/PAYU/CUST0196,GW-787573,174890.36,174890.36,MATCHED,Bank reference and amount matched payment record.
TXN0360,PAY0329,CMS/GW-426236/PAYU/CUST0066,GW-426236,163172.97,163172.97,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0361,PAY0361,CMS/GW-673901/PAYU/CUST0198,GW-673901,45524.93,45524.93,MATCHED,Bank reference and amount matched payment record.
TXN0362,PAY0362,CMS/GW-309139/RAZORPAY/CUST0105,GW-309139,4429.92,4429.92,MATCHED,Bank reference and amount matched payment record.
TXN0363,PAY0363,CMS/GW-928453/PAYU/CUST0370,GW-928453,4321.17,4321.17,MATCHED,Bank reference and amount matched payment record.
TXN0364,PAY0364,CMS/GW-817784/CASHFREE/CUST0262,GW-817784,123477.61,123477.61,MATCHED,Bank reference and amount matched payment record.
TXN0365,PAY0365,CMS/GW-278529/STRIPE/CUST0459,GW-278529,18880.38,18880.38,MATCHED,Bank reference and amount matched payment record.
TXN0366,PAY0366,CMS/GW-348981/CASHFREE/CUST0016,GW-348981,8836.65,8836.65,MATCHED,Bank reference and amount matched payment record.
TXN0367,PAY0367,CMS/GW-342244/STRIPE/CUST0464,GW-342244,37324.67,37324.67,MATCHED,Bank reference and amount matched payment record.
TXN0368,PAY0368,CMS/GW-531058/RAZORPAY/CUST0485,GW-531058,106043.51,106043.51,MATCHED,Bank reference and amount matched payment record.
TXN0369,PAY0369,CMS/GW-903837/STRIPE/CUST0170,GW-903837,2411.31,2411.31,MATCHED,Bank reference and amount matched payment record.
TXN0370,PAY0370,CMS/GW-684780/RAZORPAY/CUST0050,GW-684780,77794.24,77794.24,MATCHED,Bank reference and amount matched payment record.
TXN0371,PAY0371,CMS/GW-897451/PAYU/CUST0231,GW-897451,2035.99,2035.99,MATCHED,Bank reference and amount matched payment record.
TXN0372,PAY0372,CMS/GW-432056/PAYU/CUST0217,GW-432056,65174.03,65174.03,MATCHED,Bank reference and amount matched payment record.
TXN0373,PAY0373,CMS/GW-937533/RAZORPAY/CUST0383,GW-937533,31884.5,31884.5,MATCHED,Bank reference and amount matched payment record.
TXN0374,PAY0374,CMS/GW-352436/PAYU/CUST0387,GW-352436,14186.74,14186.74,MATCHED,Bank reference and amount matched payment record.
TXN0375,PAY0375,CMS/GW-802146/CASHFREE/CUST0306,GW-802146,1388.32,1388.32,MATCHED,Bank reference and amount matched payment record.
TXN0376,PAY0376,CMS/GW-465528/RAZORPAY/CUST0007,GW-465528,2403.51,2403.51,MATCHED,Bank reference and amount matched payment record.
TXN0377,PAY0377,CMS/GW-996416/RAZORPAY/CUST0110,GW-996416,133266.2,133266.2,MATCHED,Bank reference and amount matched payment record.
TXN0378,PAY0378,CMS/GW-465618/STRIPE/CUST0404,GW-465618,3166.92,3166.92,MATCHED,Bank reference and amount matched payment record.
TXN0379,PAY0379,CMS/GW-385914/RAZORPAY/CUST0410,GW-385914,21415.38,21415.38,MATCHED,Bank reference and amount matched payment record.
TXN0380,PAY0249,CMS/GW-474474/PAYU/CUST0361,GW-474474,30103.71,30103.71,DUPLICATE_PAYMENT,Bank reference points to a payment already legitimately associated with another transaction.
TXN0381,PAY0381,CMS/GW-450518/STRIPE/CUST0175,GW-450518,105148.2,105148.2,MATCHED,Bank reference and amount matched payment record.
TXN0382,PAY0382,CMS/GW-988347/STRIPE/CUST0493,GW-988347,6971.68,6971.68,MATCHED,Bank reference and amount matched payment record.
