transaction_id,transaction_date,value_date,amount,currency,description,reference,account_id,transaction_type,normalized_reference,normalized_amount,normalized_transaction_date,normalized_description
TXN0096,2026-06-10,2026-06-10,142115.1,INR,NEFT CR-GW-130880-Razorpay SETTLEMENT-CUST0372,CMS/GW-130880/RAZORPAY/CUST0372,BANK001,CREDIT,GW-130880,142115.1,2026-06-10,NEFT CR-GW-130880-RAZORPAY SETTLEMENT-CUST0372
TXN0097,2026-05-11,2026-05-11,17569.24,INR,NEFT CR-GW-427666-PayU SETTLEMENT-CUST0437,CMS/GW-427666/PAYU/CUST0437,BANK003,CREDIT,GW-427666,17569.24,2026-05-11,NEFT CR-GW-427666-PAYU SETTLEMENT-CUST0437
TXN0098,2026-02-07,2026-02-07,68899.66,INR,NEFT CR-GW-596758-PayU SETTLEMENT-CUST0305,CMS/GW-596758/PAYU/CUST0305,BANK003,CREDIT,GW-596758,68899.66,2026-02-07,NEFT CR-GW-596758-PAYU SETTLEMENT-CUST0305
TXN0099,2026-04-29,2026-04-30,6693.63,INR,NEFT CR-GW-563546-PayU SETTLEMENT-CUST0243,CMS/GW-563546/PAYU/CUST0243,BANK001,CREDIT,GW-563546,6693.63,2026-04-29,NEFT CR-GW-563546-PAYU SETTLEMENT-CUST0243
TXN0100,2026-06-10,2026-06-10,95268.72,INR,NEFT CR-GW-634893-Cashfree SETTLEMENT-CUST0273,CMS/GW-634893/CASHFREE/CUST0273,BANK001,CREDIT,GW-634893,95268.72,2026-06-10,NEFT CR-GW-634893-CASHFREE SETTLEMENT-CUST0273
TXN0101,2026-05-15,2026-05-16,112773.91,INR,NEFT CR-GW-797095-PayU SETTLEMENT-CUST0113,CMS/GW-797095/PAYU/CUST0113,BANK003,CREDIT,GW-797095,112773.91,2026-05-15,NEFT CR-GW-797095-PAYU SETTLEMENT-CUST0113
TXN0102,2026-01-20,2026-01-21,11725.04,INR,NEFT CR-GW-611207-Razorpay SETTLEMENT-CUST0093,CMS/GW-611207/RAZORPAY/CUST0093,BANK002,CREDIT,GW-611207,11725.04,2026-01-20,NEFT CR-GW-611207-RAZORPAY SETTLEMENT-CUST0093
TXN0103,2026-01-09,2026-01-09,2422.4,INR,NEFT CR-GW-493009-PayU SETTLEMENT-CUST0441,CMS/GW-493009/PAYU/CUST0441,BANK002,CREDIT,GW-493009,2422.4,2026-01-09,NEFT CR-GW-493009-PAYU SETTLEMENT-CUST0441
TXN0104,2026-09-23,2026-09-23,75463.93,INR,NEFT CR-GW-220842-PayU SETTLEMENT-CUST0430,CMS/GW-220842/PAYU/CUST0430,BANK001,CREDIT,GW-220842,75463.93,2026-09-23,NEFT CR-GW-220842-PAYU SETTLEMENT-CUST0430
TXN0105,2026-03-08,2026-03-09,4098.29,INR,NEFT CR-GW-586817-Stripe SETTLEMENT-CUST0411,CMS/GW-586817/STRIPE/CUST0411,BANK001,CREDIT,GW-586817,4098.29,2026-03-08,NEFT CR-GW-586817-STRIPE SETTLEMENT-CUST0411
TXN0106,2026-01-21,2026-01-22,70744.74,INR,NEFT CR-GW-497248-PayU SETTLEMENT-CUST0037,CMS/GW-497248/PAYU/CUST0037,BANK002,CREDIT,GW-497248,70744.74,2026-01-21,NEFT CR-GW-497248-PAYU SETTLEMENT-CUST0037
TXN0107,2026-06-23,2026-06-23,17700.81,INR,NEFT CR-GW-699314-PayU SETTLEMENT-CUST0381,CMS/GW-699314/PAYU/CUST0381,BANK003,CREDIT,GW-699314,17700.81,2026-06-23,NEFT CR-GW-699314-PAYU SETTLEMENT-CUST0381
TXN0108,2026-05-10,2026-05-10,19753.16,INR,NEFT CR-GW-287614-PayU SETTLEMENT-CUST0329,CMS/GW-287614/PAYU/CUST0329,BANK003,CREDIT,GW-287614,19753.16,2026-05-10,NEFT CR-GW-287614-PAYU SETTLEMENT-CUST0329
TXN0109,2026-06-19,2026-06-19,71978.75,INR,NEFT CR-GW-381693-Stripe SETTLEMENT-CUST0196,CMS/GW-381693/STRIPE/CUST0196,BANK003,CREDIT,GW-381693,71978.75,2026-06-19,NEFT CR-GW-381693-STRIPE SETTLEMENT-CUST0196
TXN0110,2026-02-15,2026-02-16,2074.17,INR,NEFT CR-GW-889126-PayU SETTLEMENT-CUST0351,CMS/GW-889126/PAYU/CUST0351,BANK002,CREDIT,GW-889126,2074.17,2026-02-15,NEFT CR-GW-889126-PAYU SETTLEMENT-CUST0351
TXN0111,2026-05-18,2026-05-19,10234.06,INR,NEFT CR-GW-930441-Cashfree SETTLEMENT-CUST0039,CMS/GW-930441/CASHFREE/CUST0039,BANK002,CREDIT,GW-930441,10234.06,2026-05-18,NEFT CR-GW-930441-CASHFREE SETTLEMENT-CUST0039
TXN0112,2026-04-13,2026-04-13,18158.5,INR,NEFT CR-GW-741777-Cashfree SETTLEMENT-CUST0333,CMS/GW-741777/CASHFREE/CUST0333,BANK002,CREDIT,GW-741777,18158.5,2026-04-13,NEFT CR-GW-741777-CASHFREE SETTLEMENT-CUST0333
TXN0113,2026-05-06,2026-05-06,142304.98,INR,NEFT CR-GW-663719-Razorpay SETTLEMENT-CUST0236,CMS/GW-663719/RAZORPAY/CUST0236,BANK001,CREDIT,GW-663719,142304.98,2026-05-06,NEFT CR-GW-663719-RAZORPAY SETTLEMENT-CUST0236
TXN0114,2026-03-30,2026-03-31,78881.25,INR,NEFT CR-GW-209793-Stripe SETTLEMENT-CUST0465,CMS/GW-209793/STRIPE/CUST0465,BANK003,CREDIT,GW-209793,78881.25,2026-03-30,NEFT CR-GW-209793-STRIPE SETTLEMENT-CUST0465
TXN0115,2026-02-01,2026-02-02,772.26,INR,NEFT CR-GW-823405-Stripe SETTLEMENT-CUST0207,CMS/GW-823405/STRIPE/CUST0207,BANK001,CREDIT,GW-823405,772.26,2026-02-01,NEFT CR-GW-823405-STRIPE SETTLEMENT-CUST0207
TXN0116,2026-02-11,2026-02-12,55135.07,INR,NEFT CR-GW-947919-Razorpay SETTLEMENT-CUST0088,CMS/GW-947919/RAZORPAY/CUST0088,BANK003,CREDIT,GW-947919,55135.07,2026-02-11,NEFT CR-GW-947919-RAZORPAY SETTLEMENT-CUST0088
TXN0117,2026-05-12,2026-05-13,148988.17,INR,NEFT CR-GW-613757-Razorpay SETTLEMENT-CUST0033,CMS/GW-613757/RAZORPAY/CUST0033,BANK002,CREDIT,GW-613757,148988.17,2026-05-12,NEFT CR-GW-613757-RAZORPAY SETTLEMENT-CUST0033
TXN0118,2026-04-27,2026-04-28,12188.78,INR,NEFT CR-GW-612032-Cashfree SETTLEMENT-CUST0211,CMS/GW-612032/CASHFREE/CUST0211,BANK001,CREDIT,GW-612032,12188.78,2026-04-27,NEFT CR-GW-612032-CASHFREE SETTLEMENT-CUST0211
TXN0119,2026-02-22,2026-02-22,50045.43,INR,NEFT CR-GW-526949-Stripe SETTLEMENT-CUST0201,CMS/GW-526949/STRIPE/CUST0201,BANK001,CREDIT,GW-526949,50045.43,2026-02-22,NEFT CR-GW-526949-STRIPE SETTLEMENT-CUST0201
TXN0120,2026-01-25,2026-01-26,172033.46,INR,NEFT CR-GW-428003-Razorpay SETTLEMENT-CUST0291,CMS/GW-428003/RAZORPAY/CUST0291,BANK003,CREDIT,GW-428003,172033.46,2026-01-25,NEFT CR-GW-428003-RAZORPAY SETTLEMENT-CUST0291
TXN0121,2026-04-01,2026-04-01,93334.99,INR,NEFT CR-GW-740991-Stripe SETTLEMENT-CUST0409,CMS/GW-740991/STRIPE/CUST0409,BANK002,CREDIT,GW-740991,93334.99,2026-04-01,NEFT CR-GW-740991-STRIPE SETTLEMENT-CUST0409
TXN0122,2026-05-04,2026-05-05,1914.57,INR,NEFT CR-GW-702987-PayU SETTLEMENT-CUST0046,CMS/GW-702987/PAYU/CUST0046,BANK002,CREDIT,GW-702987,1914.57,2026-05-04,NEFT CR-GW-702987-PAYU SETTLEMENT-CUST0046
TXN0123,2026-05-05,2026-05-05,14659.58,INR,NEFT CR-GW-273348-Razorpay SETTLEMENT-CUST0208,CMS/GW-273348/RAZORPAY/CUST0208,BANK002,CREDIT,GW-273348,14659.58,2026-05-05,NEFT CR-GW-273348-RAZORPAY SETTLEMENT-CUST0208
TXN0124,2026-04-11,2026-04-11,73099.46,INR,NEFT CR-GW-699116-Razorpay SETTLEMENT-CUST0059,CMS/GW-699116/RAZORPAY/CUST0059,BANK001,CREDIT,GW-699116,73099.46,2026-04-11,NEFT CR-GW-699116-RAZORPAY SETTLEMENT-CUST0059
TXN0125,2026-02-07,2026-02-08,8937.17,INR,NEFT CR-GW-768402-Razorpay SETTLEMENT-CUST0425,CMS/GW-768402/RAZORPAY/CUST0425,BANK002,CREDIT,GW-768402,8937.17,2026-02-07,NEFT CR-GW-768402-RAZORPAY SETTLEMENT-CUST0425
TXN0126,2026-03-27,2026-03-28,8386.34,INR,NEFT CR-GW-124935-Stripe SETTLEMENT-CUST0038,CMS/GW-124935/STRIPE/CUST0038,BANK001,CREDIT,GW-124935,8386.34,2026-03-27,NEFT CR-GW-124935-STRIPE SETTLEMENT-CUST0038
TXN0127,2026-06-27,2026-06-28,34895.47,INR,NEFT CR-GW-475946-Stripe SETTLEMENT-CUST0041,CMS/GW-475946/STRIPE/CUST0041,BANK001,CREDIT,GW-475946,34895.47,2026-06-27,NEFT CR-GW-475946-STRIPE SETTLEMENT-CUST0041
TXN0128,2026-04-18,2026-04-18,149642.71,INR,NEFT CR-GW-462580-PayU SETTLEMENT-CUST0365,CMS/GW-462580/PAYU/CUST0365,BANK003,CREDIT,GW-462580,149642.71,2026-04-18,NEFT CR-GW-462580-PAYU SETTLEMENT-CUST0365
TXN0129,2026-04-27,2026-04-27,195580.93,INR,NEFT CR-GW-315514-Stripe SETTLEMENT-CUST0019,CMS/GW-315514/STRIPE/CUST0019,BANK001,CREDIT,GW-315514,195580.93,2026-04-27,NEFT CR-GW-315514-STRIPE SETTLEMENT-CUST0019
TXN0130,2026-04-17,2026-04-18,17264.29,INR,NEFT CR-GW-627021-Stripe SETTLEMENT-CUST0077,CMS/GW-627021/STRIPE/CUST0077,BANK003,CREDIT,GW-627021,17264.29,2026-04-17,NEFT CR-GW-627021-STRIPE SETTLEMENT-CUST0077
TXN0131,2026-02-24,2026-02-25,45331.57,INR,NEFT CR-GW-932655-Stripe SETTLEMENT-CUST0218,CMS/GW-932655/STRIPE/CUST0218,BANK003,CREDIT,GW-932655,45331.57,2026-02-24,NEFT CR-GW-932655-STRIPE SETTLEMENT-CUST0218
TXN0132,2026-01-25,2026-01-25,74508.78,INR,NEFT CR-GW-871554-Stripe SETTLEMENT-CUST0180,CMS/GW-871554/STRIPE/CUST0180,BANK001,CREDIT,GW-871554,74508.78,2026-01-25,NEFT CR-GW-871554-STRIPE SETTLEMENT-CUST0180
TXN0133,2026-02-24,2026-02-25,2330.85,INR,NEFT CR-GW-569414-Stripe SETTLEMENT-CUST0389,CMS/GW-569414/STRIPE/CUST0389,BANK002,CREDIT,GW-569414,2330.85,2026-02-24,NEFT CR-GW-569414-STRIPE SETTLEMENT-CUST0389
TXN0134,2026-05-19,2026-05-20,19680.69,INR,NEFT CR-GW-525707-Cashfree SETTLEMENT-CUST0253,CMS/GW-525707/CASHFREE/CUST0253,BANK003,CREDIT,GW-525707,19680.69,2026-05-19,NEFT CR-GW-525707-CASHFREE SETTLEMENT-CUST0253
TXN0135,2026-05-29,2026-05-29,1330.94,INR,NEFT CR-GW-301529-Cashfree SETTLEMENT-CUST0413,CMS/GW-301529/CASHFREE/CUST0413,BANK001,CREDIT,GW-301529,1330.94,2026-05-29,NEFT CR-GW-301529-CASHFREE SETTLEMENT-CUST0413
TXN0136,2026-05-02,2026-05-02,40275.69,INR,NEFT CR-GW-765974-Cashfree SETTLEMENT-CUST0229,CMS/GW-765974/CASHFREE/CUST0229,BANK002,CREDIT,GW-765974,40275.69,2026-05-02,NEFT CR-GW-765974-CASHFREE SETTLEMENT-CUST0229
TXN0137,2026-06-29,2026-06-30,13105.94,INR,NEFT CR-GW-436881-Razorpay SETTLEMENT-CUST0356,CMS/GW-436881/RAZORPAY/CUST0356,BANK002,CREDIT,GW-436881,13105.94,2026-06-29,NEFT CR-GW-436881-RAZORPAY SETTLEMENT-CUST0356
TXN0138,2026-05-04,2026-05-04,4070.98,INR,NEFT CR-GW-650363-Razorpay SETTLEMENT-CUST0205,CMS/GW-650363/RAZORPAY/CUST0205,BANK001,CREDIT,GW-650363,4070.98,2026-05-04,NEFT CR-GW-650363-RAZORPAY SETTLEMENT-CUST0205
TXN0139,2026-06-02,2026-06-03,23890.0,INR,NEFT CR-GW-459296-Cashfree SETTLEMENT-CUST0301,CMS/GW-459296/CASHFREE/CUST0301,BANK001,CREDIT,GW-459296,23890.0,2026-06-02,NEFT CR-GW-459296-CASHFREE SETTLEMENT-CUST0301
TXN0140,2026-06-06,2026-06-07,112179.58,INR,NEFT CR-GW-636064-Cashfree SETTLEMENT-CUST0203,CMS/GW-636064/CASHFREE/CUST0203,BANK002,CREDIT,GW-636064,112179.58,2026-06-06,NEFT CR-GW-636064-CASHFREE SETTLEMENT-CUST0203
TXN0141,2026-05-01,2026-05-01,6249.41,INR,NEFT CR-GW-840238-PayU SETTLEMENT-CUST0377,CMS/GW-840238/PAYU/CUST0377,BANK003,CREDIT,GW-840238,6249.41,2026-05-01,NEFT CR-GW-840238-PAYU SETTLEMENT-CUST0377
TXN0142,2026-03-08,2026-03-08,40283.94,INR,NEFT CR-GW-797911-Cashfree SETTLEMENT-CUST0281,CMS/GW-797911/CASHFREE/CUST0281,BANK002,CREDIT,GW-797911,40283.94,2026-03-08,NEFT CR-GW-797911-CASHFREE SETTLEMENT-CUST0281
TXN0143,2026-06-23,2026-06-23,62722.09,INR,NEFT CR-GW-199424-Cashfree SETTLEMENT-CUST0391,CMS/GW-199424/CASHFREE/CUST0391,BANK002,CREDIT,GW-199424,62722.09,2026-06-23,NEFT CR-GW-199424-CASHFREE SETTLEMENT-CUST0391
TXN0144,2026-02-19,2026-02-20,1935.15,INR,NEFT CR-GW-289240-Stripe SETTLEMENT-CUST0275,CMS/GW-289240/STRIPE/CUST0275,BANK002,CREDIT,GW-289240,1935.15,2026-02-19,NEFT CR-GW-289240-STRIPE SETTLEMENT-CUST0275
TXN0145,2026-03-18,2026-03-18,3625.31,INR,NEFT CR-GW-540189-Stripe SETTLEMENT-CUST0258,CMS/GW-540189/STRIPE/CUST0258,BANK002,CREDIT,GW-540189,3625.31,2026-03-18,NEFT CR-GW-540189-STRIPE SETTLEMENT-CUST0258
TXN0146,2026-02-13,2026-02-14,2074.17,INR,NEFT CR-GW-889126-PayU SETTLEMENT-CUST0351,CMS/GW-889126/PAYU/CUST0351,BANK001,CREDIT,GW-889126,2074.17,2026-02-13,NEFT CR-GW-889126-PAYU SETTLEMENT-CUST0351
TXN0147,2026-02-24,2026-02-25,193785.39,INR,NEFT CR-GW-318354-Cashfree SETTLEMENT-CUST0484,CMS/GW-318354/CASHFREE/CUST0484,BANK002,CREDIT,GW-318354,193785.39,2026-02-24,NEFT CR-GW-318354-CASHFREE SETTLEMENT-CUST0484
TXN0148,2026-05-07,2026-05-08,103616.63,INR,NEFT CR-GW-694716-Razorpay SETTLEMENT-CUST0313,CMS/GW-694716/RAZORPAY/CUST0313,BANK002,CREDIT,GW-694716,103616.63,2026-05-07,NEFT CR-GW-694716-RAZORPAY SETTLEMENT-CUST0313
TXN0149,2026-04-10,2026-04-10,60298.58,INR,NEFT CR-GW-918348-Razorpay SETTLEMENT-CUST0313,CMS/GW-918348/RAZORPAY/CUST0313,BANK003,CREDIT,GW-918348,60298.58,2026-04-10,NEFT CR-GW-918348-RAZORPAY SETTLEMENT-CUST0313
TXN0150,2026-01-15,2026-01-16,3536.78,INR,NEFT CR-GW-126000-Razorpay SETTLEMENT-CUST0321,CMS/GW-126000/RAZORPAY/CUST0321,BANK001,CREDIT,GW-126000,3536.78,2026-01-15,NEFT CR-GW-126000-RAZORPAY SETTLEMENT-CUST0321
TXN0151,2026-09-14,2026-09-14,2907.19,INR,NEFT CR-GW-149812-Cashfree SETTLEMENT-CUST0245,CMS/GW-149812/CASHFREE/CUST0245,BANK002,CREDIT,GW-149812,2907.19,2026-09-14,NEFT CR-GW-149812-CASHFREE SETTLEMENT-CUST0245
TXN0152,2026-05-07,2026-05-08,14579.87,INR,NEFT CR-GW-569040-PayU SETTLEMENT-CUST0045,CMS/GW-569040/PAYU/CUST0045,BANK001,CREDIT,GW-569040,14579.87,2026-05-07,NEFT CR-GW-569040-PAYU SETTLEMENT-CUST0045
TXN0153,2026-04-30,2026-05-01,52788.93,INR,NEFT CR-GW-700831-PayU SETTLEMENT-CUST0339,CMS/GW-700831/PAYU/CUST0339,BANK001,CREDIT,GW-700831,52788.93,2026-04-30,NEFT CR-GW-700831-PAYU SETTLEMENT-CUST0339
TXN0154,2026-02-12,2026-02-12,39134.36,INR,NEFT CR-GW-543210-Cashfree SETTLEMENT-CUST0069,CMS/GW-543210/CASHFREE/CUST0069,BANK001,CREDIT,GW-543210,39134.36,2026-02-12,NEFT CR-GW-543210-CASHFREE SETTLEMENT-CUST0069
TXN0155,2026-01-26,2026-01-26,74391.65,INR,NEFT CR-GW-887917-Razorpay SETTLEMENT-CUST0284,CMS/GW-887917/RAZORPAY/CUST0284,BANK002,CREDIT,GW-887917,74391.65,2026-01-26,NEFT CR-GW-887917-RAZORPAY SETTLEMENT-CUST0284
TXN0156,2026-01-31,2026-01-31,137417.47,INR,NEFT CR-GW-139068-Stripe SETTLEMENT-CUST0260,CMS/GW-139068/STRIPE/CUST0260,BANK003,CREDIT,GW-139068,137417.47,2026-01-31,NEFT CR-GW-139068-STRIPE SETTLEMENT-CUST0260
TXN0157,2026-05-13,2026-05-13,75686.84,INR,NEFT CR-GW-668977-Cashfree SETTLEMENT-CUST0313,CMS/GW-668977/CASHFREE/CUST0313,BANK001,CREDIT,GW-668977,75686.84,2026-05-13,NEFT CR-GW-668977-CASHFREE SETTLEMENT-CUST0313
TXN0158,2026-02-24,2026-02-25,36290.79,INR,NEFT CR-GW-185489-Cashfree SETTLEMENT-CUST0069,CMS/GW-185489/CASHFREE/CUST0069,BANK001,CREDIT,GW-185489,36290.79,2026-02-24,NEFT CR-GW-185489-CASHFREE SETTLEMENT-CUST0069
TXN0159,2026-05-19,2026-05-19,68245.1,INR,NEFT CR-GW-311301-Stripe SETTLEMENT-CUST0451,CMS/GW-311301/STRIPE/CUST0451,BANK002,CREDIT,GW-311301,68245.1,2026-05-19,NEFT CR-GW-311301-STRIPE SETTLEMENT-CUST0451
TXN0160,2026-03-22,2026-03-23,1349.9,INR,NEFT CR-GW-291938-Razorpay SETTLEMENT-CUST0399,CMS/GW-291938/RAZORPAY/CUST0399,BANK001,CREDIT,GW-291938,1349.9,2026-03-22,NEFT CR-GW-291938-RAZORPAY SETTLEMENT-CUST0399
TXN0161,2026-01-09,2026-01-10,11705.07,INR,NEFT CR-GW-673758-Stripe SETTLEMENT-CUST0076,CMS/GW-673758/STRIPE/CUST0076,BANK001,CREDIT,GW-673758,11705.07,2026-01-09,NEFT CR-GW-673758-STRIPE SETTLEMENT-CUST0076
TXN0162,2026-04-17,2026-04-18,6279.41,INR,NEFT CR-GW-312226-Razorpay SETTLEMENT-CUST0129,CMS/GW-312226/RAZORPAY/CUST0129,BANK003,CREDIT,GW-312226,6279.41,2026-04-17,NEFT CR-GW-312226-RAZORPAY SETTLEMENT-CUST0129
TXN0163,2026-02-19,2026-02-19,20792.11,INR,NEFT CR-GW-598033-Stripe SETTLEMENT-CUST0460,CMS/GW-598033/STRIPE/CUST0460,BANK003,CREDIT,GW-598033,20792.11,2026-02-19,NEFT CR-GW-598033-STRIPE SETTLEMENT-CUST0460
TXN0164,2026-05-24,2026-05-24,24306.85,INR,NEFT CR-GW-267759-PayU SETTLEMENT-CUST0072,CMS/GW-267759/PAYU/CUST0072,BANK002,CREDIT,GW-267759,24306.85,2026-05-24,NEFT CR-GW-267759-PAYU SETTLEMENT-CUST0072
TXN0165,2026-06-02,2026-06-03,7076.17,INR,NEFT CR-GW-572319-PayU SETTLEMENT-CUST0482,CMS/GW-572319/PAYU/CUST0482,BANK001,CREDIT,GW-572319,7076.17,2026-06-02,NEFT CR-GW-572319-PAYU SETTLEMENT-CUST0482
TXN0166,2026-04-02,2026-04-03,1145.19,INR,NEFT CR-GW-826680-Cashfree SETTLEMENT-CUST0307,CMS/GW-826680/CASHFREE/CUST0307,BANK001,CREDIT,GW-826680,1145.19,2026-04-02,NEFT CR-GW-826680-CASHFREE SETTLEMENT-CUST0307
TXN0167,2026-03-27,2026-03-28,2574.76,INR,NEFT CR-GW-919502-Razorpay SETTLEMENT-CUST0362,CMS/GW-919502/RAZORPAY/CUST0362,BANK002,CREDIT,GW-919502,2574.76,2026-03-27,NEFT CR-GW-919502-RAZORPAY SETTLEMENT-CUST0362
TXN0168,2026-06-12,2026-06-13,17674.02,INR,NEFT CR-GW-748216-Razorpay SETTLEMENT-CUST0283,CMS/GW-748216/RAZORPAY/CUST0283,BANK003,CREDIT,GW-748216,17674.02,2026-06-12,NEFT CR-GW-748216-RAZORPAY SETTLEMENT-CUST0283
TXN0169,2026-03-20,2026-03-20,788.78,INR,NEFT CR-GW-602049-PayU SETTLEMENT-CUST0303,CMS/GW-602049/PAYU/CUST0303,BANK002,CREDIT,GW-602049,788.78,2026-03-20,NEFT CR-GW-602049-PAYU SETTLEMENT-CUST0303
TXN0170,2026-01-10,2026-01-11,16814.69,INR,NEFT CR-GW-167971-Razorpay SETTLEMENT-CUST0435,CMS/GW-167971/RAZORPAY/CUST0435,BANK001,CREDIT,GW-167971,16814.69,2026-01-10,NEFT CR-GW-167971-RAZORPAY SETTLEMENT-CUST0435
TXN0171,2026-01-30,2026-01-30,12994.79,INR,NEFT CR-GW-886455-Razorpay SETTLEMENT-CUST0031,CMS/GW-886455/RAZORPAY/CUST0031,BANK001,CREDIT,GW-886455,12994.79,2026-01-30,NEFT CR-GW-886455-RAZORPAY SETTLEMENT-CUST0031
TXN0172,2026-05-30,2026-05-30,125990.66,INR,NEFT CR-GW-162676-Razorpay SETTLEMENT-CUST0154,CMS/GW-162676/RAZORPAY/CUST0154,BANK002,CREDIT,GW-162676,125990.66,2026-05-30,NEFT CR-GW-162676-RAZORPAY SETTLEMENT-CUST0154
TXN0173,2026-03-01,2026-03-01,2744.0,INR,NEFT CR-GW-621272-Stripe SETTLEMENT-CUST0492,CMS/GW-621272/STRIPE/CUST0492,BANK001,CREDIT,GW-621272,2744.0,2026-03-01,NEFT CR-GW-621272-STRIPE SETTLEMENT-CUST0492
TXN0174,2026-05-07,2026-05-07,41642.41,INR,NEFT CR-GW-391236-Razorpay SETTLEMENT-CUST0460,CMS/GW-391236/RAZORPAY/CUST0460,BANK001,CREDIT,GW-391236,41642.41,2026-05-07,NEFT CR-GW-391236-RAZORPAY SETTLEMENT-CUST0460
TXN0175,2026-02-25,2026-02-26,60453.13,INR,NEFT CR-GW-139330-PayU SETTLEMENT-CUST0047,CMS/GW-139330/PAYU/CUST0047,BANK003,CREDIT,GW-139330,60453.13,2026-02-25,NEFT CR-GW-139330-PAYU SETTLEMENT-CUST0047
TXN0176,2026-04-13,2026-04-14,22173.63,INR,NEFT CR-GW-760793-Cashfree SETTLEMENT-CUST0106,CMS/GW-760793/CASHFREE/CUST0106,BANK003,CREDIT,GW-760793,22173.63,2026-04-13,NEFT CR-GW-760793-CASHFREE SETTLEMENT-CUST0106
TXN0177,2026-05-01,2026-05-02,1735.42,INR,NEFT CR-GW-234525-Cashfree SETTLEMENT-CUST0051,CMS/GW-234525/CASHFREE/CUST0051,BANK003,CREDIT,GW-234525,1735.42,2026-05-01,NEFT CR-GW-234525-CASHFREE SETTLEMENT-CUST0051
TXN0178,2026-06-06,2026-06-07,38623.54,INR,NEFT CR-GW-703041-PayU SETTLEMENT-CUST0024,CMS/GW-703041/PAYU/CUST0024,BANK001,CREDIT,GW-703041,38623.54,2026-06-06,NEFT CR-GW-703041-PAYU SETTLEMENT-CUST0024
TXN0179,2026-05-04,2026-05-05,1381.14,INR,NEFT CR-GW-637692-Stripe SETTLEMENT-CUST0252,CMS/GW-637692/STRIPE/CUST0252,BANK001,CREDIT,GW-637692,1381.14,2026-05-04,NEFT CR-GW-637692-STRIPE SETTLEMENT-CUST0252
TXN0180,2026-03-15,2026-03-16,660.2,INR,NEFT CR-GW-552189-PayU SETTLEMENT-CUST0097,CMS/GW-552189/PAYU/CUST0097,BANK002,CREDIT,GW-552189,660.2,2026-03-15,NEFT CR-GW-552189-PAYU SETTLEMENT-CUST0097
TXN0181,2026-04-10,2026-04-10,47661.41,INR,NEFT CR-GW-234119-Cashfree SETTLEMENT-CUST0427,CMS/GW-234119/CASHFREE/CUST0427,BANK001,CREDIT,GW-234119,47661.41,2026-04-10,NEFT CR-GW-234119-CASHFREE SETTLEMENT-CUST0427
TXN0182,2026-06-18,2026-06-18,12567.33,INR,NEFT CR-GW-193420-PayU SETTLEMENT-CUST0220,CMS/GW-193420/PAYU/CUST0220,BANK003,CREDIT,GW-193420,12567.33,2026-06-18,NEFT CR-GW-193420-PAYU SETTLEMENT-CUST0220
TXN0183,2026-05-01,2026-05-02,44622.91,INR,NEFT CR-GW-300482-Stripe SETTLEMENT-CUST0325,CMS/GW-300482/STRIPE/CUST0325,BANK002,CREDIT,GW-300482,44622.91,2026-05-01,NEFT CR-GW-300482-STRIPE SETTLEMENT-CUST0325
TXN0184,2026-02-06,2026-02-06,21743.62,INR,NEFT CR-GW-836903-Cashfree SETTLEMENT-CUST0434,CMS/GW-836903/CASHFREE/CUST0434,BANK001,CREDIT,GW-836903,21743.62,2026-02-06,NEFT CR-GW-836903-CASHFREE SETTLEMENT-CUST0434
TXN0185,2026-07-04,2026-07-04,37960.34,INR,NEFT CR-GW-180266-Cashfree SETTLEMENT-CUST0374,CMS/GW-180266/CASHFREE/CUST0374,BANK003,CREDIT,GW-180266,37960.34,2026-07-04,NEFT CR-GW-180266-CASHFREE SETTLEMENT-CUST0374
TXN0186,2026-05-24,2026-05-24,15581.54,INR,NEFT CR-GW-297042-PayU SETTLEMENT-CUST0061,CMS/GW-297042/PAYU/CUST0061,BANK001,CREDIT,GW-297042,15581.54,2026-05-24,NEFT CR-GW-297042-PAYU SETTLEMENT-CUST0061
TXN0187,2026-08-10,2026-08-11,3878.1,INR,NEFT CR-GW-853660-Razorpay SETTLEMENT-CUST0449,CMS/GW-853660/RAZORPAY/CUST0449,BANK001,CREDIT,GW-853660,3878.1,2026-08-10,NEFT CR-GW-853660-RAZORPAY SETTLEMENT-CUST0449
TXN0188,2026-04-17,2026-04-18,64829.8,INR,NEFT CR-GW-840872-PayU SETTLEMENT-CUST0466,CMS/GW-840872/PAYU/CUST0466,BANK001,CREDIT,GW-840872,64829.8,2026-04-17,NEFT CR-GW-840872-PAYU SETTLEMENT-CUST0466
TXN0189,2026-01-13,2026-01-13,182788.89,INR,NEFT CR-GW-239044-Stripe SETTLEMENT-CUST0473,CMS/GW-239044/STRIPE/CUST0473,BANK003,CREDIT,GW-239044,182788.89,2026-01-13,NEFT CR-GW-239044-STRIPE SETTLEMENT-CUST0473
TXN0190,2026-02-16,2026-02-17,45985.31,INR,NEFT CR-GW-903308-Cashfree SETTLEMENT-CUST0416,CMS/GW-903308/CASHFREE/CUST0416,BANK003,CREDIT,GW-903308,45985.31,2026-02-16,NEFT CR-GW-903308-CASHFREE SETTLEMENT-CUST0416
