payment_id,invoice_id,customer_id,payment_date,amount,currency,gateway,gateway_reference,payment_method,payment_status,normalized_reference,normalized_amount,normalized_payment_date
PAY0190,INV0190,CUST0416,2026-02-16,45985.31,INR,Cashfree,GW-903308,UPI,SUCCESS,GW-903308,45985.31,2026-02-16
PAY0191,INV0191,CUST0159,2026-05-30,169328.02,INR,Razorpay,GW-153153,Wallet,SUCCESS,GW-153153,169328.02,2026-05-30
PAY0192,INV0192,CUST0330,2026-04-06,2436.35,INR,Razorpay,GW-244051,UPI,SUCCESS,GW-244051,2436.35,2026-04-06
PAY0193,INV0193,CUST0398,2026-01-27,557.48,INR,Cashfree,GW-441739,UPI,SUCCESS,GW-441739,557.48,2026-01-27
PAY0194,INV0194,CUST0335,2026-05-28,55920.8,INR,PayU,GW-409569,Card,SUCCESS,GW-409569,55920.8,2026-05-28
PAY0195,INV0195,CUST0484,2026-01-21,12951.73,INR,PayU,GW-477447,NetBanking,SUCCESS,GW-477447,12951.73,2026-01-21
PAY0196,INV0196,CUST0479,2026-01-05,2031.72,INR,PayU,GW-112612,Card,SUCCESS,GW-112612,2031.72,2026-01-05
PAY0197,INV0197,CUST0145,2026-02-12,676.86,INR,Razorpay,GW-239292,Card,SUCCESS,GW-239292,676.86,2026-02-12
PAY0198,INV0198,CUST0319,2026-04-29,39193.26,INR,Stripe,GW-944212,Wallet,SUCCESS,GW-944212,39193.26,2026-04-29
PAY0199,INV0199,CUST0133,2026-01-24,2415.41,INR,Razorpay,GW-588820,Card,SUCCESS,GW-588820,2415.41,2026-01-24
PAY0200,INV0200,CUST0175,2026-01-26,152141.57,INR,PayU,GW-806142,Wallet,SUCCESS,GW-806142,152141.57,2026-01-26
PAY0201,INV0201,CUST0409,2026-03-07,975.62,INR,Cashfree,GW-352523,Card,SUCCESS,GW-352523,975.62,2026-03-07
PAY0202,INV0202,CUST0139,2026-01-21,176912.83,INR,Razorpay,GW-820465,NetBanking,SUCCESS,GW-820465,176912.83,2026-01-21
PAY0203,INV0203,CUST0139,2026-03-04,105512.1,INR,Cashfree,GW-748334,NetBanking,SUCCESS,GW-748334,105512.1,2026-03-04
PAY0204,INV0204,CUST0379,2026-02-15,51121.34,INR,Stripe,GW-743470,Wallet,SUCCESS,GW-743470,51121.34,2026-02-15
PAY0205,INV0205,CUST0336,2026-04-12,45149.32,INR,Razorpay,GW-659150,UPI,SUCCESS,GW-659150,45149.32,2026-04-12
PAY0206,INV0206,CUST0318,2026-02-17,4159.68,INR,Razorpay,GW-895467,UPI,SUCCESS,GW-895467,4159.68,2026-02-17
PAY0207,INV0207,CUST0249,2026-01-27,35907.96,INR,Stripe,GW-DUP-0206,NetBanking,SUCCESS,GW-DUP-0206,35907.96,2026-01-27
PAY0208,INV0208,CUST0155,2026-01-20,44752.65,INR,Stripe,GW-184288,NetBanking,SUCCESS,GW-184288,44752.65,2026-01-20
PAY0209,INV0209,CUST0091,2026-04-21,52001.56,INR,Cashfree,GW-911703,Card,SUCCESS,GW-911703,52001.56,2026-04-21
PAY0210,INV0210,CUST0081,2026-04-07,107037.54,INR,Razorpay,GW-624831,Card,SUCCESS,GW-624831,107037.54,2026-04-07
PAY0211,INV0211,CUST0355,2026-04-25,5587.29,INR,Stripe,GW-921042,NetBanking,SUCCESS,GW-921042,5587.29,2026-04-25
PAY0212,INV0212,CUST0167,2026-01-02,1667.35,INR,Razorpay,GW-219938,Card,SUCCESS,GW-219938,1667.35,2026-01-02
PAY0213,INV0213,CUST0353,2026-01-29,20671.38,INR,Stripe,GW-316552,NetBanking,SUCCESS,GW-316552,20671.38,2026-01-29
PAY0214,INV0214,CUST0154,2026-05-13,6641.4,INR,PayU,GW-715958,UPI,SUCCESS,GW-715958,6641.4,2026-05-13
PAY0215,INV0215,CUST0450,2026-04-26,1955.29,INR,PayU,GW-443399,Card,SUCCESS,GW-443399,1955.29,2026-04-26
PAY0216,INV0216,CUST0129,2026-03-04,57042.08,INR,Cashfree,GW-427672,Card,SUCCESS,GW-427672,57042.08,2026-03-04
PAY0217,INV0217,CUST0228,2026-04-20,115503.4,INR,Cashfree,GW-980338,Card,SUCCESS,GW-980338,115503.4,2026-04-20
PAY0218,INV0218,CUST0027,2026-04-17,29654.74,INR,Razorpay,GW-926796,Wallet,SUCCESS,GW-926796,29654.74,2026-04-17
PAY0219,INV0219,CUST0479,2026-03-28,13609.14,INR,Razorpay,GW-213234,Card,SUCCESS,GW-213234,13609.14,2026-03-28
PAY0220,INV0220,CUST0296,2026-06-04,15777.92,INR,Razorpay,GW-942647,Wallet,SUCCESS,GW-942647,15777.92,2026-06-04
PAY0221,INV0221,CUST0304,2026-06-29,199589.19,INR,PayU,GW-111336,UPI,SUCCESS,GW-111336,199589.19,2026-06-29
PAY0222,INV0222,CUST0106,2026-05-25,32235.72,INR,Razorpay,GW-877455,Wallet,SUCCESS,GW-877455,32235.72,2026-05-25
PAY0223,INV0223,CUST0330,2026-03-10,146872.62,INR,Cashfree,GW-884242,Card,SUCCESS,GW-884242,146872.62,2026-03-10
PAY0224,INV0224,CUST0462,2026-01-20,52401.19,INR,Cashfree,GW-467536,Card,SUCCESS,GW-467536,52401.19,2026-01-20
PAY0225,INV0225,CUST0245,2026-04-15,45896.26,INR,Razorpay,GW-128414,NetBanking,SUCCESS,GW-128414,45896.26,2026-04-15
PAY0226,INV0226,CUST0369,2026-01-22,37762.63,INR,Cashfree,GW-367016,Card,SUCCESS,GW-367016,37762.63,2026-01-22
PAY0227,INV0227,CUST0114,2026-01-09,182548.34,INR,PayU,GW-610193,NetBanking,SUCCESS,GW-610193,182548.34,2026-01-09
PAY0228,INV0228,CUST0334,2026-03-02,4879.34,INR,PayU,GW-498252,UPI,SUCCESS,GW-498252,4879.34,2026-03-02
PAY0229,INV0229,CUST0161,2026-04-02,20254.4,INR,PayU,GW-718034,NetBanking,SUCCESS,GW-718034,20254.4,2026-04-02
PAY0230,INV0230,CUST0273,2026-04-19,116058.08,INR,Razorpay,GW-887623,NetBanking,SUCCESS,GW-887623,116058.08,2026-04-19
PAY0231,INV0231,CUST0074,2026-02-03,58488.81,INR,PayU,GW-191283,UPI,SUCCESS,GW-191283,58488.81,2026-02-03
PAY0232,INV0232,CUST0404,2026-05-29,59317.15,INR,Razorpay,GW-416984,Wallet,SUCCESS,GW-416984,59317.15,2026-05-29
PAY0233,INV0233,CUST0129,2026-03-05,170213.38,INR,PayU,GW-273028,Card,SUCCESS,GW-273028,170213.38,2026-03-05
PAY0234,INV0234,CUST0287,2026-01-17,161533.75,INR,Razorpay,GW-586453,NetBanking,SUCCESS,GW-586453,161533.75,2026-01-17
PAY0235,INV0235,CUST0199,2026-03-07,124445.06,INR,Razorpay,GW-900307,Wallet,SUCCESS,GW-900307,124445.06,2026-03-07
PAY0236,INV0236,CUST0164,2026-06-08,6106.33,INR,Stripe,GW-671979,Card,SUCCESS,GW-671979,6106.33,2026-06-08
PAY0237,INV0237,CUST0454,2026-05-22,13512.68,INR,PayU,GW-292384,Wallet,SUCCESS,GW-292384,13512.68,2026-05-22
PAY0238,INV0238,CUST0217,2026-02-13,4824.05,INR,Stripe,GW-738748,Wallet,SUCCESS,GW-738748,4824.05,2026-02-13
PAY0239,INV0239,CUST0269,2026-04-09,8326.88,INR,Cashfree,GW-624635,Card,SUCCESS,GW-624635,8326.88,2026-04-09
PAY0240,INV0240,CUST0355,2026-02-11,4407.37,INR,Razorpay,GW-789485,Wallet,SUCCESS,GW-789485,4407.37,2026-02-11
PAY0241,INV0241,CUST0366,2026-02-23,3474.03,INR,Cashfree,GW-251626,Card,SUCCESS,GW-251626,3474.03,2026-02-23
PAY0242,INV0242,CUST0277,2026-04-19,41156.39,INR,Razorpay,GW-113122,Card,SUCCESS,GW-113122,41156.39,2026-04-19
PAY0243,INV0243,CUST0040,2026-05-10,48028.94,INR,Stripe,GW-245435,Wallet,SUCCESS,GW-245435,48028.94,2026-05-10
PAY0244,INV0244,CUST0287,2026-06-26,12051.05,INR,Cashfree,GW-485285,Card,SUCCESS,GW-485285,12051.05,2026-06-26
PAY0245,INV0245,CUST0279,2026-03-26,29743.06,INR,Stripe,GW-961913,Card,SUCCESS,GW-961913,29743.06,2026-03-26
PAY0246,INV0246,CUST0478,2026-02-07,185650.17,INR,Stripe,GW-486017,Card,SUCCESS,GW-486017,185650.17,2026-02-07
PAY0247,INV0247,CUST0227,2026-02-24,23747.55,INR,Razorpay,GW-986781,Card,SUCCESS,GW-986781,23747.55,2026-02-24
PAY0248,INV0248,CUST0050,2026-01-24,28855.4,INR,Razorpay,GW-623308,UPI,SUCCESS,GW-623308,28855.4,2026-01-24
PAY0249,INV0249,CUST0361,2026-06-22,30103.71,INR,PayU,GW-474474,NetBanking,SUCCESS,GW-474474,30103.71,2026-06-22
PAY0250,INV0250,CUST0278,2026-02-27,150144.42,INR,Stripe,GW-670372,Card,SUCCESS,GW-670372,150144.42,2026-02-27
PAY0251,INV0251,CUST0348,2026-01-17,41724.73,INR,Razorpay,GW-488654,Card,SUCCESS,GW-488654,41724.73,2026-01-17
PAY0252,INV0252,CUST0309,2026-04-13,138627.89,INR,PayU,GW-226703,Card,SUCCESS,GW-226703,138627.89,2026-04-13
PAY0253,INV0253,CUST0091,2026-05-02,18641.32,INR,Stripe,GW-982245,Wallet,SUCCESS,GW-982245,18641.32,2026-05-02
PAY0254,INV0254,CUST0357,2026-05-23,15489.47,INR,Cashfree,GW-352253,NetBanking,SUCCESS,GW-352253,15489.47,2026-05-23
PAY0255,INV0255,CUST0112,2026-02-02,3695.83,INR,Stripe,GW-235427,Wallet,SUCCESS,GW-235427,3695.83,2026-02-02
PAY0256,INV0256,CUST0176,2026-04-17,63575.63,INR,Cashfree,GW-240101,UPI,SUCCESS,GW-240101,63575.63,2026-04-17
PAY0257,INV0257,CUST0035,2026-02-05,23889.55,INR,Razorpay,GW-563019,Wallet,SUCCESS,GW-563019,23889.55,2026-02-05
PAY0258,INV0258,CUST0357,2026-04-13,20116.5,INR,Cashfree,GW-493557,UPI,SUCCESS,GW-493557,20116.5,2026-04-13
PAY0259,INV0259,CUST0092,2026-05-01,3150.05,INR,Razorpay,GW-492806,Wallet,SUCCESS,GW-492806,3150.05,2026-05-01
PAY0260,INV0260,CUST0373,2026-04-13,24387.94,INR,PayU,GW-429397,Card,SUCCESS,GW-429397,24387.94,2026-04-13
PAY0261,INV0261,CUST0024,2026-02-21,137122.77,INR,Razorpay,GW-594350,Card,SUCCESS,GW-594350,137122.77,2026-02-21
PAY0262,INV0262,CUST0264,2026-02-03,21919.58,INR,Razorpay,GW-256606,UPI,SUCCESS,GW-256606,21919.58,2026-02-03
PAY0263,INV0263,CUST0139,2026-01-06,47329.15,INR,Cashfree,GW-161726,Wallet,SUCCESS,GW-161726,47329.15,2026-01-06
PAY0264,INV0264,CUST0235,2026-04-17,27486.24,INR,Cashfree,GW-551335,NetBanking,SUCCESS,GW-551335,27486.24,2026-04-17
PAY0265,INV0265,CUST0242,2026-03-25,24771.31,INR,Stripe,GW-883075,Wallet,SUCCESS,GW-883075,24771.31,2026-03-25
PAY0266,INV0266,CUST0105,2026-05-05,34558.83,INR,Stripe,GW-642377,UPI,SUCCESS,GW-642377,34558.83,2026-05-05
PAY0267,INV0267,CUST0007,2026-02-25,98275.53,INR,Cashfree,GW-970806,Wallet,SUCCESS,GW-970806,98275.53,2026-02-25
PAY0268,INV0268,CUST0489,2026-05-17,194180.18,INR,Stripe,GW-145871,NetBanking,SUCCESS,GW-145871,194180.18,2026-05-17
PAY0269,INV0269,CUST0100,2026-06-27,122261.01,INR,Stripe,GW-639293,NetBanking,SUCCESS,GW-639293,122261.01,2026-06-27
PAY0270,INV0270,CUST0480,2026-06-20,72199.66,INR,Razorpay,GW-688090,NetBanking,SUCCESS,GW-688090,72199.66,2026-06-20
PAY0271,INV0271,CUST0064,2026-01-26,38099.72,INR,Stripe,GW-212015,UPI,SUCCESS,GW-212015,38099.72,2026-01-26
PAY0272,INV0272,CUST0119,2026-05-09,49091.55,INR,PayU,GW-690649,UPI,SUCCESS,GW-690649,49091.55,2026-05-09
PAY0273,INV0273,CUST0377,2026-01-19,4008.44,INR,PayU,GW-469270,UPI,SUCCESS,GW-469270,4008.44,2026-01-19
PAY0274,INV0274,CUST0312,2026-03-09,54760.9,INR,Stripe,GW-700145,UPI,SUCCESS,GW-700145,54760.9,2026-03-09
PAY0275,INV0275,CUST0242,2026-02-04,8051.17,INR,PayU,GW-998673,Card,SUCCESS,GW-998673,8051.17,2026-02-04
PAY0276,INV0276,CUST0038,2026-02-15,9781.68,INR,PayU,GW-977621,NetBanking,SUCCESS,GW-977621,9781.68,2026-02-15
PAY0277,INV0277,CUST0435,2026-05-25,87502.05,INR,Razorpay,GW-592537,Card,SUCCESS,GW-592537,87502.05,2026-05-25
PAY0278,INV0278,CUST0496,2026-03-23,70645.64,INR,Razorpay,GW-781570,Card,SUCCESS,GW-781570,70645.64,2026-03-23
PAY0279,INV0279,CUST0282,2026-06-11,14317.3,INR,Razorpay,GW-553405,UPI,SUCCESS,GW-553405,14317.3,2026-06-11
PAY0280,INV0280,CUST0462,2026-05-01,4017.37,INR,Stripe,GW-439293,Wallet,SUCCESS,GW-439293,4017.37,2026-05-01
PAY0281,INV0281,CUST0189,2026-02-10,67793.09,INR,Cashfree,GW-374761,UPI,SUCCESS,GW-374761,67793.09,2026-02-10
PAY0282,INV0282,CUST0491,2026-01-09,1597.25,INR,Cashfree,GW-510979,Card,SUCCESS,GW-510979,1597.25,2026-01-09
PAY0283,INV0283,CUST0222,2026-01-10,3201.68,INR,Razorpay,GW-756391,NetBanking,SUCCESS,GW-756391,3201.68,2026-01-10
PAY0284,INV0284,CUST0385,2026-05-14,65102.69,INR,PayU,GW-989404,Wallet,SUCCESS,GW-989404,65102.69,2026-05-14
PAY0285,INV0285,CUST0190,2026-06-09,18449.01,INR,Razorpay,GW-999555,Wallet,SUCCESS,GW-999555,18449.01,2026-06-09
PAY0286,INV0286,CUST0403,2026-02-01,12295.3,INR,Stripe,GW-DUP-0285,UPI,SUCCESS,GW-DUP-0285,12295.3,2026-02-01
PAY0287,INV0287,CUST0364,2026-06-21,4195.37,INR,PayU,GW-105812,Card,SUCCESS,GW-105812,4195.37,2026-06-21
PAY0288,INV0288,CUST0099,2026-01-08,8897.32,INR,Cashfree,GW-856303,Wallet,SUCCESS,GW-856303,8897.32,2026-01-08
PAY0289,INV0289,CUST0256,2026-06-11,31429.69,INR,Razorpay,GW-609954,UPI,SUCCESS,GW-609954,31429.69,2026-06-11
PAY0290,INV0290,CUST0327,2026-06-02,186879.35,INR,Razorpay,GW-433130,NetBanking,SUCCESS,GW-433130,186879.35,2026-06-02
PAY0291,INV0291,CUST0281,2026-02-14,113526.36,INR,Razorpay,GW-192260,UPI,SUCCESS,GW-192260,113526.36,2026-02-14
PAY0292,INV0292,CUST0146,2026-06-23,161561.97,INR,Cashfree,GW-833225,Card,SUCCESS,GW-833225,161561.97,2026-06-23
PAY0293,INV0293,CUST0096,2026-03-06,116355.12,INR,Cashfree,GW-825708,UPI,SUCCESS,GW-825708,116355.12,2026-03-06
PAY0294,INV0294,CUST0307,2026-04-30,197650.65,INR,PayU,GW-147284,Wallet,SUCCESS,GW-147284,197650.65,2026-04-30
PAY0295,INV0295,CUST0333,2026-05-29,12266.03,INR,Razorpay,GW-953354,NetBanking,SUCCESS,GW-953354,12266.03,2026-05-29
PAY0296,INV0296,CUST0317,2026-01-16,24427.77,INR,PayU,GW-168450,UPI,SUCCESS,GW-168450,24427.77,2026-01-16
PAY0297,INV0297,CUST0320,2026-04-06,2726.7,INR,Stripe,GW-994913,UPI,SUCCESS,GW-994913,2726.7,2026-04-06
PAY0298,INV0298,CUST0369,2026-04-22,44467.95,INR,PayU,GW-785803,UPI,SUCCESS,GW-785803,44467.95,2026-04-22
PAY0299,INV0299,CUST0213,2026-05-29,3659.99,INR,Cashfree,GW-457386,Card,SUCCESS,GW-457386,3659.99,2026-05-29
PAY0300,INV0300,CUST0459,2026-06-05,15214.19,INR,Razorpay,GW-547562,UPI,SUCCESS,GW-547562,15214.19,2026-06-05
PAY0301,INV0301,CUST0276,2026-04-16,3567.2,INR,Cashfree,GW-767571,Card,SUCCESS,GW-767571,3567.2,2026-04-16
PAY0302,INV0302,CUST0216,2026-06-11,43252.86,INR,Stripe,GW-438762,NetBanking,SUCCESS,GW-438762,43252.86,2026-06-11
PAY0303,INV0303,CUST0351,2026-03-26,18828.92,INR,PayU,GW-657714,NetBanking,SUCCESS,GW-657714,18828.92,2026-03-26
PAY0304,INV0304,CUST0167,2026-05-04,95623.01,INR,Razorpay,GW-975553,UPI,SUCCESS,GW-975553,95623.01,2026-05-04
PAY0305,INV0305,CUST0013,2026-04-05,75946.55,INR,Cashfree,GW-206571,Card,SUCCESS,GW-206571,75946.55,2026-04-05
PAY0306,INV0306,CUST0305,2026-05-06,3512.43,INR,PayU,GW-234896,Wallet,SUCCESS,GW-234896,3512.43,2026-05-06
PAY0307,INV0307,CUST0283,2026-01-14,51345.63,INR,Stripe,GW-373440,Card,SUCCESS,GW-373440,51345.63,2026-01-14
PAY0308,INV0308,CUST0415,2026-02-12,10587.51,INR,PayU,GW-978560,UPI,SUCCESS,GW-978560,10587.51,2026-02-12
PAY0309,INV0309,CUST0134,2026-06-16,3361.44,INR,Cashfree,GW-359449,Wallet,SUCCESS,GW-359449,3361.44,2026-06-16
PAY0310,INV0310,CUST0111,2026-03-13,4570.29,INR,Stripe,GW-491533,UPI,SUCCESS,GW-491533,4570.29,2026-03-13
PAY0311,INV0311,CUST0010,2026-04-19,34629.97,INR,Stripe,GW-DUP-0305,NetBanking,SUCCESS,GW-DUP-0305,34629.97,2026-04-19
PAY0312,INV0312,CUST0423,2026-02-01,173161.51,INR,Razorpay,GW-DUP-0306,Wallet,SUCCESS,GW-DUP-0306,173161.51,2026-02-01
PAY0313,INV0313,CUST0470,2026-01-18,91204.73,INR,Stripe,GW-250500,Wallet,SUCCESS,GW-250500,91204.73,2026-01-18
PAY0314,INV0314,CUST0392,2026-01-19,61403.4,INR,Cashfree,GW-746657,Card,SUCCESS,GW-746657,61403.4,2026-01-19
PAY0315,INV0315,CUST0319,2026-06-05,9384.65,INR,Cashfree,GW-307221,Wallet,SUCCESS,GW-307221,9384.65,2026-06-05
PAY0316,INV0316,CUST0017,2026-05-29,2505.09,INR,PayU,GW-716176,Card,SUCCESS,GW-716176,2505.09,2026-05-29
PAY0317,INV0317,CUST0007,2026-03-15,2922.25,INR,Stripe,GW-454831,NetBanking,SUCCESS,GW-454831,2922.25,2026-03-15
PAY0318,INV0318,CUST0347,2026-04-09,86065.84,INR,Razorpay,GW-692136,Card,SUCCESS,GW-692136,86065.84,2026-04-09
PAY0319,INV0319,CUST0075,2026-03-30,199489.06,INR,Razorpay,GW-933393,Card,SUCCESS,GW-933393,199489.06,2026-03-30
PAY0320,INV0320,CUST0133,2026-07-01,108467.95,INR,Stripe,GW-104159,NetBanking,SUCCESS,GW-104159,108467.95,2026-07-01
PAY0321,INV0321,CUST0398,2026-06-19,140726.92,INR,Cashfree,GW-348352,Card,SUCCESS,GW-348352,140726.92,2026-06-19
PAY0322,INV0322,CUST0266,2026-05-16,176303.9,INR,Stripe,GW-191681,Card,SUCCESS,GW-191681,176303.9,2026-05-16
PAY0323,INV0323,CUST0256,2026-04-19,79090.86,INR,Razorpay,GW-369406,Card,SUCCESS,GW-369406,79090.86,2026-04-19
PAY0324,INV0324,CUST0147,2026-06-21,3497.7,INR,Cashfree,GW-256127,UPI,SUCCESS,GW-256127,3497.7,2026-06-21
PAY0325,INV0325,CUST0395,2026-03-10,4822.63,INR,Stripe,GW-453985,Wallet,SUCCESS,GW-453985,4822.63,2026-03-10
PAY0326,INV0326,CUST0482,2026-05-02,889.27,INR,PayU,GW-320165,UPI,SUCCESS,GW-320165,889.27,2026-05-02
PAY0327,INV0327,CUST0335,2026-02-27,1871.84,INR,Stripe,GW-820595,NetBanking,SUCCESS,GW-820595,1871.84,2026-02-27
PAY0328,INV0328,CUST0415,2026-05-06,125593.84,INR,Cashfree,GW-540812,Wallet,SUCCESS,GW-540812,125593.84,2026-05-06
PAY0329,INV0329,CUST0066,2026-01-24,163172.97,INR,PayU,GW-426236,NetBanking,SUCCESS,GW-426236,163172.97,2026-01-24
PAY0330,INV0330,CUST0292,2026-04-06,154690.62,INR,Stripe,GW-491805,UPI,SUCCESS,GW-491805,154690.62,2026-04-06
PAY0331,INV0331,CUST0126,2026-06-13,72935.41,INR,Stripe,GW-995284,NetBanking,SUCCESS,GW-995284,72935.41,2026-06-13
PAY0332,INV0332,CUST0412,2026-04-24,4994.74,INR,Stripe,GW-362258,Wallet,SUCCESS,GW-362258,4994.74,2026-04-24
PAY0333,INV0333,CUST0321,2026-01-15,3536.78,INR,Razorpay,GW-126000,NetBanking,SUCCESS,GW-126000,3536.78,2026-01-15
PAY0334,INV0334,CUST0162,2026-04-06,2411.19,INR,Cashfree,GW-163644,Card,SUCCESS,GW-163644,2411.19,2026-04-06
PAY0335,INV0335,CUST0205,2026-04-25,112630.02,INR,Razorpay,GW-277360,UPI,SUCCESS,GW-277360,112630.02,2026-04-25
PAY0336,INV0336,CUST0177,2026-02-07,24764.81,INR,Stripe,GW-DUP-0332,UPI,SUCCESS,GW-DUP-0332,24764.81,2026-02-07
PAY0337,INV0337,CUST0076,2026-02-02,14243.4,INR,Cashfree,GW-982444,NetBanking,SUCCESS,GW-982444,14243.4,2026-02-02
PAY0338,INV0338,CUST0219,2026-03-04,3587.13,INR,Razorpay,GW-852843,Wallet,SUCCESS,GW-852843,3587.13,2026-03-04
PAY0339,INV0339,CUST0387,2026-03-11,2851.95,INR,Razorpay,GW-609142,Card,SUCCESS,GW-609142,2851.95,2026-03-11
PAY0340,INV0340,CUST0441,2026-03-02,40391.78,INR,Razorpay,GW-612452,Card,SUCCESS,GW-612452,40391.78,2026-03-02
PAY0341,INV0341,CUST0075,2026-04-24,69497.81,INR,Cashfree,GW-514560,NetBanking,SUCCESS,GW-514560,69497.81,2026-04-24
PAY0342,INV0342,CUST0059,2026-01-22,124401.11,INR,Cashfree,GW-984478,Wallet,SUCCESS,GW-984478,124401.11,2026-01-22
PAY0343,INV0343,CUST0375,2026-01-11,86750.03,INR,Razorpay,GW-570352,NetBanking,SUCCESS,GW-570352,86750.03,2026-01-11
PAY0344,INV0344,CUST0401,2026-04-16,76470.17,INR,PayU,GW-288438,NetBanking,SUCCESS,GW-288438,76470.17,2026-04-16
PAY0345,INV0345,CUST0278,2026-02-19,176273.22,INR,Cashfree,GW-337943,Wallet,SUCCESS,GW-337943,176273.22,2026-02-19
PAY0346,INV0346,CUST0019,2026-03-21,23098.14,INR,Razorpay,GW-641365,UPI,SUCCESS,GW-641365,23098.14,2026-03-21
PAY0347,INV0347,CUST0213,2026-02-10,171371.15,INR,PayU,GW-957545,UPI,SUCCESS,GW-957545,171371.15,2026-02-10
PAY0348,INV0348,CUST0025,2026-06-05,58914.36,INR,PayU,GW-650318,Card,SUCCESS,GW-650318,58914.36,2026-06-05
PAY0349,INV0349,CUST0061,2026-03-28,1336.5,INR,Razorpay,GW-DUP-0343,Wallet,SUCCESS,GW-DUP-0343,1336.5,2026-03-28
PAY0350,INV0350,CUST0011,2026-03-17,19074.74,INR,PayU,GW-988946,UPI,SUCCESS,GW-988946,19074.74,2026-03-17
PAY0351,INV0351,CUST0500,2026-04-29,70124.9,INR,Cashfree,GW-274477,Card,SUCCESS,GW-274477,70124.9,2026-04-29
PAY0352,INV0352,CUST0348,2026-01-04,1115.07,INR,Cashfree,GW-699552,NetBanking,SUCCESS,GW-699552,1115.07,2026-01-04
PAY0353,INV0353,CUST0130,2026-02-01,61443.3,INR,Razorpay,GW-327582,Card,SUCCESS,GW-327582,61443.3,2026-02-01
PAY0354,INV0354,CUST0275,2026-06-12,105372.26,INR,Stripe,GW-661921,NetBanking,SUCCESS,GW-661921,105372.26,2026-06-12
PAY0355,INV0355,CUST0045,2026-05-06,14579.87,INR,PayU,GW-569040,NetBanking,SUCCESS,GW-569040,14579.87,2026-05-06
PAY0356,INV0356,CUST0050,2026-06-17,120103.35,INR,Stripe,GW-341794,UPI,SUCCESS,GW-341794,120103.35,2026-06-17
PAY0357,INV0357,CUST0137,2026-02-13,106877.3,INR,PayU,GW-947585,UPI,SUCCESS,GW-947585,106877.3,2026-02-13
PAY0358,INV0358,CUST0032,2026-04-25,11445.87,INR,PayU,GW-811789,Wallet,SUCCESS,GW-811789,11445.87,2026-04-25
PAY0359,INV0359,CUST0196,2026-04-09,174890.36,INR,PayU,GW-787573,Card,SUCCESS,GW-787573,174890.36,2026-04-09
PAY0360,INV0360,CUST0224,2026-03-17,23134.81,INR,Razorpay,GW-DUP-0359,Card,SUCCESS,GW-DUP-0359,23134.81,2026-03-17
PAY0361,INV0361,CUST0198,2026-06-13,45524.93,INR,PayU,GW-673901,Wallet,SUCCESS,GW-673901,45524.93,2026-06-13
PAY0362,INV0362,CUST0105,2026-06-19,4429.92,INR,Razorpay,GW-309139,NetBanking,SUCCESS,GW-309139,4429.92,2026-06-19
PAY0363,INV0363,CUST0370,2026-01-29,4321.17,INR,PayU,GW-928453,NetBanking,SUCCESS,GW-928453,4321.17,2026-01-29
PAY0364,INV0364,CUST0262,2026-03-26,123477.61,INR,Cashfree,GW-817784,Card,SUCCESS,GW-817784,123477.61,2026-03-26
PAY0365,INV0365,CUST0459,2026-02-13,18880.38,INR,Stripe,GW-278529,NetBanking,SUCCESS,GW-278529,18880.38,2026-02-13
PAY0366,INV0366,CUST0016,2026-04-23,8836.65,INR,Cashfree,GW-348981,Wallet,SUCCESS,GW-348981,8836.65,2026-04-23
PAY0367,INV0367,CUST0464,2026-03-29,37324.67,INR,Stripe,GW-342244,UPI,SUCCESS,GW-342244,37324.67,2026-03-29
PAY0368,INV0368,CUST0485,2026-03-25,106043.51,INR,Razorpay,GW-531058,Wallet,SUCCESS,GW-531058,106043.51,2026-03-25
PAY0369,INV0369,CUST0170,2026-04-15,2411.31,INR,Stripe,GW-903837,UPI,SUCCESS,GW-903837,2411.31,2026-04-15
PAY0370,INV0370,CUST0050,2026-01-12,77794.24,INR,Razorpay,GW-684780,Card,SUCCESS,GW-684780,77794.24,2026-01-12
PAY0371,INV0371,CUST0231,2026-05-28,2035.99,INR,PayU,GW-897451,UPI,SUCCESS,GW-897451,2035.99,2026-05-28
PAY0372,INV0372,CUST0217,2026-04-08,65174.03,INR,PayU,GW-432056,Wallet,SUCCESS,GW-432056,65174.03,2026-04-08
PAY0373,INV0373,CUST0383,2026-04-24,31884.5,INR,Razorpay,GW-937533,Wallet,SUCCESS,GW-937533,31884.5,2026-04-24
PAY0374,INV0374,CUST0387,2026-01-08,14186.74,INR,PayU,GW-352436,Card,FAILED,GW-352436,14186.74,2026-01-08
PAY0375,INV0375,CUST0306,2026-04-02,1388.32,INR,Cashfree,GW-802146,Card,SUCCESS,GW-802146,1388.32,2026-04-02
PAY0376,INV0376,CUST0007,2026-03-30,2403.51,INR,Razorpay,GW-465528,Card,SUCCESS,GW-465528,2403.51,2026-03-30
PAY0377,INV0377,CUST0110,2026-04-04,133266.2,INR,Razorpay,GW-996416,NetBanking,SUCCESS,GW-996416,133266.2,2026-04-04
PAY0378,INV0378,CUST0404,2026-06-07,3166.92,INR,Stripe,GW-465618,Card,SUCCESS,GW-465618,3166.92,2026-06-07
PAY0379,INV0379,CUST0410,2026-04-19,21415.38,INR,Razorpay,GW-385914,Wallet,SUCCESS,GW-385914,21415.38,2026-04-19
