transaction_id,payment_id,final_status,reason,amount_match,date_match,ledger_found,ledger_status,payment_status,date_difference,amount_difference,absolute_amount_difference,date_diff,exception_type,date_severity,risk_level,recommended_action,is_exception
TXN0119,PAY0119,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0120,PAY0120,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0121,PAY0121,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0122,PAY0122,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0123,PAY0123,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0124,PAY0124,DATE_MISMATCH,Bank transaction date differs from payment date by 42 days,True,False,True,POSTED,SUCCESS,42.0,0.0,0.0,42.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True
TXN0125,PAY0125,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0126,PAY0126,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0127,PAY0127,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0128,PAY0128,DATE_MISMATCH,Bank transaction date differs from payment date by 15 days,True,False,True,POSTED,SUCCESS,15.0,0.0,0.0,15.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True
TXN0129,PAY0129,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0130,PAY0130,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0,3.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True
TXN0131,PAY0131,DATE_MISMATCH,Bank transaction date differs from payment date by 23 days,True,False,True,POSTED,SUCCESS,23.0,0.0,0.0,23.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True
TXN0132,PAY0132,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0133,PAY0133,PAYMENT_FAILED,Payment gateway status is FAILED,True,True,True,POSTED,FAILED,0.0,0.0,0.0,0.0,PAYMENT_FAILED,NOT_APPLICABLE,HIGH,INVESTIGATE_FAILED_PAYMENT,True
TXN0134,PAY0134,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0135,PAY0135,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0136,PAY0136,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0137,PAY0137,PAYMENT_REFUNDED,Payment gateway status is REFUNDED,True,True,True,POSTED,REFUNDED,0.0,0.0,0.0,0.0,PAYMENT_REFUNDED,NOT_APPLICABLE,HIGH,REVIEW_REFUND,True
TXN0138,PAY0138,DATE_MISMATCH,Bank transaction date differs from payment date by 7 days,True,False,True,POSTED,SUCCESS,7.0,0.0,0.0,7.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True
TXN0139,PAY0139,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0140,PAY0140,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0141,PAY0141,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0142,PAY0142,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0143,PAY0143,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0144,PAY0144,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0145,PAY0145,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0146,PAY0146,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0147,PAY0147,DATE_MISMATCH,Bank transaction date differs from payment date by 29 days,True,False,True,POSTED,SUCCESS,29.0,0.0,0.0,29.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True
TXN0148,PAY0148,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0149,PAY0149,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0150,PAY0333,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True
TXN0151,PAY0151,DATE_MISMATCH,Bank transaction date differs from payment date by 143 days,True,False,True,POSTED,SUCCESS,143.0,0.0,0.0,143.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True
TXN0152,PAY0355,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True
TXN0153,PAY0153,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0154,PAY0154,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0155,PAY0155,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0156,PAY0156,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0157,PAY0157,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0,3.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True
TXN0158,PAY0158,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0159,PAY0159,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0160,PAY0160,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0161,PAY0161,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0162,PAY0162,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0163,PAY0163,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0164,PAY0164,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0,4.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True
TXN0165,PAY0165,DATE_MISMATCH,Bank transaction date differs from payment date by 27 days,True,False,True,POSTED,SUCCESS,27.0,0.0,0.0,27.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True
TXN0166,PAY0166,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0167,PAY0167,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0168,PAY0168,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0169,PAY0169,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0170,PAY0170,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0171,PAY0171,DATE_MISMATCH,Bank transaction date differs from payment date by 17 days,True,False,True,POSTED,SUCCESS,17.0,0.0,0.0,17.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True
TXN0172,PAY0172,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0173,PAY0173,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0174,PAY0174,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0175,PAY0175,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0176,PAY0176,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True
TXN0177,PAY0177,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0178,PAY0178,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0179,PAY0179,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0180,PAY0180,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0181,PAY0181,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0182,PAY0182,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0183,PAY0183,DATE_MISMATCH,Bank transaction date differs from payment date by 7 days,True,False,True,POSTED,SUCCESS,7.0,0.0,0.0,7.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True
TXN0184,PAY0184,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0185,PAY0185,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0186,PAY0186,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0187,PAY0187,DATE_MISMATCH,Bank transaction date differs from payment date by 122 days,True,False,True,POSTED,SUCCESS,122.0,0.0,0.0,122.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True
TXN0188,PAY0188,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0189,PAY0189,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0190,PAY0190,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0191,PAY0191,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0192,PAY0192,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0193,PAY0193,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0194,PAY0194,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0195,PAY0195,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True
TXN0196,PAY0196,DATE_MISMATCH,Bank transaction date differs from payment date by 48 days,True,False,True,POSTED,SUCCESS,48.0,0.0,0.0,48.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True
TXN0197,PAY0197,DATE_MISMATCH,Bank transaction date differs from payment date by 74 days,True,False,True,POSTED,SUCCESS,74.0,0.0,0.0,74.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True
TXN0198,PAY0198,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0199,PAY0199,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0200,PAY0200,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0201,PAY0201,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0202,PAY0202,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0203,PAY0203,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0204,PAY0204,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0205,PAY0205,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0206,PAY0206,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0207,PAY0315,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True
TXN0208,PAY0208,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0209,PAY0209,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0210,PAY0210,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0,5.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True
TXN0211,PAY0211,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0212,PAY0212,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0213,PAY0213,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0214,PAY0214,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0215,PAY0215,DATE_MISMATCH,Bank transaction date differs from payment date by 128 days,True,False,True,POSTED,SUCCESS,128.0,0.0,0.0,128.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True
TXN0216,PAY0216,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0217,PAY0217,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0,5.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True
TXN0218,PAY0218,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0219,PAY0219,DATE_MISMATCH,Bank transaction date differs from payment date by 16 days,True,False,True,POSTED,SUCCESS,16.0,0.0,0.0,16.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True
TXN0220,PAY0220,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0221,PAY0221,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0222,PAY0222,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0223,PAY0223,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0,3.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True
TXN0224,PAY0224,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0225,PAY0225,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True
TXN0226,PAY0226,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0,4.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True
TXN0227,PAY0227,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0228,PAY0228,DATE_MISMATCH,Bank transaction date differs from payment date by 118 days,True,False,True,POSTED,SUCCESS,118.0,0.0,0.0,118.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True
TXN0229,PAY0229,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0230,PAY0230,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,,,AMOUNT_MISMATCH,NOT_APPLICABLE,HIGH,INVESTIGATE_AMOUNT_DIFFERENCE,True
TXN0231,PAY0231,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0232,PAY0232,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True
TXN0233,PAY0233,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,,,AMOUNT_MISMATCH,NOT_APPLICABLE,HIGH,INVESTIGATE_AMOUNT_DIFFERENCE,True
TXN0234,PAY0234,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True
TXN0235,PAY0235,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0236,PAY0236,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
TXN0237,PAY0237,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False
