invoice_id,customer_id,invoice_date,due_date,invoice_amount,currency,description,invoice_status,normalized_invoice_amount,normalized_invoice_date,normalized_due_date
INV0209,CUST0091,2026-04-19,2026-05-04,52001.56,INR,Cloud Infrastructure Hosting,Paid,52001.56,2026-04-19,2026-05-04
INV0210,CUST0081,2026-04-06,2026-05-21,107037.54,INR,Cloud Infrastructure Hosting,Paid,107037.54,2026-04-06,2026-05-21
INV0211,CUST0355,2026-04-20,2026-05-05,5587.29,INR,Enterprise License Fee,Paid,5587.29,2026-04-20,2026-05-05
INV0212,CUST0167,2026-01-01,2026-01-31,1667.35,INR,Cloud Infrastructure Hosting,Paid,1667.35,2026-01-01,2026-01-31
INV0213,CUST0353,2026-01-24,2026-02-23,20671.38,INR,API Integration Fee,Paid,20671.38,2026-01-24,2026-02-23
INV0214,CUST0154,2026-05-09,2026-06-08,6641.4,INR,Data Analytics Module,Paid,6641.4,2026-05-09,2026-06-08
INV0215,CUST0450,2026-04-22,2026-06-06,1955.29,INR,Data Analytics Module,Paid,1955.29,2026-04-22,2026-06-06
INV0216,CUST0129,2026-03-04,2026-03-19,57042.08,INR,Cloud Infrastructure Hosting,Paid,57042.08,2026-03-04,2026-03-19
INV0217,CUST0228,2026-04-20,2026-05-20,115503.4,INR,SaaS Subscription,Paid,115503.4,2026-04-20,2026-05-20
INV0218,CUST0027,2026-04-16,2026-05-16,29654.74,INR,Cloud Infrastructure Hosting,Paid,29654.74,2026-04-16,2026-05-16
INV0219,CUST0479,2026-03-28,2026-04-12,13609.14,INR,Logistics & Freight Services,Paid,13609.14,2026-03-28,2026-04-12
INV0220,CUST0296,2026-06-03,2026-07-18,15777.92,INR,Annual Maintenance Contract,Paid,15777.92,2026-06-03,2026-07-18
INV0221,CUST0304,2026-06-29,2026-08-13,199589.19,INR,Cybersecurity Audit,Paid,199589.19,2026-06-29,2026-08-13
INV0222,CUST0106,2026-05-25,2026-07-09,32235.72,INR,API Integration Fee,Paid,32235.72,2026-05-25,2026-07-09
INV0223,CUST0330,2026-03-05,2026-03-20,146872.62,INR,API Integration Fee,Paid,146872.62,2026-03-05,2026-03-20
INV0224,CUST0462,2026-01-20,2026-02-04,52401.19,INR,Data Analytics Module,Paid,52401.19,2026-01-20,2026-02-04
INV0225,CUST0245,2026-04-11,2026-05-26,45896.26,INR,Enterprise License Fee,Paid,45896.26,2026-04-11,2026-05-26
INV0226,CUST0369,2026-01-20,2026-03-06,37762.63,INR,Enterprise License Fee,Paid,37762.63,2026-01-20,2026-03-06
INV0227,CUST0114,2026-01-08,2026-01-23,182548.34,INR,SaaS Subscription,Paid,182548.34,2026-01-08,2026-01-23
INV0228,CUST0334,2026-02-25,2026-03-27,4879.34,INR,API Integration Fee,Paid,4879.34,2026-02-25,2026-03-27
INV0229,CUST0161,2026-03-31,2026-04-15,20254.4,INR,Cybersecurity Audit,Paid,20254.4,2026-03-31,2026-04-15
INV0230,CUST0273,2026-04-14,2026-04-29,116058.08,INR,Data Analytics Module,Paid,116058.08,2026-04-14,2026-04-29
INV0231,CUST0074,2026-01-30,2026-02-14,58488.81,INR,API Integration Fee,Paid,58488.81,2026-01-30,2026-02-14
INV0232,CUST0404,2026-05-27,2026-06-26,59317.15,INR,Logistics & Freight Services,Paid,59317.15,2026-05-27,2026-06-26
INV0233,CUST0129,2026-03-02,2026-04-01,170213.38,INR,Annual Maintenance Contract,Paid,170213.38,2026-03-02,2026-04-01
INV0234,CUST0287,2026-01-17,2026-03-03,161533.75,INR,Annual Maintenance Contract,Paid,161533.75,2026-01-17,2026-03-03
INV0235,CUST0199,2026-03-06,2026-04-20,124445.06,INR,Enterprise License Fee,Paid,124445.06,2026-03-06,2026-04-20
INV0236,CUST0164,2026-06-06,2026-06-21,6106.33,INR,Cloud Infrastructure Hosting,Paid,6106.33,2026-06-06,2026-06-21
INV0237,CUST0454,2026-05-17,2026-07-01,13512.68,INR,Enterprise License Fee,Paid,13512.68,2026-05-17,2026-07-01
INV0238,CUST0217,2026-02-13,2026-03-30,4824.05,INR,API Integration Fee,Paid,4824.05,2026-02-13,2026-03-30
INV0239,CUST0269,2026-04-06,2026-04-21,8326.88,INR,Annual Maintenance Contract,Paid,8326.88,2026-04-06,2026-04-21
INV0240,CUST0355,2026-02-06,2026-03-23,4407.37,INR,Cloud Infrastructure Hosting,Partially_Paid,4407.37,2026-02-06,2026-03-23
INV0241,CUST0366,2026-02-19,2026-03-21,3474.03,INR,IT Consulting Services,Paid,3474.03,2026-02-19,2026-03-21
INV0242,CUST0277,2026-04-18,2026-05-03,41156.39,INR,Annual Maintenance Contract,Paid,41156.39,2026-04-18,2026-05-03
INV0243,CUST0040,2026-05-06,2026-05-21,48028.94,INR,Annual Maintenance Contract,Paid,48028.94,2026-05-06,2026-05-21
INV0244,CUST0287,2026-06-25,2026-08-09,12051.05,INR,Data Analytics Module,Paid,12051.05,2026-06-25,2026-08-09
INV0245,CUST0279,2026-03-22,2026-05-06,29743.06,INR,SaaS Subscription,Paid,29743.06,2026-03-22,2026-05-06
INV0246,CUST0478,2026-02-03,2026-03-05,185650.17,INR,Digital Marketing Campaign,Paid,185650.17,2026-02-03,2026-03-05
INV0247,CUST0227,2026-02-22,2026-03-24,23747.55,INR,Digital Marketing Campaign,Paid,23747.55,2026-02-22,2026-03-24
INV0248,CUST0050,2026-01-24,2026-02-08,28855.4,INR,Digital Marketing Campaign,Paid,28855.4,2026-01-24,2026-02-08
INV0249,CUST0361,2026-06-21,2026-08-05,30103.71,INR,Cybersecurity Audit,Paid,30103.71,2026-06-21,2026-08-05
INV0250,CUST0278,2026-02-25,2026-04-11,150144.42,INR,Data Analytics Module,Paid,150144.42,2026-02-25,2026-04-11
INV0251,CUST0348,2026-01-15,2026-01-30,41724.73,INR,Data Analytics Module,Paid,41724.73,2026-01-15,2026-01-30
INV0252,CUST0309,2026-04-08,2026-05-08,138627.89,INR,Cloud Infrastructure Hosting,Paid,138627.89,2026-04-08,2026-05-08
INV0253,CUST0091,2026-05-01,2026-05-31,18641.32,INR,Annual Maintenance Contract,Paid,18641.32,2026-05-01,2026-05-31
INV0254,CUST0357,2026-05-19,2026-06-03,15489.47,INR,Logistics & Freight Services,Paid,15489.47,2026-05-19,2026-06-03
INV0255,CUST0112,2026-02-01,2026-02-16,3695.83,INR,Data Analytics Module,Paid,3695.83,2026-02-01,2026-02-16
INV0256,CUST0176,2026-04-14,2026-05-14,63575.63,INR,API Integration Fee,Paid,63575.63,2026-04-14,2026-05-14
INV0257,CUST0035,2026-02-03,2026-03-05,23889.55,INR,Cybersecurity Audit,Paid,23889.55,2026-02-03,2026-03-05
INV0258,CUST0357,2026-04-09,2026-05-09,20116.5,INR,Cloud Infrastructure Hosting,Paid,20116.5,2026-04-09,2026-05-09
INV0259,CUST0092,2026-04-30,2026-06-14,3150.05,INR,Cloud Infrastructure Hosting,Paid,3150.05,2026-04-30,2026-06-14
INV0260,CUST0373,2026-04-12,2026-04-27,24387.94,INR,Cloud Infrastructure Hosting,Paid,24387.94,2026-04-12,2026-04-27
INV0261,CUST0024,2026-02-19,2026-03-06,137122.77,INR,SaaS Subscription,Paid,137122.77,2026-02-19,2026-03-06
INV0262,CUST0264,2026-02-02,2026-03-19,21919.58,INR,Annual Maintenance Contract,Paid,21919.58,2026-02-02,2026-03-19
INV0263,CUST0139,2026-01-04,2026-02-03,47329.15,INR,Data Analytics Module,Paid,47329.15,2026-01-04,2026-02-03
INV0264,CUST0235,2026-04-13,2026-05-28,27486.24,INR,Logistics & Freight Services,Paid,27486.24,2026-04-13,2026-05-28
INV0265,CUST0242,2026-03-23,2026-04-07,24771.31,INR,Cybersecurity Audit,Paid,24771.31,2026-03-23,2026-04-07
INV0266,CUST0105,2026-05-02,2026-05-17,34558.83,INR,Data Analytics Module,Paid,34558.83,2026-05-02,2026-05-17
INV0267,CUST0007,2026-02-24,2026-04-10,98275.53,INR,Data Analytics Module,Paid,98275.53,2026-02-24,2026-04-10
INV0268,CUST0489,2026-05-14,2026-06-28,194180.18,INR,IT Consulting Services,Paid,194180.18,2026-05-14,2026-06-28
INV0269,CUST0100,2026-06-23,2026-07-23,122261.01,INR,SaaS Subscription,Paid,122261.01,2026-06-23,2026-07-23
INV0270,CUST0480,2026-06-19,2026-07-04,72199.66,INR,API Integration Fee,Paid,72199.66,2026-06-19,2026-07-04
INV0271,CUST0064,2026-01-25,2026-02-24,38099.72,INR,Cybersecurity Audit,Paid,38099.72,2026-01-25,2026-02-24
INV0272,CUST0119,2026-05-08,2026-06-07,49091.55,INR,Cybersecurity Audit,Paid,49091.55,2026-05-08,2026-06-07
INV0273,CUST0377,2026-01-19,2026-02-03,4008.44,INR,IT Consulting Services,Paid,4008.44,2026-01-19,2026-02-03
INV0274,CUST0312,2026-03-08,2026-04-07,54760.9,INR,Data Analytics Module,Paid,54760.9,2026-03-08,2026-04-07
INV0275,CUST0242,2026-02-02,2026-03-19,8051.17,INR,Data Analytics Module,Paid,8051.17,2026-02-02,2026-03-19
INV0276,CUST0038,2026-02-13,2026-03-15,9781.68,INR,Cloud Infrastructure Hosting,Paid,9781.68,2026-02-13,2026-03-15
INV0277,CUST0435,2026-05-22,2026-06-06,87502.05,INR,Digital Marketing Campaign,Paid,87502.05,2026-05-22,2026-06-06
INV0278,CUST0496,2026-03-23,2026-05-07,70645.64,INR,Annual Maintenance Contract,Paid,70645.64,2026-03-23,2026-05-07
INV0279,CUST0282,2026-06-09,2026-07-24,14317.3,INR,Cloud Infrastructure Hosting,Paid,14317.3,2026-06-09,2026-07-24
INV0280,CUST0462,2026-04-29,2026-06-13,4017.37,INR,Logistics & Freight Services,Paid,4017.37,2026-04-29,2026-06-13
INV0281,CUST0189,2026-02-09,2026-03-26,67793.09,INR,API Integration Fee,Paid,67793.09,2026-02-09,2026-03-26
INV0282,CUST0491,2026-01-09,2026-01-24,1597.25,INR,Digital Marketing Campaign,Paid,1597.25,2026-01-09,2026-01-24
INV0283,CUST0222,2026-01-08,2026-01-23,3201.68,INR,IT Consulting Services,Paid,3201.68,2026-01-08,2026-01-23
INV0284,CUST0385,2026-05-13,2026-05-28,65102.69,INR,Data Analytics Module,Paid,65102.69,2026-05-13,2026-05-28
INV0285,CUST0190,2026-06-07,2026-06-22,18449.01,INR,Cloud Infrastructure Hosting,Paid,18449.01,2026-06-07,2026-06-22
INV0286,CUST0403,2026-01-30,2026-02-14,12295.3,INR,Digital Marketing Campaign,Paid,12295.3,2026-01-30,2026-02-14
INV0287,CUST0364,2026-06-19,2026-08-03,4195.37,INR,Digital Marketing Campaign,Paid,4195.37,2026-06-19,2026-08-03
INV0288,CUST0099,2026-01-07,2026-02-21,8897.32,INR,Annual Maintenance Contract,Paid,8897.32,2026-01-07,2026-02-21
INV0289,CUST0256,2026-06-10,2026-06-25,31429.69,INR,Cybersecurity Audit,Paid,31429.69,2026-06-10,2026-06-25
INV0290,CUST0327,2026-05-29,2026-06-28,186879.35,INR,Data Analytics Module,Paid,186879.35,2026-05-29,2026-06-28
INV0291,CUST0281,2026-02-14,2026-03-31,113526.36,INR,IT Consulting Services,Paid,113526.36,2026-02-14,2026-03-31
INV0292,CUST0146,2026-06-23,2026-08-07,161561.97,INR,Digital Marketing Campaign,Partially_Paid,161561.97,2026-06-23,2026-08-07
INV0293,CUST0096,2026-03-02,2026-04-16,116355.12,INR,Annual Maintenance Contract,Paid,116355.12,2026-03-02,2026-04-16
INV0294,CUST0307,2026-04-30,2026-05-15,197650.65,INR,Cloud Infrastructure Hosting,Paid,197650.65,2026-04-30,2026-05-15
INV0295,CUST0333,2026-05-29,2026-06-28,12266.03,INR,Logistics & Freight Services,Paid,12266.03,2026-05-29,2026-06-28
INV0296,CUST0317,2026-01-14,2026-02-28,24427.77,INR,API Integration Fee,Paid,24427.77,2026-01-14,2026-02-28
INV0297,CUST0320,2026-04-01,2026-05-16,2726.7,INR,Cloud Infrastructure Hosting,Paid,2726.7,2026-04-01,2026-05-16
INV0298,CUST0369,2026-04-19,2026-06-03,44467.95,INR,IT Consulting Services,Paid,44467.95,2026-04-19,2026-06-03
INV0299,CUST0213,2026-05-27,2026-06-11,3659.99,INR,Enterprise License Fee,Paid,3659.99,2026-05-27,2026-06-11
INV0300,CUST0459,2026-05-31,2026-07-15,15214.19,INR,Logistics & Freight Services,Paid,15214.19,2026-05-31,2026-07-15
INV0301,CUST0276,2026-04-16,2026-05-31,3567.2,INR,SaaS Subscription,Paid,3567.2,2026-04-16,2026-05-31
INV0302,CUST0216,2026-06-11,2026-07-11,43252.86,INR,Logistics & Freight Services,Paid,43252.86,2026-06-11,2026-07-11
INV0303,CUST0351,2026-03-24,2026-04-23,18828.92,INR,Logistics & Freight Services,Paid,18828.92,2026-03-24,2026-04-23
INV0304,CUST0167,2026-05-01,2026-05-31,95623.01,INR,Digital Marketing Campaign,Paid,95623.01,2026-05-01,2026-05-31
INV0305,CUST0013,2026-04-01,2026-04-16,75946.55,INR,Logistics & Freight Services,Paid,75946.55,2026-04-01,2026-04-16
INV0306,CUST0305,2026-05-03,2026-05-18,3512.43,INR,API Integration Fee,Paid,3512.43,2026-05-03,2026-05-18
INV0307,CUST0283,2026-01-14,2026-01-29,51345.63,INR,Digital Marketing Campaign,Paid,51345.63,2026-01-14,2026-01-29
INV0308,CUST0415,2026-02-09,2026-03-26,10587.51,INR,IT Consulting Services,Paid,10587.51,2026-02-09,2026-03-26
INV0309,CUST0134,2026-06-14,2026-07-29,3361.44,INR,Logistics & Freight Services,Paid,3361.44,2026-06-14,2026-07-29
INV0310,CUST0111,2026-03-10,2026-04-24,4570.29,INR,Cloud Infrastructure Hosting,Paid,4570.29,2026-03-10,2026-04-24
INV0311,CUST0010,2026-04-17,2026-05-02,34629.97,INR,Data Analytics Module,Paid,34629.97,2026-04-17,2026-05-02
INV0312,CUST0423,2026-02-01,2026-03-03,173161.51,INR,Digital Marketing Campaign,Paid,173161.51,2026-02-01,2026-03-03
INV0313,CUST0470,2026-01-17,2026-02-01,91204.73,INR,Logistics & Freight Services,Paid,91204.73,2026-01-17,2026-02-01
INV0314,CUST0392,2026-01-17,2026-03-03,61403.4,INR,Enterprise License Fee,Paid,61403.4,2026-01-17,2026-03-03
INV0315,CUST0319,2026-06-05,2026-07-20,9384.65,INR,IT Consulting Services,Paid,9384.65,2026-06-05,2026-07-20
INV0316,CUST0017,2026-05-26,2026-06-10,2505.09,INR,API Integration Fee,Paid,2505.09,2026-05-26,2026-06-10
INV0317,CUST0007,2026-03-11,2026-04-10,2922.25,INR,IT Consulting Services,Paid,2922.25,2026-03-11,2026-04-10
INV0318,CUST0347,2026-04-09,2026-05-09,86065.84,INR,IT Consulting Services,Paid,86065.84,2026-04-09,2026-05-09
INV0319,CUST0075,2026-03-26,2026-04-10,199489.06,INR,Enterprise License Fee,Paid,199489.06,2026-03-26,2026-04-10
INV0320,CUST0133,2026-06-30,2026-07-15,108467.95,INR,Cybersecurity Audit,Paid,108467.95,2026-06-30,2026-07-15
INV0321,CUST0398,2026-06-14,2026-06-29,140726.92,INR,Cybersecurity Audit,Paid,140726.92,2026-06-14,2026-06-29
INV0322,CUST0266,2026-05-13,2026-06-12,176303.9,INR,IT Consulting Services,Paid,176303.9,2026-05-13,2026-06-12
INV0323,CUST0256,2026-04-17,2026-05-17,79090.86,INR,SaaS Subscription,Paid,79090.86,2026-04-17,2026-05-17
INV0324,CUST0147,2026-06-17,2026-08-01,3497.7,INR,IT Consulting Services,Paid,3497.7,2026-06-17,2026-08-01
INV0325,CUST0395,2026-03-10,2026-03-25,4822.63,INR,Logistics & Freight Services,Paid,4822.63,2026-03-10,2026-03-25
INV0326,CUST0482,2026-05-02,2026-06-01,889.27,INR,Annual Maintenance Contract,Paid,889.27,2026-05-02,2026-06-01
INV0327,CUST0335,2026-02-27,2026-03-14,1871.84,INR,Logistics & Freight Services,Paid,1871.84,2026-02-27,2026-03-14
INV0328,CUST0415,2026-05-02,2026-06-01,125593.84,INR,Logistics & Freight Services,Paid,125593.84,2026-05-02,2026-06-01
INV0329,CUST0066,2026-01-23,2026-02-07,163172.97,INR,Data Analytics Module,Paid,163172.97,2026-01-23,2026-02-07
INV0330,CUST0292,2026-04-01,2026-05-16,154690.62,INR,API Integration Fee,Paid,154690.62,2026-04-01,2026-05-16
INV0331,CUST0126,2026-06-13,2026-07-28,72935.41,INR,Data Analytics Module,Paid,72935.41,2026-06-13,2026-07-28
INV0332,CUST0412,2026-04-21,2026-05-06,4994.74,INR,IT Consulting Services,Paid,4994.74,2026-04-21,2026-05-06
INV0333,CUST0321,2026-01-14,2026-02-28,3536.78,INR,IT Consulting Services,Paid,3536.78,2026-01-14,2026-02-28
INV0334,CUST0162,2026-04-03,2026-05-03,2411.19,INR,SaaS Subscription,Paid,2411.19,2026-04-03,2026-05-03
INV0335,CUST0205,2026-04-23,2026-05-08,112630.02,INR,API Integration Fee,Paid,112630.02,2026-04-23,2026-05-08
INV0336,CUST0177,2026-02-02,2026-02-17,24764.81,INR,SaaS Subscription,Paid,24764.81,2026-02-02,2026-02-17
INV0337,CUST0076,2026-02-02,2026-03-19,14243.4,INR,API Integration Fee,Partially_Paid,14243.4,2026-02-02,2026-03-19
INV0338,CUST0219,2026-03-03,2026-04-17,3587.13,INR,Data Analytics Module,Paid,3587.13,2026-03-03,2026-04-17
INV0339,CUST0387,2026-03-08,2026-04-22,2851.95,INR,Logistics & Freight Services,Paid,2851.95,2026-03-08,2026-04-22
INV0340,CUST0441,2026-02-27,2026-04-13,40391.78,INR,Digital Marketing Campaign,Paid,40391.78,2026-02-27,2026-04-13
INV0341,CUST0075,2026-04-24,2026-05-24,69497.81,INR,API Integration Fee,Paid,69497.81,2026-04-24,2026-05-24
INV0342,CUST0059,2026-01-19,2026-02-18,124401.11,INR,Annual Maintenance Contract,Paid,124401.11,2026-01-19,2026-02-18
INV0343,CUST0375,2026-01-09,2026-02-08,86750.03,INR,API Integration Fee,Paid,86750.03,2026-01-09,2026-02-08
INV0344,CUST0401,2026-04-16,2026-05-01,76470.17,INR,Data Analytics Module,Paid,76470.17,2026-04-16,2026-05-01
INV0345,CUST0278,2026-02-16,2026-04-02,176273.22,INR,Digital Marketing Campaign,Paid,176273.22,2026-02-16,2026-04-02
INV0346,CUST0019,2026-03-19,2026-05-03,23098.14,INR,Annual Maintenance Contract,Paid,23098.14,2026-03-19,2026-05-03
INV0347,CUST0213,2026-02-08,2026-03-25,171371.15,INR,Digital Marketing Campaign,Paid,171371.15,2026-02-08,2026-03-25
INV0348,CUST0025,2026-06-04,2026-07-04,58914.36,INR,Annual Maintenance Contract,Paid,58914.36,2026-06-04,2026-07-04
INV0349,CUST0061,2026-03-26,2026-04-10,1336.5,INR,Logistics & Freight Services,Paid,1336.5,2026-03-26,2026-04-10
INV0350,CUST0011,2026-03-17,2026-05-01,19074.74,INR,IT Consulting Services,Paid,19074.74,2026-03-17,2026-05-01
INV0351,CUST0500,2026-04-26,2026-05-11,70124.9,INR,API Integration Fee,Paid,70124.9,2026-04-26,2026-05-11
INV0352,CUST0348,2026-01-04,2026-01-19,1115.07,INR,Cloud Infrastructure Hosting,Paid,1115.07,2026-01-04,2026-01-19
INV0353,CUST0130,2026-02-01,2026-03-03,61443.3,INR,IT Consulting Services,Paid,61443.3,2026-02-01,2026-03-03
INV0354,CUST0275,2026-06-07,2026-06-22,105372.26,INR,Logistics & Freight Services,Paid,105372.26,2026-06-07,2026-06-22
INV0355,CUST0045,2026-05-06,2026-06-05,14579.87,INR,Logistics & Freight Services,Paid,14579.87,2026-05-06,2026-06-05
INV0356,CUST0050,2026-06-15,2026-07-30,120103.35,INR,Cloud Infrastructure Hosting,Paid,120103.35,2026-06-15,2026-07-30
INV0357,CUST0137,2026-02-09,2026-03-11,106877.3,INR,Data Analytics Module,Paid,106877.3,2026-02-09,2026-03-11
INV0358,CUST0032,2026-04-21,2026-05-06,11445.87,INR,Enterprise License Fee,Paid,11445.87,2026-04-21,2026-05-06
INV0359,CUST0196,2026-04-04,2026-04-19,174890.36,INR,Cybersecurity Audit,Paid,174890.36,2026-04-04,2026-04-19
INV0360,CUST0224,2026-03-13,2026-04-27,23134.81,INR,Cloud Infrastructure Hosting,Paid,23134.81,2026-03-13,2026-04-27
INV0361,CUST0198,2026-06-08,2026-06-23,45524.93,INR,Digital Marketing Campaign,Paid,45524.93,2026-06-08,2026-06-23
INV0362,CUST0105,2026-06-14,2026-06-29,4429.92,INR,Data Analytics Module,Paid,4429.92,2026-06-14,2026-06-29
INV0363,CUST0370,2026-01-24,2026-02-23,4321.17,INR,Data Analytics Module,Paid,4321.17,2026-01-24,2026-02-23
INV0364,CUST0262,2026-03-23,2026-04-07,123477.61,INR,SaaS Subscription,Paid,123477.61,2026-03-23,2026-04-07
INV0365,CUST0459,2026-02-12,2026-02-27,18880.38,INR,Annual Maintenance Contract,Paid,18880.38,2026-02-12,2026-02-27
INV0366,CUST0016,2026-04-22,2026-05-07,8836.65,INR,Annual Maintenance Contract,Paid,8836.65,2026-04-22,2026-05-07
INV0367,CUST0464,2026-03-28,2026-04-12,37324.67,INR,Logistics & Freight Services,Paid,37324.67,2026-03-28,2026-04-12
INV0368,CUST0485,2026-03-21,2026-04-05,106043.51,INR,Cybersecurity Audit,Paid,106043.51,2026-03-21,2026-04-05
INV0369,CUST0170,2026-04-12,2026-05-27,2411.31,INR,Annual Maintenance Contract,Paid,2411.31,2026-04-12,2026-05-27
INV0370,CUST0050,2026-01-12,2026-02-26,77794.24,INR,SaaS Subscription,Paid,77794.24,2026-01-12,2026-02-26
INV0371,CUST0231,2026-05-26,2026-07-10,2035.99,INR,Digital Marketing Campaign,Paid,2035.99,2026-05-26,2026-07-10
INV0372,CUST0217,2026-04-06,2026-05-21,65174.03,INR,IT Consulting Services,Paid,65174.03,2026-04-06,2026-05-21
INV0373,CUST0383,2026-04-24,2026-06-08,31884.5,INR,Annual Maintenance Contract,Paid,31884.5,2026-04-24,2026-06-08
INV0374,CUST0387,2026-01-06,2026-02-05,14186.74,INR,IT Consulting Services,Pending,14186.74,2026-01-06,2026-02-05
INV0375,CUST0306,2026-04-01,2026-04-16,1388.32,INR,Annual Maintenance Contract,Paid,1388.32,2026-04-01,2026-04-16
INV0376,CUST0007,2026-03-29,2026-04-28,2403.51,INR,API Integration Fee,Paid,2403.51,2026-03-29,2026-04-28
INV0377,CUST0110,2026-04-03,2026-05-03,133266.2,INR,Cloud Infrastructure Hosting,Paid,133266.2,2026-04-03,2026-05-03
INV0378,CUST0404,2026-06-07,2026-06-22,3166.92,INR,Cybersecurity Audit,Paid,3166.92,2026-06-07,2026-06-22
INV0379,CUST0410,2026-04-15,2026-04-30,21415.38,INR,Data Analytics Module,Paid,21415.38,2026-04-15,2026-04-30
INV0380,CUST0247,2026-06-28,2026-07-13,40949.69,INR,IT Consulting Services,Paid,40949.69,2026-06-28,2026-07-13
INV0381,CUST0175,2026-02-23,2026-03-25,105148.2,INR,Cybersecurity Audit,Paid,105148.2,2026-02-23,2026-03-25
INV0382,CUST0493,2026-06-30,2026-08-14,6971.68,INR,IT Consulting Services,Paid,6971.68,2026-06-30,2026-08-14
INV0383,CUST0328,2026-01-26,2026-02-25,7183.05,INR,Logistics & Freight Services,Paid,7183.05,2026-01-26,2026-02-25
INV0384,CUST0375,2026-06-03,2026-06-18,156092.11,INR,IT Consulting Services,Paid,156092.11,2026-06-03,2026-06-18
INV0385,CUST0115,2026-06-25,2026-07-25,67699.65,INR,Cybersecurity Audit,Paid,67699.65,2026-06-25,2026-07-25
INV0386,CUST0123,2026-01-20,2026-03-06,1688.98,INR,Cloud Infrastructure Hosting,Paid,1688.98,2026-01-20,2026-03-06
INV0387,CUST0435,2026-05-03,2026-06-17,3399.06,INR,Cybersecurity Audit,Paid,3399.06,2026-05-03,2026-06-17
INV0388,CUST0403,2026-06-13,2026-06-28,54692.14,INR,Cybersecurity Audit,Paid,54692.14,2026-06-13,2026-06-28
INV0389,CUST0051,2026-02-24,2026-04-10,104212.33,INR,Cloud Infrastructure Hosting,Paid,104212.33,2026-02-24,2026-04-10
INV0390,CUST0266,2026-06-29,2026-08-13,74971.18,INR,SaaS Subscription,Paid,74971.18,2026-06-29,2026-08-13
INV0391,CUST0072,2026-04-24,2026-05-24,1032.54,INR,Logistics & Freight Services,Paid,1032.54,2026-04-24,2026-05-24
INV0392,CUST0341,2026-04-01,2026-04-16,15955.75,INR,SaaS Subscription,Paid,15955.75,2026-04-01,2026-04-16
INV0393,CUST0282,2026-05-16,2026-06-15,6584.57,INR,Cloud Infrastructure Hosting,Paid,6584.57,2026-05-16,2026-06-15
INV0394,CUST0378,2026-03-04,2026-04-03,2708.86,INR,SaaS Subscription,Pending,2708.86,2026-03-04,2026-04-03
INV0395,CUST0371,2026-02-16,2026-03-18,9152.57,INR,Cloud Infrastructure Hosting,Paid,9152.57,2026-02-16,2026-03-18
INV0396,CUST0328,2026-06-07,2026-07-07,42334.68,INR,Annual Maintenance Contract,Pending,42334.68,2026-06-07,2026-07-07
INV0397,CUST0048,2026-04-04,2026-05-19,64079.94,INR,Data Analytics Module,Paid,64079.94,2026-04-04,2026-05-19
INV0398,CUST0208,2026-03-08,2026-03-23,3602.53,INR,Data Analytics Module,Paid,3602.53,2026-03-08,2026-03-23
INV0399,CUST0157,2026-01-26,2026-02-25,77581.54,INR,Logistics & Freight Services,Paid,77581.54,2026-01-26,2026-02-25
INV0400,CUST0459,2026-06-28,2026-07-28,182256.25,INR,IT Consulting Services,Paid,182256.25,2026-06-28,2026-07-28
INV0401,CUST0425,2026-05-26,2026-06-10,180857.34,INR,Cloud Infrastructure Hosting,Paid,180857.34,2026-05-26,2026-06-10
INV0402,CUST0187,2026-02-12,2026-03-29,66644.44,INR,Cloud Infrastructure Hosting,Paid,66644.44,2026-02-12,2026-03-29
INV0403,CUST0448,2026-03-16,2026-03-31,119814.69,INR,SaaS Subscription,Pending,119814.69,2026-03-16,2026-03-31
INV0404,CUST0061,2026-05-22,2026-06-21,46730.9,INR,IT Consulting Services,Paid,46730.9,2026-05-22,2026-06-21
INV0405,CUST0072,2026-01-02,2026-02-01,126867.81,INR,Cybersecurity Audit,Paid,126867.81,2026-01-02,2026-02-01
INV0406,CUST0185,2026-06-05,2026-07-05,87008.44,INR,SaaS Subscription,Paid,87008.44,2026-06-05,2026-07-05
INV0407,CUST0237,2026-01-26,2026-02-25,4101.3,INR,Cybersecurity Audit,Paid,4101.3,2026-01-26,2026-02-25
INV0408,CUST0495,2026-02-09,2026-03-26,3050.81,INR,API Integration Fee,Paid,3050.81,2026-02-09,2026-03-26
INV0409,CUST0398,2026-02-03,2026-03-20,52723.37,INR,Logistics & Freight Services,Paid,52723.37,2026-02-03,2026-03-20
INV0410,CUST0230,2026-02-16,2026-03-03,17208.7,INR,API Integration Fee,Paid,17208.7,2026-02-16,2026-03-03
INV0411,CUST0179,2026-03-11,2026-04-25,43749.76,INR,Digital Marketing Campaign,Paid,43749.76,2026-03-11,2026-04-25
INV0412,CUST0168,2026-02-13,2026-03-15,3477.75,INR,Enterprise License Fee,Paid,3477.75,2026-02-13,2026-03-15
INV0413,CUST0229,2026-05-17,2026-07-01,164256.73,INR,API Integration Fee,Paid,164256.73,2026-05-17,2026-07-01
INV0414,CUST0248,2026-02-12,2026-03-29,125864.49,INR,API Integration Fee,Pending,125864.49,2026-02-12,2026-03-29
INV0415,CUST0245,2026-01-18,2026-02-02,19979.36,INR,Digital Marketing Campaign,Pending,19979.36,2026-01-18,2026-02-02
INV0416,CUST0277,2026-02-16,2026-03-18,57622.43,INR,Data Analytics Module,Paid,57622.43,2026-02-16,2026-03-18
