ledger_id,ledger_date,invoice_id,customer_id,amount,currency,account_code,entry_type,description,reference,posting_status,normalized_amount,normalized_ledger_date
LEDG0151,2026-04-24,INV0151,CUST0245,2907.19,INR,AR001,CREDIT,Payment receipt for INV0151 via Cashfree,REC-INV0151-PAY0151,POSTED,2907.19,2026-04-24
LEDG0152,2026-01-15,INV0152,CUST0173,4813.18,INR,AR001,CREDIT,Payment receipt for INV0152 via Stripe,REC-INV0152-PAY0152,POSTED,4813.18,2026-01-15
LEDG0153,2026-05-01,INV0153,CUST0339,52788.93,INR,AR001,CREDIT,Payment receipt for INV0153 via PayU,REC-INV0153-PAY0153,POSTED,52788.93,2026-05-01
LEDG0154,2026-02-13,INV0154,CUST0069,39134.36,INR,AR001,CREDIT,Payment receipt for INV0154 via Cashfree,REC-INV0154-PAY0154,POSTED,39134.36,2026-02-13
LEDG0155,2026-01-26,INV0155,CUST0284,74391.65,INR,AR001,CREDIT,Payment receipt for INV0155 via Razorpay,REC-INV0155-PAY0155,POSTED,74391.65,2026-01-26
LEDG0156,2026-01-31,INV0156,CUST0260,137417.47,INR,AR001,CREDIT,Payment receipt for INV0156 via Stripe,REC-INV0156-PAY0156,POSTED,137417.47,2026-01-31
LEDG0157,2026-05-10,INV0157,CUST0313,75686.84,INR,AR001,CREDIT,Payment receipt for INV0157 via Cashfree,REC-INV0157-PAY0157,POSTED,75686.84,2026-05-10
LEDG0158,2026-02-25,INV0158,CUST0069,36290.79,INR,AR001,CREDIT,Payment receipt for INV0158 via Cashfree,REC-INV0158-PAY0158,POSTED,36290.79,2026-02-25
LEDG0159,2026-05-19,INV0159,CUST0451,68245.1,INR,AR001,CREDIT,Payment receipt for INV0159 via Stripe,REC-INV0159-PAY0159,POSTED,68245.1,2026-05-19
LEDG0160,2026-03-23,INV0160,CUST0399,1349.9,INR,AR001,CREDIT,Payment receipt for INV0160 via Razorpay,REC-INV0160-PAY0160,POSTED,1349.9,2026-03-23
LEDG0161,2026-01-08,INV0161,CUST0076,11705.07,INR,AR001,CREDIT,Payment receipt for INV0161 via Stripe,REC-INV0161-PAY0161,POSTED,11705.07,2026-01-08
LEDG0162,2026-04-18,INV0162,CUST0129,6279.41,INR,AR001,CREDIT,Payment receipt for INV0162 via Razorpay,REC-INV0162-PAY0162,POSTED,6279.41,2026-04-18
LEDG0163,2026-02-19,INV0163,CUST0460,20792.11,INR,AR001,CREDIT,Payment receipt for INV0163 via Stripe,REC-INV0163-PAY0163,POSTED,20792.11,2026-02-19
LEDG0164,2026-05-20,INV0164,CUST0072,24306.85,INR,AR001,CREDIT,Payment receipt for INV0164 via PayU,REC-INV0164-PAY0164,POSTED,24306.85,2026-05-20
LEDG0165,2026-05-06,INV0165,CUST0482,7076.17,INR,AR001,CREDIT,Payment receipt for INV0165 via PayU,REC-INV0165-PAY0165,POSTED,7076.17,2026-05-06
LEDG0166,2026-03-31,INV0166,CUST0307,1145.19,INR,AR001,CREDIT,Payment receipt for INV0166 via Cashfree,REC-INV0166-PAY0166,POSTED,1145.19,2026-03-31
LEDG0167,2026-03-26,INV0167,CUST0362,2574.76,INR,AR001,CREDIT,Payment receipt for INV0167 via Razorpay,REC-INV0167-PAY0167,POSTED,2574.76,2026-03-26
LEDG0168,2026-06-12,INV0168,CUST0283,17674.02,INR,AR001,CREDIT,Payment receipt for INV0168 via Razorpay,REC-INV0168-PAY0168,POSTED,17674.02,2026-06-12
LEDG0169,2026-03-20,INV0169,CUST0303,788.78,INR,AR001,CREDIT,Payment receipt for INV0169 via PayU,REC-INV0169-PAY0169,POSTED,788.78,2026-03-20
LEDG0170,2026-01-11,INV0170,CUST0435,16814.69,INR,AR001,CREDIT,Payment receipt for INV0170 via Razorpay,REC-INV0170-PAY0170,POSTED,16814.69,2026-01-11
LEDG0171,2026-01-14,INV0171,CUST0031,12994.79,INR,AR001,CREDIT,Payment receipt for INV0171 via Razorpay,REC-INV0171-PAY0171,POSTED,12994.79,2026-01-14
LEDG0172,2026-05-31,INV0172,CUST0154,125990.66,INR,AR001,CREDIT,Payment receipt for INV0172 via Razorpay,REC-INV0172-PAY0172,POSTED,125990.66,2026-05-31
LEDG0173,2026-03-02,INV0173,CUST0492,2744.0,INR,AR001,CREDIT,Payment receipt for INV0173 via Stripe,REC-INV0173-PAY0173,POSTED,2744.0,2026-03-02
LEDG0174,2026-05-07,INV0174,CUST0460,41642.41,INR,AR001,CREDIT,Payment receipt for INV0174 via Razorpay,REC-INV0174-PAY0174,POSTED,41642.41,2026-05-07
LEDG0175,2026-02-26,INV0175,CUST0047,60453.13,INR,AR001,CREDIT,Payment receipt for INV0175 via PayU,REC-INV0175-PAY0175,POSTED,60453.13,2026-02-26
LEDG0176,2026-04-14,INV0176,CUST0106,22173.63,INR,AR001,CREDIT,Payment receipt for INV0176 via Cashfree,REC-INV0176-PAY0176,PENDING,22173.63,2026-04-14
LEDG0177,2026-05-02,INV0177,CUST0051,1735.42,INR,AR001,CREDIT,Payment receipt for INV0177 via Cashfree,REC-INV0177-PAY0177,POSTED,1735.42,2026-05-02
LEDG0178,2026-06-06,INV0178,CUST0024,38623.54,INR,AR001,CREDIT,Payment receipt for INV0178 via PayU,REC-INV0178-PAY0178,POSTED,38623.54,2026-06-06
LEDG0179,2026-05-02,INV0179,CUST0252,1381.14,INR,AR001,CREDIT,Payment receipt for INV0179 via Stripe,REC-INV0179-PAY0179,POSTED,1381.14,2026-05-02
LEDG0180,2026-03-15,INV0180,CUST0097,660.2,INR,AR001,CREDIT,Payment receipt for INV0180 via PayU,REC-INV0180-PAY0180,POSTED,660.2,2026-03-15
LEDG0181,2026-04-11,INV0181,CUST0427,47661.41,INR,AR001,CREDIT,Payment receipt for INV0181 via Cashfree,REC-INV0181-PAY0181,POSTED,47661.41,2026-04-11
LEDG0182,2026-06-18,INV0182,CUST0220,12567.33,INR,AR001,CREDIT,Payment receipt for INV0182 via PayU,REC-INV0182-PAY0182,POSTED,12567.33,2026-06-18
LEDG0183,2026-04-24,INV0183,CUST0325,44622.91,INR,AR001,CREDIT,Payment receipt for INV0183 via Stripe,REC-INV0183-PAY0183,POSTED,44622.91,2026-04-24
LEDG0184,2026-02-07,INV0184,CUST0434,21743.62,INR,AR001,CREDIT,Payment receipt for INV0184 via Cashfree,REC-INV0184-PAY0184,POSTED,21743.62,2026-02-07
LEDG0185,2026-07-05,INV0185,CUST0374,37960.34,INR,AR001,CREDIT,Payment receipt for INV0185 via Cashfree,REC-INV0185-PAY0185,POSTED,37960.34,2026-07-05
LEDG0186,2026-05-24,INV0186,CUST0061,15581.54,INR,AR001,CREDIT,Payment receipt for INV0186 via PayU,REC-INV0186-PAY0186,POSTED,15581.54,2026-05-24
LEDG0187,2026-04-10,INV0187,CUST0449,3878.1,INR,AR001,CREDIT,Payment receipt for INV0187 via Razorpay,REC-INV0187-PAY0187,POSTED,3878.1,2026-04-10
LEDG0188,2026-04-18,INV0188,CUST0466,64829.8,INR,AR001,CREDIT,Payment receipt for INV0188 via PayU,REC-INV0188-PAY0188,POSTED,64829.8,2026-04-18
LEDG0189,2026-01-12,INV0189,CUST0473,182788.89,INR,AR001,CREDIT,Payment receipt for INV0189 via Stripe,REC-INV0189-PAY0189,POSTED,182788.89,2026-01-12
LEDG0190,2026-02-16,INV0190,CUST0416,45985.31,INR,AR001,CREDIT,Payment receipt for INV0190 via Cashfree,REC-INV0190-PAY0190,POSTED,45985.31,2026-02-16
LEDG0191,2026-05-31,INV0191,CUST0159,169328.02,INR,AR001,CREDIT,Payment receipt for INV0191 via Razorpay,REC-INV0191-PAY0191,POSTED,169328.02,2026-05-31
LEDG0192,2026-04-07,INV0192,CUST0330,2436.35,INR,AR001,CREDIT,Payment receipt for INV0192 via Razorpay,REC-INV0192-PAY0192,POSTED,2436.35,2026-04-07
LEDG0193,2026-01-27,INV0193,CUST0398,557.48,INR,AR001,CREDIT,Payment receipt for INV0193 via Cashfree,REC-INV0193-PAY0193,POSTED,557.48,2026-01-27
LEDG0194,2026-05-28,INV0194,CUST0335,55920.8,INR,AR001,CREDIT,Payment receipt for INV0194 via PayU,REC-INV0194-PAY0194,POSTED,55920.8,2026-05-28
LEDG0195,2026-01-22,INV0195,CUST0484,12951.73,INR,AR001,CREDIT,Payment receipt for INV0195 via PayU,REC-INV0195-PAY0195,PENDING,12951.73,2026-01-22
LEDG0196,2026-01-05,INV0196,CUST0479,2031.72,INR,AR001,CREDIT,Payment receipt for INV0196 via PayU,REC-INV0196-PAY0196,POSTED,2031.72,2026-01-05
LEDG0197,2026-02-13,INV0197,CUST0145,676.86,INR,AR001,CREDIT,Payment receipt for INV0197 via Razorpay,REC-INV0197-PAY0197,POSTED,676.86,2026-02-13
LEDG0198,2026-04-30,INV0198,CUST0319,39193.26,INR,AR001,CREDIT,Payment receipt for INV0198 via Stripe,REC-INV0198-PAY0198,POSTED,39193.26,2026-04-30
LEDG0199,2026-01-25,INV0199,CUST0133,2415.41,INR,AR001,CREDIT,Payment receipt for INV0199 via Razorpay,REC-INV0199-PAY0199,POSTED,2415.41,2026-01-25
LEDG0200,2026-01-27,INV0200,CUST0175,152141.57,INR,AR001,CREDIT,Payment receipt for INV0200 via PayU,REC-INV0200-PAY0200,POSTED,152141.57,2026-01-27
LEDG0201,2026-03-08,INV0201,CUST0409,975.62,INR,AR001,CREDIT,Payment receipt for INV0201 via Cashfree,REC-INV0201-PAY0201,POSTED,975.62,2026-03-08
LEDG0202,2026-01-22,INV0202,CUST0139,176912.83,INR,AR001,CREDIT,Payment receipt for INV0202 via Razorpay,REC-INV0202-PAY0202,POSTED,176912.83,2026-01-22
LEDG0203,2026-03-04,INV0203,CUST0139,105512.1,INR,AR001,CREDIT,Payment receipt for INV0203 via Cashfree,REC-INV0203-PAY0203,POSTED,105512.1,2026-03-04
LEDG0204,2026-02-15,INV0204,CUST0379,51121.34,INR,AR001,CREDIT,Payment receipt for INV0204 via Stripe,REC-INV0204-PAY0204,POSTED,51121.34,2026-02-15
LEDG0205,2026-04-13,INV0205,CUST0336,45149.32,INR,AR001,CREDIT,Payment receipt for INV0205 via Razorpay,REC-INV0205-PAY0205,POSTED,45149.32,2026-04-13
LEDG0206,2026-02-18,INV0206,CUST0318,4159.68,INR,AR001,CREDIT,Payment receipt for INV0206 via Razorpay,REC-INV0206-PAY0206,POSTED,4159.68,2026-02-18
LEDG0207,2026-01-27,INV0207,CUST0249,35907.96,INR,AR001,CREDIT,Payment receipt for INV0207 via Stripe,REC-INV0207-PAY0207,POSTED,35907.96,2026-01-27
LEDG0208,2026-01-21,INV0208,CUST0155,44752.65,INR,AR001,CREDIT,Payment receipt for INV0208 via Stripe,REC-INV0208-PAY0208,POSTED,44752.65,2026-01-21
LEDG0209,2026-04-21,INV0209,CUST0091,52001.56,INR,AR001,CREDIT,Payment receipt for INV0209 via Cashfree,REC-INV0209-PAY0209,POSTED,52001.56,2026-04-21
LEDG0210,2026-04-08,INV0210,CUST0081,107037.54,INR,AR001,CREDIT,Payment receipt for INV0210 via Razorpay,REC-INV0210-PAY0210,POSTED,107037.54,2026-04-08
LEDG0211,2026-04-26,INV0211,CUST0355,5587.29,INR,AR001,CREDIT,Payment receipt for INV0211 via Stripe,REC-INV0211-PAY0211,POSTED,5587.29,2026-04-26
LEDG0212,2026-01-02,INV0212,CUST0167,1667.35,INR,AR001,CREDIT,Payment receipt for INV0212 via Razorpay,REC-INV0212-PAY0212,POSTED,1667.35,2026-01-02
LEDG0213,2026-01-30,INV0213,CUST0353,20671.38,INR,AR001,CREDIT,Payment receipt for INV0213 via Stripe,REC-INV0213-PAY0213,POSTED,20671.38,2026-01-30
LEDG0214,2026-05-13,INV0214,CUST0154,6641.4,INR,AR001,CREDIT,Payment receipt for INV0214 via PayU,REC-INV0214-PAY0214,POSTED,6641.4,2026-05-13
LEDG0215,2026-04-27,INV0215,CUST0450,1955.29,INR,AR001,CREDIT,Payment receipt for INV0215 via PayU,REC-INV0215-PAY0215,POSTED,1955.29,2026-04-27
LEDG0216,2026-03-04,INV0216,CUST0129,57042.08,INR,AR001,CREDIT,Payment receipt for INV0216 via Cashfree,REC-INV0216-PAY0216,POSTED,57042.08,2026-03-04
LEDG0217,2026-04-21,INV0217,CUST0228,115503.4,INR,AR001,CREDIT,Payment receipt for INV0217 via Cashfree,REC-INV0217-PAY0217,POSTED,115503.4,2026-04-21
LEDG0218,2026-04-17,INV0218,CUST0027,29654.74,INR,AR001,CREDIT,Payment receipt for INV0218 via Razorpay,REC-INV0218-PAY0218,POSTED,29654.74,2026-04-17
LEDG0219,2026-03-29,INV0219,CUST0479,13609.14,INR,AR001,CREDIT,Payment receipt for INV0219 via Razorpay,REC-INV0219-PAY0219,POSTED,13609.14,2026-03-29
LEDG0220,2026-06-04,INV0220,CUST0296,15777.92,INR,AR001,CREDIT,Payment receipt for INV0220 via Razorpay,REC-INV0220-PAY0220,POSTED,15777.92,2026-06-04
LEDG0221,2026-06-29,INV0221,CUST0304,199589.19,INR,AR001,CREDIT,Payment receipt for INV0221 via PayU,REC-INV0221-PAY0221,POSTED,199589.19,2026-06-29
LEDG0222,2026-05-25,INV0222,CUST0106,32235.72,INR,AR001,CREDIT,Payment receipt for INV0222 via Razorpay,REC-INV0222-PAY0222,POSTED,32235.72,2026-05-25
LEDG0223,2026-03-11,INV0223,CUST0330,146872.62,INR,AR001,CREDIT,Payment receipt for INV0223 via Cashfree,REC-INV0223-PAY0223,POSTED,146872.62,2026-03-11
LEDG0224,2026-01-21,INV0224,CUST0462,52401.19,INR,AR001,CREDIT,Payment receipt for INV0224 via Cashfree,REC-INV0224-PAY0224,POSTED,52401.19,2026-01-21
LEDG0225,2026-04-16,INV0225,CUST0245,45896.26,INR,AR001,CREDIT,Payment receipt for INV0225 via Razorpay,REC-INV0225-PAY0225,PENDING,45896.26,2026-04-16
LEDG0226,2026-01-23,INV0226,CUST0369,37762.63,INR,AR001,CREDIT,Payment receipt for INV0226 via Cashfree,REC-INV0226-PAY0226,POSTED,37762.63,2026-01-23
LEDG0227,2026-01-09,INV0227,CUST0114,182548.34,INR,AR001,CREDIT,Payment receipt for INV0227 via PayU,REC-INV0227-PAY0227,POSTED,182548.34,2026-01-09
LEDG0228,2026-03-03,INV0228,CUST0334,4879.34,INR,AR001,CREDIT,Payment receipt for INV0228 via PayU,REC-INV0228-PAY0228,POSTED,4879.34,2026-03-03
LEDG0229,2026-04-02,INV0229,CUST0161,20254.4,INR,AR001,CREDIT,Payment receipt for INV0229 via PayU,REC-INV0229-PAY0229,POSTED,20254.4,2026-04-02
LEDG0230,2026-04-20,INV0230,CUST0273,116058.08,INR,AR001,CREDIT,Payment receipt for INV0230 via Razorpay,REC-INV0230-PAY0230,POSTED,116058.08,2026-04-20
LEDG0231,2026-02-03,INV0231,CUST0074,58488.81,INR,AR001,CREDIT,Payment receipt for INV0231 via PayU,REC-INV0231-PAY0231,POSTED,58488.81,2026-02-03
LEDG0232,2026-05-29,INV0232,CUST0404,59317.15,INR,AR001,CREDIT,Payment receipt for INV0232 via Razorpay,REC-INV0232-PAY0232,POSTED,59317.15,2026-05-29
LEDG0233,2026-03-05,INV0233,CUST0129,170213.38,INR,AR001,CREDIT,Payment receipt for INV0233 via PayU,REC-INV0233-PAY0233,POSTED,170213.38,2026-03-05
LEDG0234,2026-01-17,INV0234,CUST0287,161533.75,INR,AR001,CREDIT,Payment receipt for INV0234 via Razorpay,REC-INV0234-PAY0234,PENDING,161533.75,2026-01-17
LEDG0235,2026-03-08,INV0235,CUST0199,124445.06,INR,AR001,CREDIT,Payment receipt for INV0235 via Razorpay,REC-INV0235-PAY0235,POSTED,124445.06,2026-03-08
LEDG0236,2026-06-08,INV0236,CUST0164,6106.33,INR,AR001,CREDIT,Payment receipt for INV0236 via Stripe,REC-INV0236-PAY0236,POSTED,6106.33,2026-06-08
LEDG0237,2026-05-22,INV0237,CUST0454,13512.68,INR,AR001,CREDIT,Payment receipt for INV0237 via PayU,REC-INV0237-PAY0237,POSTED,13512.68,2026-05-22
LEDG0238,2026-02-14,INV0238,CUST0217,4824.05,INR,AR001,CREDIT,Payment receipt for INV0238 via Stripe,REC-INV0238-PAY0238,POSTED,4824.05,2026-02-14
LEDG0239,2026-04-09,INV0239,CUST0269,8326.88,INR,AR001,CREDIT,Payment receipt for INV0239 via Cashfree,REC-INV0239-PAY0239,POSTED,8326.88,2026-04-09
LEDG0240,2026-02-12,INV0240,CUST0355,4407.37,INR,AR001,CREDIT,Payment receipt for INV0240 via Razorpay,REC-INV0240-PAY0240,POSTED,4407.37,2026-02-12
LEDG0241,2026-02-24,INV0241,CUST0366,3474.03,INR,AR001,CREDIT,Payment receipt for INV0241 via Cashfree,REC-INV0241-PAY0241,POSTED,3474.03,2026-02-24
LEDG0242,2026-04-19,INV0242,CUST0277,41156.39,INR,AR001,CREDIT,Payment receipt for INV0242 via Razorpay,REC-INV0242-PAY0242,POSTED,41156.39,2026-04-19
LEDG0243,2026-05-10,INV0243,CUST0040,48028.94,INR,AR001,CREDIT,Payment receipt for INV0243 via Stripe,REC-INV0243-PAY0243,POSTED,48028.94,2026-05-10
LEDG0244,2026-06-26,INV0244,CUST0287,12051.05,INR,AR001,CREDIT,Payment receipt for INV0244 via Cashfree,REC-INV0244-PAY0244,POSTED,12051.05,2026-06-26
LEDG0245,2026-03-26,INV0245,CUST0279,29743.06,INR,AR001,CREDIT,Payment receipt for INV0245 via Stripe,REC-INV0245-PAY0245,POSTED,29743.06,2026-03-26
LEDG0246,2026-02-08,INV0246,CUST0478,185650.17,INR,AR001,CREDIT,Payment receipt for INV0246 via Stripe,REC-INV0246-PAY0246,POSTED,185650.17,2026-02-08
LEDG0247,2026-02-25,INV0247,CUST0227,23747.55,INR,AR001,CREDIT,Payment receipt for INV0247 via Razorpay,REC-INV0247-PAY0247,POSTED,23747.55,2026-02-25
LEDG0248,2026-01-25,INV0248,CUST0050,28855.4,INR,AR001,CREDIT,Payment receipt for INV0248 via Razorpay,REC-INV0248-PAY0248,POSTED,28855.4,2026-01-25
LEDG0249,2026-06-22,INV0249,CUST0361,30103.71,INR,AR001,CREDIT,Payment receipt for INV0249 via PayU,REC-INV0249-PAY0249,POSTED,30103.71,2026-06-22
LEDG0250,2026-02-28,INV0250,CUST0278,150144.42,INR,AR001,CREDIT,Payment receipt for INV0250 via Stripe,REC-INV0250-PAY0250,POSTED,150144.42,2026-02-28
LEDG0251,2026-01-18,INV0251,CUST0348,41724.73,INR,AR001,CREDIT,Payment receipt for INV0251 via Razorpay,REC-INV0251-PAY0251,POSTED,41724.73,2026-01-18
LEDG0252,2026-04-14,INV0252,CUST0309,138627.89,INR,AR001,CREDIT,Payment receipt for INV0252 via PayU,REC-INV0252-PAY0252,POSTED,138627.89,2026-04-14
LEDG0253,2026-05-02,INV0253,CUST0091,18641.32,INR,AR001,CREDIT,Payment receipt for INV0253 via Stripe,REC-INV0253-PAY0253,POSTED,18641.32,2026-05-02
LEDG0254,2026-05-23,INV0254,CUST0357,15489.47,INR,AR001,CREDIT,Payment receipt for INV0254 via Cashfree,REC-INV0254-PAY0254,POSTED,15489.47,2026-05-23
LEDG0255,2026-02-03,INV0255,CUST0112,3695.83,INR,AR001,CREDIT,Payment receipt for INV0255 via Stripe,REC-INV0255-PAY0255,POSTED,3695.83,2026-02-03
LEDG0256,2026-04-18,INV0256,CUST0176,63575.63,INR,AR001,CREDIT,Payment receipt for INV0256 via Cashfree,REC-INV0256-PAY0256,POSTED,63575.63,2026-04-18
LEDG0257,2026-02-06,INV0257,CUST0035,23889.55,INR,AR001,CREDIT,Payment receipt for INV0257 via Razorpay,REC-INV0257-PAY0257,POSTED,23889.55,2026-02-06
LEDG0258,2026-04-13,INV0258,CUST0357,20116.5,INR,AR001,CREDIT,Payment receipt for INV0258 via Cashfree,REC-INV0258-PAY0258,POSTED,20116.5,2026-04-13
LEDG0259,2026-05-02,INV0259,CUST0092,3150.05,INR,AR001,CREDIT,Payment receipt for INV0259 via Razorpay,REC-INV0259-PAY0259,POSTED,3150.05,2026-05-02
LEDG0260,2026-04-14,INV0260,CUST0373,24387.94,INR,AR001,CREDIT,Payment receipt for INV0260 via PayU,REC-INV0260-PAY0260,POSTED,24387.94,2026-04-14
LEDG0261,2026-02-22,INV0261,CUST0024,137122.77,INR,AR001,CREDIT,Payment receipt for INV0261 via Razorpay,REC-INV0261-PAY0261,POSTED,137122.77,2026-02-22
LEDG0262,2026-02-03,INV0262,CUST0264,21919.58,INR,AR001,CREDIT,Payment receipt for INV0262 via Razorpay,REC-INV0262-PAY0262,POSTED,21919.58,2026-02-03
LEDG0263,2026-01-06,INV0263,CUST0139,47329.15,INR,AR001,CREDIT,Payment receipt for INV0263 via Cashfree,REC-INV0263-PAY0263,POSTED,47329.15,2026-01-06
LEDG0264,2026-04-18,INV0264,CUST0235,27486.24,INR,AR001,CREDIT,Payment receipt for INV0264 via Cashfree,REC-INV0264-PAY0264,POSTED,27486.24,2026-04-18
LEDG0265,2026-03-26,INV0265,CUST0242,24771.31,INR,AR001,CREDIT,Payment receipt for INV0265 via Stripe,REC-INV0265-PAY0265,POSTED,24771.31,2026-03-26
LEDG0266,2026-05-06,INV0266,CUST0105,34558.83,INR,AR001,CREDIT,Payment receipt for INV0266 via Stripe,REC-INV0266-PAY0266,POSTED,34558.83,2026-05-06
LEDG0267,2026-02-26,INV0267,CUST0007,98275.53,INR,AR001,CREDIT,Payment receipt for INV0267 via Cashfree,REC-INV0267-PAY0267,POSTED,98275.53,2026-02-26
LEDG0268,2026-05-17,INV0268,CUST0489,194180.18,INR,AR001,CREDIT,Payment receipt for INV0268 via Stripe,REC-INV0268-PAY0268,POSTED,194180.18,2026-05-17
LEDG0269,2026-06-27,INV0269,CUST0100,122261.01,INR,AR001,CREDIT,Payment receipt for INV0269 via Stripe,REC-INV0269-PAY0269,POSTED,122261.01,2026-06-27
LEDG0270,2026-06-21,INV0270,CUST0480,72199.66,INR,AR001,CREDIT,Payment receipt for INV0270 via Razorpay,REC-INV0270-PAY0270,POSTED,72199.66,2026-06-21
LEDG0271,2026-01-26,INV0271,CUST0064,38099.72,INR,AR001,CREDIT,Payment receipt for INV0271 via Stripe,REC-INV0271-PAY0271,POSTED,38099.72,2026-01-26
LEDG0272,2026-05-10,INV0272,CUST0119,49091.55,INR,AR001,CREDIT,Payment receipt for INV0272 via PayU,REC-INV0272-PAY0272,POSTED,49091.55,2026-05-10
LEDG0273,2026-01-19,INV0273,CUST0377,4008.44,INR,AR001,CREDIT,Payment receipt for INV0273 via PayU,REC-INV0273-PAY0273,POSTED,4008.44,2026-01-19
LEDG0274,2026-03-10,INV0274,CUST0312,54760.9,INR,AR001,CREDIT,Payment receipt for INV0274 via Stripe,REC-INV0274-PAY0274,POSTED,54760.9,2026-03-10
LEDG0275,2026-02-04,INV0275,CUST0242,8051.17,INR,AR001,CREDIT,Payment receipt for INV0275 via PayU,REC-INV0275-PAY0275,POSTED,8051.17,2026-02-04
LEDG0276,2026-02-15,INV0276,CUST0038,9781.68,INR,AR001,CREDIT,Payment receipt for INV0276 via PayU,REC-INV0276-PAY0276,POSTED,9781.68,2026-02-15
LEDG0277,2026-05-26,INV0277,CUST0435,87502.05,INR,AR001,CREDIT,Payment receipt for INV0277 via Razorpay,REC-INV0277-PAY0277,POSTED,87502.05,2026-05-26
LEDG0278,2026-03-23,INV0278,CUST0496,70645.64,INR,AR001,CREDIT,Payment receipt for INV0278 via Razorpay,REC-INV0278-PAY0278,POSTED,70645.64,2026-03-23
LEDG0279,2026-06-12,INV0279,CUST0282,14317.3,INR,AR001,CREDIT,Payment receipt for INV0279 via Razorpay,REC-INV0279-PAY0279,POSTED,14317.3,2026-06-12
LEDG0280,2026-05-01,INV0280,CUST0462,4017.37,INR,AR001,CREDIT,Payment receipt for INV0280 via Stripe,REC-INV0280-PAY0280,POSTED,4017.37,2026-05-01
LEDG0281,2026-02-11,INV0281,CUST0189,67793.09,INR,AR001,CREDIT,Payment receipt for INV0281 via Cashfree,REC-INV0281-PAY0281,POSTED,67793.09,2026-02-11
LEDG0282,2026-01-09,INV0282,CUST0491,1597.25,INR,AR001,CREDIT,Payment receipt for INV0282 via Cashfree,REC-INV0282-PAY0282,POSTED,1597.25,2026-01-09
LEDG0283,2026-01-11,INV0283,CUST0222,3201.68,INR,AR001,CREDIT,Payment receipt for INV0283 via Razorpay,REC-INV0283-PAY0283,POSTED,3201.68,2026-01-11
LEDG0284,2026-05-15,INV0284,CUST0385,65102.69,INR,AR001,CREDIT,Payment receipt for INV0284 via PayU,REC-INV0284-PAY0284,POSTED,65102.69,2026-05-15
LEDG0285,2026-06-10,INV0285,CUST0190,18449.01,INR,AR001,CREDIT,Payment receipt for INV0285 via Razorpay,REC-INV0285-PAY0285,POSTED,18449.01,2026-06-10
LEDG0286,2026-02-02,INV0286,CUST0403,12295.3,INR,AR001,CREDIT,Payment receipt for INV0286 via Stripe,REC-INV0286-PAY0286,POSTED,12295.3,2026-02-02
LEDG0287,2026-06-21,INV0287,CUST0364,4195.37,INR,AR001,CREDIT,Payment receipt for INV0287 via PayU,REC-INV0287-PAY0287,POSTED,4195.37,2026-06-21
LEDG0288,2026-01-09,INV0288,CUST0099,8897.32,INR,AR001,CREDIT,Payment receipt for INV0288 via Cashfree,REC-INV0288-PAY0288,POSTED,8897.32,2026-01-09
LEDG0289,2026-06-12,INV0289,CUST0256,31429.69,INR,AR001,CREDIT,Payment receipt for INV0289 via Razorpay,REC-INV0289-PAY0289,POSTED,31429.69,2026-06-12
LEDG0290,2026-06-03,INV0290,CUST0327,186879.35,INR,AR001,CREDIT,Payment receipt for INV0290 via Razorpay,REC-INV0290-PAY0290,POSTED,186879.35,2026-06-03
LEDG0291,2026-02-14,INV0291,CUST0281,113526.36,INR,AR001,CREDIT,Payment receipt for INV0291 via Razorpay,REC-INV0291-PAY0291,POSTED,113526.36,2026-02-14
LEDG0292,2026-06-24,INV0292,CUST0146,161561.97,INR,AR001,CREDIT,Payment receipt for INV0292 via Cashfree,REC-INV0292-PAY0292,POSTED,161561.97,2026-06-24
LEDG0293,2026-03-07,INV0293,CUST0096,116355.12,INR,AR001,CREDIT,Payment receipt for INV0293 via Cashfree,REC-INV0293-PAY0293,POSTED,116355.12,2026-03-07
LEDG0294,2026-04-30,INV0294,CUST0307,197650.65,INR,AR001,CREDIT,Payment receipt for INV0294 via PayU,REC-INV0294-PAY0294,POSTED,197650.65,2026-04-30
LEDG0295,2026-05-29,INV0295,CUST0333,12266.03,INR,AR001,CREDIT,Payment receipt for INV0295 via Razorpay,REC-INV0295-PAY0295,POSTED,12266.03,2026-05-29
LEDG0296,2026-01-16,INV0296,CUST0317,24427.77,INR,AR001,CREDIT,Payment receipt for INV0296 via PayU,REC-INV0296-PAY0296,POSTED,24427.77,2026-01-16
LEDG0297,2026-04-07,INV0297,CUST0320,2726.7,INR,AR001,CREDIT,Payment receipt for INV0297 via Stripe,REC-INV0297-PAY0297,POSTED,2726.7,2026-04-07
LEDG0298,2026-04-23,INV0298,CUST0369,44467.95,INR,AR001,CREDIT,Payment receipt for INV0298 via PayU,REC-INV0298-PAY0298,POSTED,44467.95,2026-04-23
LEDG0299,2026-05-29,INV0299,CUST0213,3659.99,INR,AR001,CREDIT,Payment receipt for INV0299 via Cashfree,REC-INV0299-PAY0299,POSTED,3659.99,2026-05-29
LEDG0300,2026-06-05,INV0300,CUST0459,15214.19,INR,AR001,CREDIT,Payment receipt for INV0300 via Razorpay,REC-INV0300-PAY0300,POSTED,15214.19,2026-06-05
LEDG0301,2026-04-16,INV0301,CUST0276,3567.2,INR,AR001,CREDIT,Payment receipt for INV0301 via Cashfree,REC-INV0301-PAY0301,POSTED,3567.2,2026-04-16
