transaction_id,payment_id,final_status,reason,amount_match,date_match,ledger_found,ledger_status,payment_status,date_difference,amount_difference,absolute_amount_difference
TXN0203,PAY0203,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0204,PAY0204,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0205,PAY0205,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0206,PAY0206,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0207,PAY0315,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0208,PAY0208,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0209,PAY0209,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0210,PAY0210,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0
TXN0211,PAY0211,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0212,PAY0212,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0213,PAY0213,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0214,PAY0214,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0215,PAY0215,DATE_MISMATCH,Bank transaction date differs from payment date by 128 days,True,False,True,POSTED,SUCCESS,128.0,0.0,0.0
TXN0216,PAY0216,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0217,PAY0217,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0
TXN0218,PAY0218,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0219,PAY0219,DATE_MISMATCH,Bank transaction date differs from payment date by 16 days,True,False,True,POSTED,SUCCESS,16.0,0.0,0.0
TXN0220,PAY0220,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0221,PAY0221,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0222,PAY0222,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0223,PAY0223,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0
TXN0224,PAY0224,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0225,PAY0225,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0
TXN0226,PAY0226,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0227,PAY0227,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0228,PAY0228,DATE_MISMATCH,Bank transaction date differs from payment date by 118 days,True,False,True,POSTED,SUCCESS,118.0,0.0,0.0
TXN0229,PAY0229,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0230,PAY0230,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,
TXN0231,PAY0231,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0232,PAY0232,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0233,PAY0233,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,
TXN0234,PAY0234,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0
TXN0235,PAY0235,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0236,PAY0236,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0237,PAY0237,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0238,PAY0238,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0239,PAY0239,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0240,PAY0240,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,
TXN0241,PAY0241,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0
TXN0242,PAY0242,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0243,PAY0243,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0244,PAY0244,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0245,PAY0245,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0246,PAY0246,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0247,PAY0247,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0248,PAY0248,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0
TXN0249,PAY0249,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0250,PAY0250,DATE_MISMATCH,Bank transaction date differs from payment date by 13 days,True,False,True,POSTED,SUCCESS,13.0,0.0,0.0
TXN0251,PAY0251,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0252,PAY0252,DATE_MISMATCH,Bank transaction date differs from payment date by 26 days,True,False,True,POSTED,SUCCESS,26.0,0.0,0.0
TXN0253,PAY0253,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0254,PAY0254,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0255,PAY0255,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0256,PAY0256,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0257,PAY0257,DATE_MISMATCH,Bank transaction date differs from payment date by 25 days,True,False,True,POSTED,SUCCESS,25.0,0.0,0.0
TXN0258,PAY0258,DATE_MISMATCH,Bank transaction date differs from payment date by 7 days,True,False,True,POSTED,SUCCESS,7.0,0.0,0.0
TXN0259,PAY0259,DATE_MISMATCH,Bank transaction date differs from payment date by 121 days,True,False,True,POSTED,SUCCESS,121.0,0.0,0.0
TXN0260,PAY0260,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0261,PAY0261,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0262,PAY0262,DATE_MISMATCH,Bank transaction date differs from payment date by 20 days,True,False,True,POSTED,SUCCESS,20.0,0.0,0.0
TXN0263,PAY0263,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0264,PAY0264,DATE_MISMATCH,Bank transaction date differs from payment date by 6 days,True,False,True,POSTED,SUCCESS,6.0,0.0,0.0
TXN0265,PAY0265,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0266,PAY0266,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0267,PAY0267,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0268,PAY0268,DATE_MISMATCH,Bank transaction date differs from payment date by 6 days,True,False,True,POSTED,SUCCESS,6.0,0.0,0.0
TXN0269,PAY0269,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,
TXN0270,PAY0270,DATE_MISMATCH,Bank transaction date differs from payment date by 8 days,True,False,True,POSTED,SUCCESS,8.0,0.0,0.0
TXN0271,PAY0271,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0272,PAY0272,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0273,PAY0273,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0274,PAY0274,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0275,PAY0275,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0276,PAY0276,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0277,PAY0277,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0278,PAY0278,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0279,PAY0279,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0280,PAY0280,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0281,PAY0281,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0282,PAY0282,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0283,PAY0283,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0284,PAY0284,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0285,PAY0285,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0286,PAY0242,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0287,PAY0287,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0288,PAY0288,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0289,PAY0289,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0
TXN0290,PAY0290,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0291,PAY0291,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0
TXN0292,PAY0292,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,
TXN0293,PAY0293,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0294,PAY0294,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0295,PAY0295,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0296,PAY0296,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0297,PAY0297,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0298,PAY0298,DATE_MISMATCH,Bank transaction date differs from payment date by 18 days,True,False,True,POSTED,SUCCESS,18.0,0.0,0.0
TXN0299,PAY0299,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0300,PAY0300,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0301,PAY0301,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0302,PAY0302,DATE_MISMATCH,Bank transaction date differs from payment date by 20 days,True,False,True,POSTED,SUCCESS,20.0,0.0,0.0
TXN0303,PAY0303,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0304,PAY0304,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0305,PAY0305,DATE_MISMATCH,Bank transaction date differs from payment date by 61 days,True,False,True,POSTED,SUCCESS,61.0,0.0,0.0
TXN0306,PAY0306,DATE_MISMATCH,Bank transaction date differs from payment date by 20 days,True,False,True,POSTED,SUCCESS,20.0,0.0,0.0
TXN0307,PAY0307,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0308,PAY0308,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,
TXN0309,PAY0309,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0310,PAY0310,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0311,PAY0323,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0312,PAY0310,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0313,PAY0313,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0314,PAY0314,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0315,PAY0315,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0316,PAY0316,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0317,PAY0317,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0318,PAY0318,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0319,PAY0319,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0320,PAY0320,DATE_MISMATCH,Bank transaction date differs from payment date by 12 days,True,False,True,POSTED,SUCCESS,12.0,0.0,0.0
TXN0321,PAY0321,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0322,PAY0322,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0323,PAY0323,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0324,PAY0324,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0325,PAY0325,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0326,PAY0326,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,
TXN0327,PAY0327,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0328,PAY0328,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0329,PAY0329,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0330,PAY0330,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0331,PAY0331,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0332,PAY0332,DATE_MISMATCH,Bank transaction date differs from payment date by 53 days,True,False,True,POSTED,SUCCESS,53.0,0.0,0.0
TXN0333,PAY0333,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0334,PAY0334,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0
TXN0335,PAY0335,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0336,PAY0453,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0337,PAY0337,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,
TXN0338,PAY0338,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0339,PAY0339,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0340,PAY0340,DATE_MISMATCH,Bank transaction date differs from payment date by 37 days,True,False,True,POSTED,SUCCESS,37.0,0.0,0.0
TXN0341,PAY0341,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0342,PAY0342,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0343,PAY0343,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,
TXN0344,PAY0344,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0345,PAY0345,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0346,PAY0346,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0347,PAY0347,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0348,PAY0348,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0
TXN0349,PAY0274,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0350,PAY0350,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0351,PAY0351,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0352,PAY0352,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0353,PAY0353,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0354,PAY0354,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0355,PAY0355,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0356,PAY0356,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0357,PAY0357,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0358,PAY0358,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0359,PAY0359,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0
TXN0360,PAY0329,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0361,PAY0361,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0362,PAY0362,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0363,PAY0363,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0364,PAY0364,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0365,PAY0365,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0366,PAY0366,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0367,PAY0367,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0368,PAY0368,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0369,PAY0369,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0370,PAY0370,DATE_MISMATCH,Bank transaction date differs from payment date by 22 days,True,False,True,POSTED,SUCCESS,22.0,0.0,0.0
TXN0371,PAY0371,DATE_MISMATCH,Bank transaction date differs from payment date by 73 days,True,False,True,POSTED,SUCCESS,73.0,0.0,0.0
TXN0372,PAY0372,DATE_MISMATCH,Bank transaction date differs from payment date by 6 days,True,False,True,POSTED,SUCCESS,6.0,0.0,0.0
TXN0373,PAY0373,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0374,PAY0374,PAYMENT_FAILED,Payment gateway status is FAILED,True,True,True,POSTED,FAILED,0.0,0.0,0.0
TXN0375,PAY0375,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0
TXN0376,PAY0376,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0377,PAY0377,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0
TXN0378,PAY0378,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0379,PAY0379,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0380,PAY0249,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0381,PAY0381,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0382,PAY0382,DATE_MISMATCH,Bank transaction date differs from payment date by 7 days,True,False,True,POSTED,SUCCESS,7.0,0.0,0.0
TXN0383,PAY0383,DATE_MISMATCH,Bank transaction date differs from payment date by 19 days,True,False,True,POSTED,SUCCESS,19.0,0.0,0.0
TXN0384,PAY0384,DATE_MISMATCH,Bank transaction date differs from payment date by 7 days,True,False,True,POSTED,SUCCESS,7.0,0.0,0.0
TXN0385,PAY0385,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0386,PAY0386,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0387,PAY0387,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0388,PAY0388,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0389,PAY0389,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0390,PAY0390,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0391,PAY0155,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0392,PAY0392,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0393,PAY0393,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0394,PAY0394,PAYMENT_FAILED,Payment gateway status is FAILED,True,True,True,POSTED,FAILED,0.0,0.0,0.0
TXN0395,PAY0395,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0
TXN0396,PAY0396,PAYMENT_FAILED,Payment gateway status is FAILED,True,True,True,POSTED,FAILED,0.0,0.0,0.0
TXN0397,PAY0397,DATE_MISMATCH,Bank transaction date differs from payment date by 6 days,True,False,True,POSTED,SUCCESS,6.0,0.0,0.0
TXN0398,PAY0398,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0399,PAY0003,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0400,PAY0400,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0401,PAY0401,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0402,PAY0402,DATE_MISMATCH,Bank transaction date differs from payment date by 20 days,True,False,True,POSTED,SUCCESS,20.0,0.0,0.0
TXN0403,PAY0403,PAYMENT_FAILED,Payment gateway status is FAILED,True,True,True,POSTED,FAILED,0.0,0.0,0.0
TXN0404,PAY0404,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0405,PAY0346,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0406,PAY0406,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
