transaction_id,payment_id,final_status,reason,amount_match,date_match,ledger_found,ledger_status,payment_status,date_difference,amount_difference,absolute_amount_difference,date_diff,exception_type,date_severity,risk_level,recommended_action,is_exception,bank_amount,payment_amount,normalized_reference,match_status,amount_difference_pct,same_transaction_payment_numeric_id,has_payment_id,transaction_payment_id_delta,has_normalized_reference,high_attention,ml_risk_probability,ml_prediction,ml_risk_level,ml_reason
TXN0075,PAY0075,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,14850.9,14850.9,GW-245017,MATCHED,0.0,True,1,0,YES,0,0.021,0,LOW,No major deterministic risk factor detected
TXN0076,PAY0076,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,22310.14,22310.14,GW-313679,MATCHED,0.0,True,1,0,YES,0,0.0276,0,LOW,No major deterministic risk factor detected
TXN0077,PAY0077,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,2804.91,2804.91,GW-124276,MATCHED,0.0,True,1,0,YES,0,0.0209,0,LOW,No major deterministic risk factor detected
TXN0078,PAY0280,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,False,False,False,UNKNOWN,UNKNOWN,0.0,0.0,0.0,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True,4017.37,4017.37,GW-439293,DUPLICATE_PAYMENT,0.0,False,1,202,YES,1,0.9975,1,CRITICAL,Final status is DUPLICATE_PAYMENT
TXN0079,PAY0079,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,14103.78,14103.78,GW-335075,MATCHED,0.0,True,1,0,YES,0,0.0274,0,LOW,No major deterministic risk factor detected
TXN0080,PAY0080,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,64327.38,64327.38,GW-128322,MATCHED,0.0,True,1,0,YES,0,0.0219,0,LOW,No major deterministic risk factor detected
TXN0081,PAY0081,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,62548.67,62548.67,GW-163143,MATCHED,0.0,True,1,0,YES,0,0.0218,0,LOW,No major deterministic risk factor detected
TXN0082,PAY0082,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0,4.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,15719.35,15719.35,GW-502758,MATCHED,0.0,True,1,0,YES,0,0.0521,0,LOW,No major deterministic risk factor detected
TXN0083,PAY0083,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0,3.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,3393.32,3393.32,GW-299636,MATCHED,0.0,True,1,0,YES,0,0.0452,0,LOW,No major deterministic risk factor detected
TXN0084,PAY0084,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,62932.36,62932.36,GW-332215,MATCHED,0.0,True,1,0,YES,0,0.0218,0,LOW,No major deterministic risk factor detected
TXN0085,PAY0085,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,795.78,795.78,GW-854214,MATCHED,0.0,True,1,0,YES,0,0.031,0,LOW,No major deterministic risk factor detected
TXN0086,PAY0086,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,1559.55,1559.55,GW-671857,MATCHED,0.0,True,1,0,YES,0,0.0311,0,LOW,No major deterministic risk factor detected
TXN0087,PAY0087,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,1375.02,1375.02,GW-471707,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0088,PAY0088,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,False,False,UNKNOWN,UNKNOWN,0.0,0.0,0.0,,AMOUNT_MISMATCH,NOT_APPLICABLE,HIGH,INVESTIGATE_AMOUNT_DIFFERENCE,True,9812.29,10012.54,GW-694962,AMOUNT_MISMATCH,0.0,True,1,0,YES,1,0.9925,1,CRITICAL,Final status is AMOUNT_MISMATCH
TXN0089,PAY0284,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,False,False,False,UNKNOWN,UNKNOWN,0.0,0.0,0.0,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True,65102.69,65102.69,GW-989404,DUPLICATE_PAYMENT,0.0,False,1,195,YES,1,0.9976,1,CRITICAL,Final status is DUPLICATE_PAYMENT
TXN0090,PAY0090,DATE_MISMATCH,Bank transaction date differs from payment date by 6 days,True,False,True,POSTED,SUCCESS,6.0,0.0,0.0,6.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,34425.9,34425.9,GW-368393,MATCHED,0.0,True,1,0,YES,0,0.0686,0,LOW,No major deterministic risk factor detected
TXN0091,PAY0091,DATE_MISMATCH,Bank transaction date differs from payment date by 36 days,True,False,True,POSTED,SUCCESS,36.0,0.0,0.0,36.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,117251.06,117251.06,GW-141422,MATCHED,0.0,True,1,0,YES,1,0.9637,1,CRITICAL,Date difference is 36 days
TXN0092,PAY0092,DATE_MISMATCH,Bank transaction date differs from payment date by 16 days,True,False,True,POSTED,SUCCESS,16.0,0.0,0.0,16.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,123740.45,123740.45,GW-150416,MATCHED,0.0,True,1,0,YES,1,0.9408,1,CRITICAL,Date difference is 16 days
TXN0093,PAY0093,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,3207.22,3207.22,GW-394994,MATCHED,0.0,True,1,0,YES,0,0.0311,0,LOW,No major deterministic risk factor detected
TXN0094,PAY0366,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,False,False,False,UNKNOWN,UNKNOWN,0.0,0.0,0.0,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True,8836.65,8836.65,GW-348981,DUPLICATE_PAYMENT,0.0,False,1,272,YES,1,0.9983,1,CRITICAL,Final status is DUPLICATE_PAYMENT
TXN0095,PAY0095,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,16244.75,16244.75,GW-279225,MATCHED,0.0,True,1,0,YES,0,0.0314,0,LOW,No major deterministic risk factor detected
TXN0096,PAY0096,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,142115.1,142115.1,GW-130880,MATCHED,0.0,True,1,0,YES,0,0.0232,0,LOW,No major deterministic risk factor detected
TXN0097,PAY0097,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,17569.24,17569.24,GW-427666,MATCHED,0.0,True,1,0,YES,0,0.0211,0,LOW,No major deterministic risk factor detected
TXN0098,PAY0060,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,False,False,False,UNKNOWN,UNKNOWN,0.0,0.0,0.0,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True,68899.66,68899.66,GW-596758,DUPLICATE_PAYMENT,0.0,False,1,38,YES,1,0.9945,1,CRITICAL,Final status is DUPLICATE_PAYMENT
TXN0099,PAY0099,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0,4.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,6693.63,6693.63,GW-563546,MATCHED,0.0,True,1,0,YES,0,0.0518,0,LOW,No major deterministic risk factor detected
TXN0100,PAY0100,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0,4.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,95268.72,95268.72,GW-634893,MATCHED,0.0,True,1,0,YES,0,0.0553,0,LOW,No major deterministic risk factor detected
TXN0101,PAY0101,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True,112773.91,112773.91,GW-797095,MATCHED,0.0,True,1,0,YES,1,0.9607,1,CRITICAL,Final status is LEDGER_EXCEPTION; Ledger status is PENDING
TXN0102,PAY0102,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,11725.04,11725.04,GW-611207,MATCHED,0.0,True,1,0,YES,0,0.0313,0,LOW,No major deterministic risk factor detected
TXN0103,PAY0103,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,2422.4,2422.4,GW-493009,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0104,PAY0104,DATE_MISMATCH,Bank transaction date differs from payment date by 98 days,True,False,True,POSTED,SUCCESS,98.0,0.0,0.0,98.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,75463.93,75463.93,GW-220842,MATCHED,0.0,True,1,0,YES,1,1.0,1,CRITICAL,Date difference is 98 days
TXN0105,PAY0105,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,4098.29,4098.29,GW-586817,MATCHED,0.0,True,1,0,YES,0,0.0311,0,LOW,No major deterministic risk factor detected
TXN0106,PAY0106,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0,3.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,70744.74,70744.74,GW-497248,MATCHED,0.0,True,1,0,YES,0,0.0475,0,LOW,No major deterministic risk factor detected
TXN0107,PAY0107,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,17700.81,17700.81,GW-699314,MATCHED,0.0,True,1,0,YES,0,0.0211,0,LOW,No major deterministic risk factor detected
TXN0108,PAY0108,PAYMENT_FAILED,Payment gateway status is FAILED,True,True,True,POSTED,FAILED,0.0,0.0,0.0,0.0,PAYMENT_FAILED,NOT_APPLICABLE,HIGH,INVESTIGATE_FAILED_PAYMENT,True,19753.16,19753.16,GW-287614,MATCHED,0.0,True,1,0,YES,1,0.9476,1,CRITICAL,Final status is PAYMENT_FAILED; Payment status is FAILED
TXN0109,PAY0109,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,71978.75,71978.75,GW-381693,MATCHED,0.0,True,1,0,YES,0,0.0328,0,LOW,No major deterministic risk factor detected
TXN0110,PAY0146,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,False,False,False,UNKNOWN,UNKNOWN,0.0,0.0,0.0,,DUPLICATE_PAYMENT,NOT_APPLICABLE,HIGH,MANUAL_REVIEW_DUPLICATE,True,2074.17,2074.17,GW-889126,DUPLICATE_PAYMENT,0.0,False,1,36,YES,1,0.9942,1,CRITICAL,Final status is DUPLICATE_PAYMENT
TXN0111,PAY0111,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,10234.06,10234.06,GW-930441,MATCHED,0.0,True,1,0,YES,0,0.0313,0,LOW,No major deterministic risk factor detected
TXN0112,PAY0112,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0,4.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,18158.5,18158.5,GW-741777,MATCHED,0.0,True,1,0,YES,0,0.0522,0,LOW,No major deterministic risk factor detected
TXN0113,PAY0113,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0,5.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,142304.98,142304.98,GW-663719,MATCHED,0.0,True,1,0,YES,0,0.0652,0,LOW,No major deterministic risk factor detected
TXN0114,PAY0114,DATE_MISMATCH,Bank transaction date differs from payment date by 26 days,True,False,True,POSTED,SUCCESS,26.0,0.0,0.0,26.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,78881.25,78881.25,GW-209793,MATCHED,0.0,True,1,0,YES,1,0.9841,1,CRITICAL,Date difference is 26 days
TXN0115,PAY0115,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,772.26,772.26,GW-823405,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0116,PAY0116,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,55135.07,55135.07,GW-947919,MATCHED,0.0,True,1,0,YES,0,0.0217,0,LOW,No major deterministic risk factor detected
TXN0117,PAY0117,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,148988.17,148988.17,GW-613757,MATCHED,0.0,True,1,0,YES,0,0.0347,0,LOW,No major deterministic risk factor detected
TXN0118,PAY0118,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,12188.78,12188.78,GW-612032,MATCHED,0.0,True,1,0,YES,0,0.0313,0,LOW,No major deterministic risk factor detected
TXN0119,PAY0119,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,50045.43,50045.43,GW-526949,MATCHED,0.0,True,1,0,YES,0,0.0281,0,LOW,No major deterministic risk factor detected
TXN0120,PAY0120,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,172033.46,172033.46,GW-428003,MATCHED,0.0,True,1,0,YES,0,0.0237,0,LOW,No major deterministic risk factor detected
TXN0121,PAY0121,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,93334.99,93334.99,GW-740991,MATCHED,0.0,True,1,0,YES,0,0.0223,0,LOW,No major deterministic risk factor detected
TXN0122,PAY0122,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,1914.57,1914.57,GW-702987,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0123,PAY0123,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,14659.58,14659.58,GW-273348,MATCHED,0.0,True,1,0,YES,0,0.021,0,LOW,No major deterministic risk factor detected
TXN0124,PAY0124,DATE_MISMATCH,Bank transaction date differs from payment date by 42 days,True,False,True,POSTED,SUCCESS,42.0,0.0,0.0,42.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,73099.46,73099.46,GW-699116,MATCHED,0.0,True,1,0,YES,1,0.9834,1,CRITICAL,Date difference is 42 days
TXN0125,PAY0125,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,8937.17,8937.17,GW-768402,MATCHED,0.0,True,1,0,YES,0,0.0312,0,LOW,No major deterministic risk factor detected
TXN0126,PAY0126,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,8386.34,8386.34,GW-124935,MATCHED,0.0,True,1,0,YES,0,0.0209,0,LOW,No major deterministic risk factor detected
TXN0127,PAY0127,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,34895.47,34895.47,GW-475946,MATCHED,0.0,True,1,0,YES,0,0.0214,0,LOW,No major deterministic risk factor detected
TXN0128,PAY0128,DATE_MISMATCH,Bank transaction date differs from payment date by 15 days,True,False,True,POSTED,SUCCESS,15.0,0.0,0.0,15.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,149642.71,149642.71,GW-462580,MATCHED,0.0,True,1,0,YES,1,0.9338,1,CRITICAL,Date difference is 15 days
TXN0129,PAY0129,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,195580.93,195580.93,GW-315514,MATCHED,0.0,True,1,0,YES,0,0.0242,0,LOW,No major deterministic risk factor detected
TXN0130,PAY0130,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0,3.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,17264.29,17264.29,GW-627021,MATCHED,0.0,True,1,0,YES,0,0.0457,0,LOW,No major deterministic risk factor detected
TXN0131,PAY0131,DATE_MISMATCH,Bank transaction date differs from payment date by 23 days,True,False,True,POSTED,SUCCESS,23.0,0.0,0.0,23.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,45331.57,45331.57,GW-932655,MATCHED,0.0,True,1,0,YES,1,0.9754,1,CRITICAL,Date difference is 23 days
TXN0132,PAY0132,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,74508.78,74508.78,GW-871554,MATCHED,0.0,True,1,0,YES,0,0.022,0,LOW,No major deterministic risk factor detected
TXN0133,PAY0133,PAYMENT_FAILED,Payment gateway status is FAILED,True,True,True,POSTED,FAILED,0.0,0.0,0.0,0.0,PAYMENT_FAILED,NOT_APPLICABLE,HIGH,INVESTIGATE_FAILED_PAYMENT,True,2330.85,2330.85,GW-569414,MATCHED,0.0,True,1,0,YES,1,0.9469,1,CRITICAL,Final status is PAYMENT_FAILED; Payment status is FAILED
TXN0134,PAY0134,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,19680.69,19680.69,GW-525707,MATCHED,0.0,True,1,0,YES,0,0.0211,0,LOW,No major deterministic risk factor detected
TXN0135,PAY0135,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,1330.94,1330.94,GW-301529,MATCHED,0.0,True,1,0,YES,0,0.0271,0,LOW,No major deterministic risk factor detected
TXN0136,PAY0136,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,40275.69,40275.69,GW-765974,MATCHED,0.0,True,1,0,YES,0,0.0279,0,LOW,No major deterministic risk factor detected
TXN0137,PAY0137,PAYMENT_REFUNDED,Payment gateway status is REFUNDED,True,True,True,POSTED,REFUNDED,0.0,0.0,0.0,0.0,PAYMENT_REFUNDED,NOT_APPLICABLE,HIGH,REVIEW_REFUND,True,13105.94,13105.94,GW-436881,MATCHED,0.0,True,1,0,YES,1,0.9284,1,CRITICAL,Final status is PAYMENT_REFUNDED; Payment status is REFUNDED
TXN0138,PAY0138,DATE_MISMATCH,Bank transaction date differs from payment date by 7 days,True,False,True,POSTED,SUCCESS,7.0,0.0,0.0,7.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,4070.98,4070.98,GW-650363,MATCHED,0.0,True,1,0,YES,0,0.0764,0,LOW,No major deterministic risk factor detected
TXN0139,PAY0139,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,23890.0,23890.0,GW-459296,MATCHED,0.0,True,1,0,YES,0,0.0212,0,LOW,No major deterministic risk factor detected
TXN0140,PAY0140,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,112179.58,112179.58,GW-636064,MATCHED,0.0,True,1,0,YES,0,0.0227,0,LOW,No major deterministic risk factor detected
TXN0141,PAY0141,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,6249.41,6249.41,GW-840238,MATCHED,0.0,True,1,0,YES,0,0.0272,0,LOW,No major deterministic risk factor detected
TXN0142,PAY0142,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,40283.94,40283.94,GW-797911,MATCHED,0.0,True,1,0,YES,0,0.0215,0,LOW,No major deterministic risk factor detected
TXN0143,PAY0143,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,62722.09,62722.09,GW-199424,MATCHED,0.0,True,1,0,YES,0,0.0284,0,LOW,No major deterministic risk factor detected
TXN0144,PAY0144,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,1935.15,1935.15,GW-289240,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0145,PAY0145,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,3625.31,3625.31,GW-540189,MATCHED,0.0,True,1,0,YES,0,0.0209,0,LOW,No major deterministic risk factor detected
TXN0146,PAY0146,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,2074.17,2074.17,GW-889126,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0147,PAY0147,DATE_MISMATCH,Bank transaction date differs from payment date by 29 days,True,False,True,POSTED,SUCCESS,29.0,0.0,0.0,29.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,193785.39,193785.39,GW-318354,MATCHED,0.0,True,1,0,YES,1,0.9904,1,CRITICAL,Date difference is 29 days
TXN0148,PAY0148,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,103616.63,103616.63,GW-694716,MATCHED,0.0,True,1,0,YES,0,0.0293,0,LOW,No major deterministic risk factor detected
TXN0149,PAY0149,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,60298.58,60298.58,GW-918348,MATCHED,0.0,True,1,0,YES,0,0.0218,0,LOW,No major deterministic risk factor detected
