transaction_id,payment_id,invoice_id,expected_match_type,expected_exception_type,expected_date_difference,expected_amount_match,expected_ledger_status,expected_payment_status,expected_final_decision
TXN0230,PAY0230,INV0230,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0231,PAY0231,INV0231,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0232,PAY0232,INV0232,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0233,PAY0233,INV0233,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0234,PAY0234,INV0234,FUZZY,LEDGER_PENDING,0,True,PENDING,SUCCESS,LEDGER_PENDING
TXN0235,PAY0235,INV0235,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0236,PAY0236,INV0236,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0237,PAY0237,INV0237,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0238,PAY0238,INV0238,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0239,PAY0239,INV0239,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0240,PAY0240,INV0240,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0241,PAY0241,INV0241,FUZZY,SETTLEMENT_DELAY,5,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0242,PAY0242,INV0242,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0243,PAY0243,INV0243,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0244,PAY0244,INV0244,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0245,PAY0245,INV0245,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0246,PAY0246,INV0246,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0247,PAY0247,INV0247,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0248,PAY0248,INV0248,FUZZY,SETTLEMENT_DELAY,3,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0249,PAY0249,INV0249,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0250,PAY0250,INV0250,FUZZY,SETTLEMENT_DELAY,13,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0251,PAY0251,INV0251,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0252,PAY0252,INV0252,FUZZY,SETTLEMENT_DELAY,26,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0253,PAY0253,INV0253,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0254,PAY0254,INV0254,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0255,PAY0255,INV0255,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0256,PAY0256,INV0256,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0257,PAY0257,INV0257,FUZZY,SETTLEMENT_DELAY,25,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0258,PAY0258,INV0258,FUZZY,SETTLEMENT_DELAY,7,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0259,PAY0259,INV0259,FUZZY,SETTLEMENT_DELAY,121,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0260,PAY0260,INV0260,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0261,PAY0261,INV0261,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0262,PAY0262,INV0262,FUZZY,SETTLEMENT_DELAY,20,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0263,PAY0263,INV0263,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0264,PAY0264,INV0264,FUZZY,SETTLEMENT_DELAY,6,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0265,PAY0265,INV0265,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0266,PAY0266,INV0266,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0267,PAY0267,INV0267,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0268,PAY0268,INV0268,FUZZY,SETTLEMENT_DELAY,6,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0269,PAY0269,INV0269,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0270,PAY0270,INV0270,FUZZY,SETTLEMENT_DELAY,8,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0271,PAY0271,INV0271,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0272,PAY0272,INV0272,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0273,PAY0273,INV0273,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0274,PAY0274,INV0274,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0275,PAY0275,INV0275,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0276,PAY0276,INV0276,FUZZY,SETTLEMENT_DELAY,4,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0277,PAY0277,INV0277,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0278,PAY0278,INV0278,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0279,PAY0279,INV0279,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0280,PAY0280,INV0280,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0281,PAY0281,INV0281,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0282,PAY0282,INV0282,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0283,PAY0283,INV0283,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0284,PAY0284,INV0284,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0285,PAY0285,INV0285,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0286,PAY0286,INV0286,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0287,PAY0287,INV0287,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0288,PAY0288,INV0288,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0289,PAY0289,INV0289,FUZZY,SETTLEMENT_DELAY,5,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0290,PAY0290,INV0290,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0291,PAY0291,INV0291,FUZZY,SETTLEMENT_DELAY,3,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0292,PAY0292,INV0292,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0293,PAY0293,INV0293,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0294,PAY0294,INV0294,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0295,PAY0295,INV0295,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0296,PAY0296,INV0296,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0297,PAY0297,INV0297,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0298,PAY0298,INV0298,FUZZY,SETTLEMENT_DELAY,18,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0299,PAY0299,INV0299,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0300,PAY0300,INV0300,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0301,PAY0301,INV0301,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0302,PAY0302,INV0302,FUZZY,SETTLEMENT_DELAY,20,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0303,PAY0303,INV0303,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0304,PAY0304,INV0304,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0305,PAY0305,INV0305,FUZZY,SETTLEMENT_DELAY,61,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0306,PAY0306,INV0306,FUZZY,SETTLEMENT_DELAY,20,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0307,PAY0307,INV0307,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0308,PAY0308,INV0308,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0309,PAY0309,INV0309,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0310,PAY0310,INV0310,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0311,PAY0311,INV0311,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0312,PAY0312,INV0312,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0313,PAY0313,INV0313,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0314,PAY0314,INV0314,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0315,PAY0315,INV0315,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0316,PAY0316,INV0316,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0317,PAY0317,INV0317,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0318,PAY0318,INV0318,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0319,PAY0319,INV0319,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0320,PAY0320,INV0320,FUZZY,SETTLEMENT_DELAY,12,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0321,PAY0321,INV0321,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0322,PAY0322,INV0322,FUZZY,SETTLEMENT_DELAY,4,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0323,PAY0323,INV0323,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0324,PAY0324,INV0324,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0325,PAY0325,INV0325,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0326,PAY0326,INV0326,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0327,PAY0327,INV0327,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0328,PAY0328,INV0328,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0329,PAY0329,INV0329,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0330,PAY0330,INV0330,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0331,PAY0331,INV0331,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0332,PAY0332,INV0332,FUZZY,SETTLEMENT_DELAY,53,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0333,PAY0333,INV0333,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0334,PAY0334,INV0334,FUZZY,SETTLEMENT_DELAY,3,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0335,PAY0335,INV0335,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0336,PAY0336,INV0336,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0337,PAY0337,INV0337,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0338,PAY0338,INV0338,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0339,PAY0339,INV0339,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0340,PAY0340,INV0340,FUZZY,SETTLEMENT_DELAY,37,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0341,PAY0341,INV0341,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0342,PAY0342,INV0342,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0343,PAY0343,INV0343,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0344,PAY0344,INV0344,FUZZY,SETTLEMENT_DELAY,4,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0345,PAY0345,INV0345,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0346,PAY0346,INV0346,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0347,PAY0347,INV0347,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0348,PAY0348,INV0348,FUZZY,SETTLEMENT_DELAY,5,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0349,PAY0349,INV0349,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0350,PAY0350,INV0350,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0351,PAY0351,INV0351,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0352,PAY0352,INV0352,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0353,PAY0353,INV0353,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0354,PAY0354,INV0354,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0355,PAY0355,INV0355,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0356,PAY0356,INV0356,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0357,PAY0357,INV0357,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0358,PAY0358,INV0358,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0359,PAY0359,INV0359,FUZZY,LEDGER_PENDING,0,True,PENDING,SUCCESS,LEDGER_PENDING
TXN0360,PAY0360,INV0360,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0361,PAY0361,INV0361,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0362,PAY0362,INV0362,FUZZY,SETTLEMENT_DELAY,4,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0363,PAY0363,INV0363,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0364,PAY0364,INV0364,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0365,PAY0365,INV0365,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0366,PAY0366,INV0366,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0367,PAY0367,INV0367,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0368,PAY0368,INV0368,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0369,PAY0369,INV0369,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0370,PAY0370,INV0370,FUZZY,SETTLEMENT_DELAY,22,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0371,PAY0371,INV0371,FUZZY,SETTLEMENT_DELAY,73,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0372,PAY0372,INV0372,FUZZY,SETTLEMENT_DELAY,6,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0373,PAY0373,INV0373,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0374,PAY0374,INV0374,NONE,PAYMENT_FAILED,0,True,POSTED,FAILED,PAYMENT_FAILED
TXN0375,PAY0375,INV0375,FUZZY,LEDGER_PENDING,0,True,PENDING,SUCCESS,LEDGER_PENDING
TXN0376,PAY0376,INV0376,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0377,PAY0377,INV0377,FUZZY,SETTLEMENT_DELAY,3,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0378,PAY0378,INV0378,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0379,PAY0379,INV0379,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0380,PAY0380,INV0380,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0381,PAY0381,INV0381,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0382,PAY0382,INV0382,FUZZY,SETTLEMENT_DELAY,7,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0383,PAY0383,INV0383,FUZZY,SETTLEMENT_DELAY,19,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0384,PAY0384,INV0384,FUZZY,SETTLEMENT_DELAY,7,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0385,PAY0385,INV0385,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0386,PAY0386,INV0386,FUZZY,SETTLEMENT_DELAY,4,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0387,PAY0387,INV0387,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0388,PAY0388,INV0388,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0389,PAY0389,INV0389,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0390,PAY0390,INV0390,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0391,PAY0391,INV0391,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0392,PAY0392,INV0392,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0393,PAY0393,INV0393,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0394,PAY0394,INV0394,NONE,PAYMENT_FAILED,0,True,POSTED,FAILED,PAYMENT_FAILED
TXN0395,PAY0395,INV0395,FUZZY,SETTLEMENT_DELAY,3,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0396,PAY0396,INV0396,NONE,PAYMENT_FAILED,0,True,POSTED,FAILED,PAYMENT_FAILED
TXN0397,PAY0397,INV0397,FUZZY,SETTLEMENT_DELAY,6,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0398,PAY0398,INV0398,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0399,PAY0399,INV0399,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0400,PAY0400,INV0400,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0401,PAY0401,INV0401,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0402,PAY0402,INV0402,FUZZY,SETTLEMENT_DELAY,20,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0403,PAY0403,INV0403,NONE,PAYMENT_FAILED,0,True,POSTED,FAILED,PAYMENT_FAILED
TXN0404,PAY0404,INV0404,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0405,PAY0405,INV0405,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0406,PAY0406,INV0406,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0407,PAY0407,INV0407,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0408,PAY0408,INV0408,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0409,PAY0409,INV0409,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0410,PAY0410,INV0410,FUZZY,LEDGER_PENDING,0,True,PENDING,SUCCESS,LEDGER_PENDING
TXN0411,PAY0411,INV0411,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0412,PAY0412,INV0412,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0413,PAY0413,INV0413,FUZZY,DUPLICATE_PAYMENT,0,True,POSTED,SUCCESS,DUPLICATE_PAYMENT
TXN0414,PAY0414,INV0414,NONE,PAYMENT_FAILED,0,True,POSTED,FAILED,PAYMENT_FAILED
TXN0415,PAY0415,INV0415,NONE,PAYMENT_FAILED,0,True,POSTED,FAILED,PAYMENT_FAILED
TXN0416,PAY0416,INV0416,FUZZY,LEDGER_PENDING,0,True,PENDING,SUCCESS,LEDGER_PENDING
TXN0417,PAY0417,INV0417,FUZZY,SETTLEMENT_DELAY,47,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0418,PAY0418,INV0418,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0419,PAY0419,INV0419,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0420,PAY0420,INV0420,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0421,PAY0421,INV0421,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0422,PAY0422,INV0422,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0423,PAY0423,INV0423,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0424,PAY0424,INV0424,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0425,PAY0425,INV0425,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0426,PAY0426,INV0426,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0427,PAY0427,INV0427,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0428,PAY0428,INV0428,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0429,PAY0429,INV0429,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0430,PAY0430,INV0430,FUZZY,SETTLEMENT_DELAY,6,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0431,PAY0431,INV0431,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0432,PAY0432,INV0432,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0433,PAY0433,INV0433,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0434,PAY0434,INV0434,FUZZY,SETTLEMENT_DELAY,5,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0435,PAY0435,INV0435,FUZZY,SETTLEMENT_DELAY,5,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0436,PAY0436,INV0436,FUZZY,SETTLEMENT_DELAY,7,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0437,PAY0437,INV0437,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0438,PAY0438,INV0438,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0439,PAY0439,INV0439,FUZZY,AMOUNT_MISMATCH,0,False,POSTED,SUCCESS,AMOUNT_MISMATCH
TXN0440,PAY0440,INV0440,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0441,PAY0441,INV0441,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0442,PAY0442,INV0442,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0443,PAY0443,INV0443,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0444,PAY0444,INV0444,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0445,PAY0445,INV0445,FUZZY,SETTLEMENT_DELAY,5,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0446,PAY0446,INV0446,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0447,PAY0447,INV0447,FUZZY,SETTLEMENT_DELAY,1,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0448,PAY0448,INV0448,PARTIAL,PAYMENT_REFUNDED,0,True,POSTED,REFUNDED,PAYMENT_REFUNDED
TXN0449,PAY0449,INV0449,FUZZY,SETTLEMENT_DELAY,22,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0450,PAY0450,INV0450,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0451,PAY0451,INV0451,FUZZY,SETTLEMENT_DELAY,47,True,POSTED,SUCCESS,SETTLEMENT_DELAY
TXN0452,PAY0452,INV0452,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0453,PAY0453,INV0453,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0454,PAY0454,INV0454,EXACT,NONE,0,True,POSTED,SUCCESS,CLEAN_MATCH
TXN0455,PAY0455,INV0455,FUZZY,SETTLEMENT_DELAY,2,True,POSTED,SUCCESS,SETTLEMENT_DELAY
